,domain_name,Test_document,Expected_result,multinomial_model_4,multinomial_model_4_accuracy
101,lendedu.com,fintech real time fintech real time lendedu help consum compar person financ product lendedu.com onlin marketplac person financ product lendedu.com launch novemb 2014 marketplac student loan refinanc sinc compani expand product includ student loan person loan bank product insur product invest product auto loan credit card lendedu.com free servic consum,Others,Others,72.6027397260274
117,creditnation.in,e-commerc e-commerc platform marketplac e-commerc e-commerc platform marketplac credit nation india 's lead onlin marketplac provid easi comparison best interest rate loan credit nation india 's lead onlin marketplac provid easi comparison best interest rate loan great custom servic,Others,Others,72.6027397260274
48,coderloan.co,colleg recruit educ financi servic web develop colleg recruit educ financi servic web develop connect busi talent talent fund educ chang way fund educ train hire move past job site agenc us coderloan connect talent aspir coder compani look junior develop re student profession look career chang program help find right train program busi hire manag platform make easi identifi candid skill educ best match junior posit,Education Loans ,Others,72.6027397260274
131,creditseva.com,analyt bank fintech softwar analyt bank fintech softwar consum credit analyt manag tool onlin creditseva.com onlin consum credit analyt manag tool help individu build healthi credit profil enabl user track report error instant communic bank credit bureaus get custom option build credit score also allow user settl old account rectifi error protect ident fraud set remind various financi transact creditseva.com launch 2011 base hyderabad india,Credit rating platforms,Others,72.6027397260274
289,iqianbang.com,asset manag financi servic lend asset manag financi servic lend iqianbang help make money onlin invest financi platform invest financi user loan user iqianbang help make money onlin invest financi platform invest financi user loan user end provid fair transpar safe effici network loan manag servic,Working Capital ,Others,72.6027397260274
133,branch.co,app financi servic app financi servic branch new way access credit smartphon emerg market branch elimin challeng get loan use data phone creat credit score encrypt data choos share us protect privaci share inform third parti,Micro Finance ,Others,72.6027397260274
31,emoneyunion.com,financ financ provid individu spare save opportun becom person lender screen profil borrow provid individu spare save opportun becom person lender screen profil borrow unlik peer peer platform platform financi inclus accept loan applic low credit score borrow borrow low credit score need obtain back high credit score person guarantor boost chanc obtain loan,Others,Others,72.6027397260274
132,figtreefinancing.com,energi effici financi servic fintech renew energi energi effici financi servic fintech renew energi figtre ondemandpac program provid pace figtre financ provid client program facilit capit environment friend product servic san diego california-bas clean energi financ compani also offer pace financ support commerci properti owner improv properti lower util bill energi effici renew energi water conserv upgrad found 2010 mahesh shah figtre financ special smart invest energi save emiss reduct properti owner focus small commerci market struggl keep pace linear growth residenti solar,Others,Others,72.6027397260274
344,rimbal.com.au,financ financi servic fintech financ financi servic fintech rimbal provid financi servic technolog financi servic technololgi,Others,Others,72.6027397260274
80,realtymogul.com,"fintech marketplac real estat real estat invest fintech marketplac real estat real estat invest re onlin marketplac real estat invest connect borrow sponsor individu institut investor realtymogul.com onlin marketplac real estat invest connect borrow sponsor capit accredit institut investor onlin platform realtymogul.com give borrow access debt capit sponsor access equiti capit investor tool brows invest due dilig invest onlin realtymogul.com offer bridg perman loan joint ventur equiti 80,000 regist investor call realtymogul.com member devot communiti invest 200 million 350 properti valu 800 million effort receiv million distribut accredit institut investor look diversifi portfolio realtymogul.com offer fast easi frictionless platform serv 21st centuri bridg connect previous inaccess invest opportun real estat invest sponsor look rais joint ventur equiti borrow look flexibl debt realtymogul.com provid access equiti debt would like take sever month secur tradit mean ???traditional??? mean ???slow??? ???restrictive??? whether accredit institut investor want diversifi portfolio across real estat asset class borrow search flexibl loan real estat invest sponsor look rais joint ventur equiti join realti mogul today take real estat invest 21st centuri",Others,Others,72.6027397260274
9,bilbus.com,financ financ bilbus work capit platform help small busi invoic collect connect commerci lender via singl dashboard bilbus unlock commerci lend smbs give busi visibl work need cash simplifi meet fund gap bilbus work capit platform enabl small busi invoic collect connect commerci lender via singl dashboard,Others,Others,72.6027397260274
185,gofastpay.com,digit media financ fintech digit media financ fintech fastpay definit financi platform digit media found 2009 offic los angel new york london fastpay provid liquid financi workflow solut global media industri sinc incept fastpay origin 1 billion loan publish network exchang dsps ssps agenc app develop,Others,Others,72.6027397260274
76,loanbase.com,bitcoin consum lend financi servic fintech bitcoin consum lend financi servic fintech leverag blockchain technolog order provid small busi loan emerg market loanbas biggest global lend marketplac use blockchain technolog platform provid small busi emerg market access capit afford rate lender across globe small busi disproportion limit access capit yet re fundament driver economi loanbas leverag blockchain technolog order bring financi innov small busi emerg market,Others,Others,72.6027397260274
212,zebit.com,e-commerc internet payment e-commerc internet payment zebit grant no-cost credit hardwork american without interest fee credit check zebit grant no-cost credit hardwork american without interest fee credit check due cash constraint lack credit access consum typic turn high-cost off-lin financ method payday loan rent-to-own in-stor financ payment total 3 time purchas valu zebit??? payment platform first grant real-tim no-cost credit-check 0 apr financ shop million product pay time combin consum incom data sophist risk analyt allow member shop million name brand product close marketplac zebit provid benefit internet commerc product select lower price mobile-shop conveni disrupt 25 billion high-cost off-lin instal financ industri,Others,Others,72.6027397260274
356,trustleaf.com,financ financi servic person financ financ financi servic person financ trustleaf onlin platform enabl early-stag entrepreneur crowdfund ventur friend famili trustleaf onlin platform enabl early-stag entrepreneur crowdfund ventur friend famili small busi owner leverag social capit rais capit lender also get legal protect loan famili member??? word trustleaf offer featur auto-gener custom promissori note onlin signatur email remind updat repay quick loan builder trustleaf launch august 2013 anson liang daniel lieser base sunnyval california usa,Others,Others,72.6027397260274
295,populous.co,financi servic lend financi servic lend popul invoic trade financ platform built use latest blockchain technolog popul invoic trade financ platform built use latest blockchain technolog popul use xbrl z score formula smart contract stabl token creat uniqu trade environ investor invoic seller around world read popul believ creat next generat fnancial marketplac,Others,Others,72.6027397260274
175,finovafinancial.com,"financi servic financi servic fast afford onlin loan base equiti car finova financi social respons lender provid fast afford loan base equiti car 70 million financi underserv american spend 138 billion fee interest annual finova??? car equiti line credit c-loc cost 70 less current nation averag provid instant access capit 12-month pathway back financi health onlin mobil anywher 24/7 finova client benefit abil complet loan process onlin instant approv decis day cash fund finova client portal provid person access financi dashboard allow real time manag financi health payment made conveni comput mobil devic 32,000 us retail locat success payment histori provid declin rate opportun establish build credit along access addit fund demand finova provid immedi solut clients??? credit need abil monitor progress real time coupl finova??? ongo financi educ provid pathway improv econom health finova c-loc first mani digit financi servic product launch address unfulfil need financi underserv american finova busi relationship transact client tell us finova first posit relationship financi servic provid passion drive us forward",Others,Others,72.6027397260274
86,dripcapital.com,financi servic fintech financi servic fintech drip capit offer uniqu trade financ product target toward smes develop market drip capit offer uniqu trade financ product target toward smes develop market comprehens autom risk assess model allow rapid grow smes quick easi access financ focus technolog drip aim elimin hassl paperwork bureaucraci creat seamless borrow experi client drip consist team high qualifi financi consult engin analyst wharton stanford iit year experi standard charter black rock yahoo back lead silicon valley investor combin startx alway eager connect sharp mind grow quest becom futur global trade financ,Others,Others,72.6027397260274
226,krazybee.com,e-commerc financi servic fintech e-commerc financi servic fintech krazybe india-bas e-commerc web app enabl user order product onlin retail differ pay scheme conveni connect bridg colleg go youth india wonder dream aspir,Others,Others,72.6027397260274
38,achievelending.com,fintech fintech first-ev student loan comparison tool achievelend first-ev student loan comparison tool achievelending.com offer user free onlin portal search find compar student loan design help tradit non-tradit student find best student loan achiev lend first tool kind aggreg loan offer seek privat financ educ purpos take 30 second find choos best loan avail learn www.achievelending.com becom achiev lend affili commiss junction http //bit.ly/1ylqddi,Others,Others,72.6027397260274
102,lenda.com,financ real estat financ real estat lenda onlin platform enabl individu refin home loan onlin lenda former gorefi onlin platform enabl individu refin home loan onlin user get real time quot submit applic verifi upload document close loan lenda found jason van den brand elijah murray 2011,Mortgages,Others,72.6027397260274
19,pearfunds.com,crowdfund lend marketplac crowdfund lend marketplac experienc team proven platform address need crowdfund marketplac south america experienc team proven platform address need crowdfund marketplac south america megatrend opportun team bet,Others,Others,72.6027397260274
301,autofi.com,automot financi servic point sale automot financi servic point sale autofi point sale solut financ vehicl onlin autofi onlin point sale financ solut allow consum purchas financ vehicl entir onlin seamless user experi autom applic approv process,Auto Loans ,Others,72.6027397260274
180,incred.com,financi servic financi servic mumbai-bas non-bank financi compani incr credit incred india use technolog data-sci make lend quick simpl hassle-fre incr offer broad portfolio product cut across afford home loan person loan educ loan sme busi loan incr found bhupind singh former head invest bank asia-pacif deutsch bank inform pleas visit www.incred.com,0,Others,72.6027397260274
235,tala.co,"big data credit financi servic inform technolog mobil softwar big data credit financi servic inform technolog mobil softwar tala mobil technolog data scienc compani revolution financi servic emerg market tala innov fast-pac mobil technolog start-up provid credit score report platform financi servic institut emerg countri tradit credit n't work emerg market mobil technolog unlock trillion dollar purchas power world??? fastest grow economi tala mobil technolog data scienc compani flip tradit credit score model put power hand newli empow consum emerg market mobil app uniqu channel gather averag 10,000 discret data point per user provid person offer deliv real-tim credit",Credit rating platforms,Others,72.6027397260274
202,lendinghome.com,financi servic marketplac real estat financi servic marketplac real estat lendinghom offer flexibl simpl fast transpar reliabl way borrow get mortgag `` silicon valley reimagin mortgag process ground right way '' ask question late 2013 realiz mortgag broken hard believ industri massiv vital import economi could continu function virtual innov decid fix lendinghom born brought togeth best technolog oper data build next generat mortgag platform meant rethink custom acquisit user experi credit analysi algorithm underwrit oper effici loan servic capit market financi autom consum brand fundament believ technology-en marketplac bring togeth borrow investor futur mortgag combin platform world-class entrepreneuri team ve made futur realiti welcom lendinghom,Others,Others,72.6027397260274
165,creditkey.com,e-commerc financi servic payment e-commerc financi servic payment credit key patent pay-over-tim financ solut e-commerc merchant credit key patent pay-over-tim financ solut e-commerc merchant,Others,Others,72.6027397260274
155,ascendloan.com,consum research credit financi servic consum research credit financi servic proprietari process call adapt risk price ascend empow consum prove real-tim creditworthi proprietari process call adapt risk price ascend empow consum prove real-tim creditworthi,Others,Others,72.6027397260274
246,climbcredit.com,credit educ fintech credit educ fintech climb new kind lend compani strive work school consist improv live student climb credit financ educ work identifi school consist improv graduat earn potenti justifi cost tuition provid simpl fast afford loan student help meet career financi goal know student credit score factor power transform educ climb offer student better rate -- strive financ educ posit impact student live,Education Loans ,Others,72.6027397260274
308,carecap.com,financi servic inform technolog payment financi servic inform technolog payment carecap cloud-bas payment manag system enabl busi provid custom easi custom autom payment plan grow number consum lack abil pay in-ful need good servic point purchas carecap cloud-bas payment manag system enabl busi provid custom easi custom autom way pay time -- e-invo -- subscript -- payment plan,White label Platform,Others,72.6027397260274
224,huifenqi.com,rental rental properti servic industri rental rental properti servic industri instal payment platform hous rent,Others,Others,72.6027397260274
10,lendfriend.com,payment payment lendfriend offer softwar product provid support user loan??? creation propos approv repay lendfriend fintech startup focus undeserv lend market team built 3 product onlin p2p lend platform target friend famili grew 3mm+ loan multipl underwrit model util proprietari data tradit brick mortar high-interest lender identifi custom profil target larger loan lower interest rate loan repay disproport credit score onlin platform match high-risk borrow aggreg network onlin lender place loan prepaid card product 's purpos bank underbank lendfriend part ** angelpad http //angelpad.org 3** 2011,Others,Others,72.6027397260274
23,instorefinance.com,financ saa softwar financ saa softwar instorefinance.com? offer softwar program allow retail store increas sale financ custom via onlin payment portal instor financ financ platform allow merchant financ custom purchas merchant use program longer lose big ticket sale custom n't money product ve care pick often happen custom n't qualifi tradit financ manag paperwork instal store cash check send month merchant work instor financ generat extra sale loyal custom sinc get tell `` re approv '',Others,Others,72.6027397260274
70,rongzi.com,financ financi servic small medium busi financ financi servic small medium busi rongzi enabl offlin financi institut provid loan found 2010 shanghai-headquart rongzi enabl offlin financi institut provid loan small medium-s enterpris,Others,Others,72.6027397260274
150,i2ifunding.com,crowdfund financ financi servic crowdfund financ financi servic i2ifund onlin marketplac connect borrow look person loan investor look altern invest i2i peer-to-p p2p marketplac connect borrow lender unsecur loan use gamut reason like purchas consum durabl debt consolid i.e repay credit card debt etc medic expens educ expens cash cycl optim etc entir credit process transpar quick easi apart provid end end servic i2i dilig use unconvent data point borrow like educ employ transact salari social network etc sole depend cibil score lend recommend help investor greater understand borrow 's riski lead better credit decis,Others,Others,72.6027397260274
77,puddle.com,advertis e-commerc social media manag advertis e-commerc social media manag puddl social peer-to-p lend marketplac puddl let anyon creat line credit on-the-fli friend puddl first tool credit us anyon use ?? ? base credit score base peopl trust,Others,Others,72.6027397260274
194,kredx.com,fintech internet marketplac peer peer fintech internet marketplac peer peer kredx india 's first onlin invoic discount platform kredx indian invoic discount platform provid short-term invest opportun small- medium-s enterpris india onlin platform develop proprietari credit risk assess model borrow technolog platform financi provid complet trade servic sourc curat invoic conduct due dilig use proprietari credit underwrit algorithm launch manish kumar anurag jain puneet agarw 2015 kredx partner bank account firm law firm ensur aspect servic compliant regul ensur consum protect time,Others,Others,72.6027397260274
357,vittana.org,chariti chariti graduat generat beyond poverti graduat generat beyond poverti,Education Loans ,Others,72.6027397260274
262,fundingwonder.com,auction financi servic franchis small medium busi auction financi servic franchis small medium busi fund wonder busi loan exchang bring togeth investor franchis seek loan sec regist portal fund wonder busi loan exchang offer opportun invest loan franchis busi franchis industri grow faster economi whole collect account 890 billion econom output fund wonder empow investor busi achiev financi goal bring togeth trust sec regist portal interact transact accredit non-accredit investor invest debt secur busi proven franchis model certifi fund wonder return princip interest month payment franchis busi owner turn gain access vital altern sourc capit,Others,Others,72.6027397260274
353,stacksource.com,commerci real estat fintech marketplac real estat commerci real estat fintech marketplac real estat onlin platform commerci real estat loan stacksourc new fintech platform 3t commerci mortgag market today 's loan origin process commerci real estat complet offlin fragment slow stacksourc 's platform help borrow mortgag broker connect lender onlin select negoti secur financ found team made ex-googl ex-facebook ex-northstar employe live prototyp close beta team finish techstar fintech acceler nyc 2016,Others,Others,72.6027397260274
225,loanframe.com,lend small medium busi lend small medium busi loan frame aim revolutionis small busi lend subcontin cut edg technolog autom loan frame fintech compani ambit meet abil build largest sme lend marketplac sub-contin back lead global privat equiti ventur capit investor help build icon compani world re-imagin small busi lend merg world-class process lead global bank deep indian sme credit experi data scienc cut edg proprietari technolog laser focus help small busi grow,Others,Others,72.6027397260274
95,lendingpoint.com,consum lend financi servic home improv lend person financ consum lend financi servic home improv lend person financ lendingpoint lead onlin direct loan provid lendingpoint lead onlin direct loan provid commit redefin abl access money fair rate empow consum build financi momentum lendingpoint??? award-win leadership team hold intellectu patent uniqu model data credit score commit customer-cent excel compani better busi bureau accredit compani,Others,Others,72.6027397260274
0,livecapital.com,financ onlin auction small medium busi financ onlin auction small medium busi livecapit provid onlin small busi financ livecapit offer onlin busi financ servic offer user servic decisionexpress product creat econom benefit autom credit leas decis process integr workflow technolog consult solut enabl enterpris make credit decis improv product achiev sale provid credit custom livecapit u.s.-bas compani found 1996 compani acquir dun bradstreet credibl corpor juli 27 2005,Others,Others,72.6027397260274
316,eflglobal.com,entrepreneuri financ lab help lender safe approv peopl entrepreneuri financ lab efl innov financial-technolog compani employ psychometr nontradit applic data creat credit score measur risk potenti among consum small busi efl??? altern score technolog enabl lender measur risk among applic information-scarc environ efl product earli harvard research recogn g-20 one innov approach sme financ global efl??? partner includ thirti retail mfi sme financi institut across dozen countri africa latin america south asia southeast asia inform pleas visit www.eflglobal.com,Credit rating platforms,Others,72.6027397260274
349,smartpaylease.com,smartpay lease-to-own payment plan let??? custom shop devic accessori smartpay leas technology-driven compani work lead wireless retail prepaid phone compani provid innov devic leas solut nationwid use softwar data analyt solv hard problem underwrit consum minim credit histori consum get devic want today pay time easi schedul payment,Others,Others,72.6027397260274
61,gradschoolloans.com,"educ financ financi servic educ financ financi servic platform refin medic school student loan help borrow reduc burden student loan debt fintech marketplac lender provid platform refin medic school student loan help borrow reduc burden student loan debt simpli put acquir lead convert loan sell loan investor communiti bank struggl generat organ loan volum partner lead student loan origin servic compani provid back-end platform support also contract feder chart bank act lender record allow us lend 50 state product save borrow averag 22,000 allow defer loan payment train program also simplifi live consolid mani loan one new loan",Education Loans ,Others,72.6027397260274
89,simplycreditinc.com,financi servic machin learn person financ financi servic machin learn person financ simplycredit mission transform consum lend known today simplycredit mission transform consum lend known today believ right consum fee penalti price gotcha fine print want bring saniti back lend stand behind underwrit make sure consum get valu servic deserv use advanc technolog creat credit lend innov line valu deliv seamless custom experi,Others,Others,72.6027397260274
154,epaylater.in,custom servic onlin portal payment custom servic onlin portal payment buy pay later solut india epaylat found decemb 2015 aurko bhattacharya prasannaa murlidharan uday somayajula shanmunathan thiagaraja saxena compani give custom option ???buy pay later??? onlin portal one click custom get 14 day make payment within period make mani transact via single-click checkout bunch togeth make singl payment end period,Others,Others,72.6027397260274
16,alltuition.com,financ financ alltuit onlin search engin enabl collag student find sourc financi aid alltuit onlin search engin enabl collag student find sourc financi aid track hundr student loan provid help student find best loan elig understand real cost borrow,Others,Others,72.6027397260274
124,cashbus.com,financi servic financi servic cashbus microfin compani cashbus microfin compani establish 2014 headquart shanghai offer small short-term micro instal loan underbank china,Others,Others,72.6027397260274
50,monexo.co,financi servic fintech marketplac peer peer financi servic fintech marketplac peer peer monexo onlin marketplac peer-to-p lend bring togeth lender borrow creat win-win monexo oper onlin peer-to-p lend marketplac small busi employe platform origin borrow lender onlin offlin sale market channel use proprietari screen system review borrow various financi non-financi paramet provid loan offer borrow agre loan offer list marketplac lender view fund allow borrow receiv 48 month futur rental incom subsequ assign rental incom lender launch 2014 monexo oper hong kong china,Others,Others,72.6027397260274
267,gopaysense.com,financi servic fintech inform technolog financi servic fintech inform technolog paysens fintech startup focus bring innov financi servic indian consum paysens fintech startup focus bring innov financi servic indian consum,Others,Others,72.6027397260274
82,marlettefunding.com,financi servic fintech lend financi servic fintech lend marlett fund financi tech compani task empow custom marlett fund reinvent outdat slow confus financi product servic custom partner could n't happier,Others,Others,72.6027397260274
259,earlysalary.com,"financi servic fintech financi servic fintech earlysalary.com new fintech start-up pune help broke earlysalari salari advanc mobil applic enabl indian user borrow money urgent cash requir get month wage aim help individu face month-end mid-month financi crisi provid small loan receiv salari user applic abl login though facebook account communic amount need loan date could settl submit basic document get money credit bank account earlysalari offer loan 1,000 inr 100,000 inr payback term rang 7 50 day",Others,Others,72.6027397260274
65,trustingsocial.com,analyt big data ident manag social media analyt big data ident manag social media trust social build next generat credit score base social data make lend faster cheaper friendlier trust social provid consum credit score base social web mobil data solut enabl lender emerg market lend billion ???financi invisible??? consum cover credit bureaus test proven accur faster cheaper exist solut,Credit rating platforms,Others,72.6027397260274
230,currencycap.com,financi servic financi servic currenc capit equip financ lend technolog invest compani heel great recess busi around countri found left behind commerci bank weren???t lend delay applic fund far long group financi expert along tech wizard decid take action engin technolog streamlin approv fund get complet financi pictur begin applic process result currenc sinc we???v help support busi 500 million loan,Others,Others,72.6027397260274
148,propellr.com,financi servic fintech real estat financi servic fintech real estat propellr provid institut famili offic individu w/direct access altern invest typic avail select propellr llc provid small institut famili offic accredit investor direct access altern invest opportun typic avail institut investor power user-friend interfac propellr curat high qualiti issuer suppli innov technolog market opportun direct investor launch 2013 todd lippiatt respect pillar new york real estat financ communiti wall street veteran propellr seek disrupt redefin antiqu construct industri grow team impass mind propellr process roll multipl innov altern asset class,Others,Others,72.6027397260274
32,covefinancial.com,financ financi servic home renov financ financi servic home renov cove financi group offer mortgag altern program would-b home buyer qualifi mortag cove financi group inc. creat mortgag altern program would-b home buyer payment qualifi today mortgag,Mortgages,Others,72.6027397260274
215,himaxwell.com,credit financi servic fintech credit financi servic fintech mortgag get whole lot easier hi re maxwel we???r mission revolution 8.5t residenti mortgag market reimagin loan offic work togeth homebuy real estat agent buy home connect network one seamless intuitively-design platform focus isn???t paperwork it??? place call home,Others,Others,72.6027397260274
190,geostellar.com,analyt big data biofuel clean energi geospati locat base servic solar analyt big data biofuel clean energi geospati locat base servic solar geostellar solar energi marketplac patent platform instant interact tailor equip financ instal geostellar appli big-data geomat comput precis renew resourc potenti infrastructur capac econom polici impact clean tech project subscript servic platform solar wind biofuel energi produc identifi optim site project market properti owner arrang financ coordin deploy support complex queri across everi rooftop field lot unit state,Mortgages,Others,72.6027397260274
251,lendingclub.com,consum lend credit financ fintech lend person financ consum lend credit financ fintech lend person financ lend club onlin financi communiti bring togeth creditworthi borrow savvi investor lend club onlin financi communiti bring togeth creditworthi borrow savvi investor benefit financi replac high cost complex bank lend faster smarter way borrow invest,Others,Others,72.6027397260274
8,lendinero.com,financ fintech financ fintech lendinero compani provid short term alternative-fund small medium size exist busi lendinero ventur capit firm provid short-term fund solut smes ancillari servic assist client view manag account cloud addit firm offer rang financi solut smes includ lendireno loan merchant cash advanc loan sba loan addit firm also carri advisori servic assist client obtain financ lendinero found 2011 gil zapata base florida,Others,Others,72.6027397260274
326,loancircle.in,financi servic lend financi servic lend loancircl provid peopl quick access loan best possibl rate suit person loancircl aspir disrupt redefin way lend done india onlin platform empow peopl want better speedier altern exist financ channel far underserv channel go beyond convent credit score consid person 's educ work experi expect career growth 1000 data point evalu loan applic data driven underwrit model let us identifi high qualiti borrow help lender platform make good return invest,Others,Others,72.6027397260274
