,Test_document,Expected_result,knn_model_2,knn_model_2_accuracy
198,fintech internet marketplac peer peer fintech internet marketplac peer peer kredx india 's first onlin invoic discount platform kredx indian invoic discount platform provid short-term invest opportun small- medium-s enterpris india onlin platform develop proprietari credit risk assess model borrow technolog platform financi provid complet trade servic sourc curat invoic conduct due dilig use proprietari credit underwrit algorithm launch manish kumar anurag jain puneet agarw 2015 kredx partner bank account firm law firm ensur aspect servic compliant regul ensur consum protect time,Working Capital ,Term loans,61.97183098591549
46,financi servic fintech financi servic fintech first data-driven asset base lender offer financ solut small mid-siz manufactur supplier distributor credit junction first data-driven asset base lend platform transform way small mid-siz busi access work capit growth suppli chain financ solut compani combin technolog data intellig tradit asset-bas credit metric offer 5 million capit avail credit junction target growth-ori supplier distributor manufactur typic revenu 2m 25m financ compani provid help small busi access capit need also stimul job creation bolster communiti develop local town citi region across us canada,Working Capital ,Working Capital ,61.97183098591549
280,financi servic lend small medium busi financi servic lend small medium busi ziploan onlin lend platform ziploan rbi regist nbfc technolog enabl on-lin lend platform establish provid small busi loan small busi loan segment ignor financi institut given granular peculiar small busi poor cost benefit trade-off respect sourc underwrit small loan,Working Capital ,Term loans,61.97183098591549
115,financ fintech wealth manag financ fintech wealth manag net short financi wealth belong long-billion beij invest,Working Capital ,0,61.97183098591549
3,financ financi servic ventur capit financ financi servic ventur capit bfs capit expert work capit need small busi deliv fund solut reason re busi they???r expert work capit need small busi headquart south florida technology-en financ platform provid 2 million small busi loan merchant cash advanc busi 50 state canada affili boost capit unit kingdom they???v deliv 1 billion total financ small- mid-siz busi across 400 industri help entrepreneur like access work capit busi need direct fund sourc industri leader sinc 2002 year experi firm financi back institut bank partner help solidifi posit prefer fund sourc small busi re proud track record success support dream thousand custom ?? ? 80 repeat busi result better busi bureau a+ rate,Working Capital ,Working Capital ,61.97183098591549
287,financi servic financi servic loantap fintech compani dna constitu loantap onlin platform commit deliv flexibl loan product salari profession innov otherwis dull loan segment deliv smart product millenni idea use technolog build flexibl product without ad cost,Working Capital ,Lead generation platform,61.97183098591549
322,expans capit group valu partner expans capit solut,Working Capital ,Working Capital ,61.97183098591549
282,financi servic fintech financi servic fintech yinchengku china-bas privat held compani provid onlin b2b financi servic yinchengku china-bas privat held compani provid onlin b2b financi servic includ bill discount found 2013 company??? manag 10 year experi bill circul servic,Working Capital ,0,61.97183098591549
81,"financ financi servic financ financi servic lsq lead invoic financ platform u.s. access 5,000 50 million work capit click button lsq lead invoic financ platform u.s. give entrepreneur power access 5,000 50 million afford work capit click button platform busi upload unpaid invoic get money instant without wait 30 60 90 day get paid custom free cash trap open invoic busi owner get financ need grow keep move forward without take loan found 1996 we???v deliv 10 billion fund thousand busi across nation we???r profit expand rapid orlando hq new york san francisco offic recent rais 110 million ventur capit",Working Capital ,Working Capital ,61.97183098591549
242,financ fintech small medium busi financ fintech small medium busi bluevin allow small busi get paid immedi outstand invoic bluevin allow small busi get paid immedi outstand invoic bluevin compani free cash pay expens grow busi compani back lead ventur capit firm base redwood citi ca,Working Capital ,Working Capital ,61.97183098591549
124,fintech person financ fintech person financ offer student loan employ benefit student loan genius help compani reach next level recruit retent student loan genius work improv financi outlook employe student loan empow compani help employe reduc student loan debt company??? fix pay match approach simplifi complex problem associ student loan debt reconnect employ employe help busi grow employe retent recruit offer person advic help employe design custom plan meet goal handl payment payrol implement strategi pay loan provid match contribut toward employees??? student loan student loan genius establish 2013,Others,Others,61.97183098591549
22,consum financ ventur capit consum financ ventur capit insikt ventur white label loan origin invest platform enabl investor invest consum loan portfolio insikt ventur invest compani special growth capit invest compani enabl investor invest consum loan portfolio insikt ventur headquart san francisco california,Others,Working Capital ,61.97183098591549
321,entrepreneuri financ lab help lender safe approv peopl entrepreneuri financ lab efl innov financial-technolog compani employ psychometr nontradit applic data creat credit score measur risk potenti among consum small busi efl??? altern score technolog enabl lender measur risk among applic information-scarc environ efl product earli harvard research recogn g-20 one innov approach sme financ global efl??? partner includ thirti retail mfi sme financi institut across dozen countri africa latin america south asia southeast asia inform pleas visit www.eflglobal.com,Others,Others,61.97183098591549
357,sofi pmv,Others,Others,61.97183098591549
256,credit financ financi servic fintech credit financ financi servic fintech colleg ave student loan product made firstrust bank member fdic colleg ave student loan offer privat student loan undergradu student graduat student parent student enter colleg special student loan abl provid custom attent deserv deliv loan person individu compani also facilit competit rate repay option customer-friend experi applic repay colleg ave student loan also offer borrow choic defer interest flat payment full princip interest payment,Others,Others,61.97183098591549
140,financ financi servic fintech financ financi servic fintech vest financ becom vemo educ http //vemo.com/ schoold app http //schoold.co/,Others,Others,61.97183098591549
7,financ fintech real estat financ fintech real estat financi real estat consum websit base santa ana california busi sinc 2006 icanbuy provid accur real-tim mortgag loan rate comparison instant consum base uniqu financi credit profil icanbuy???????? disrupt technolog platform develop cut confus mortgag market inform empow homebuy make sound financi decis find lowest mortgag rate unlik tradit mortgag comparison site simpli captur consum inform without provid mortgag rate inform icanbuy provid consum depth loan rate inform allow consum compar lender loan product select lender want work learn www.icanbuy.com,Others,Term loans,61.97183098591549
62,financ lend marketplac real estat real estat invest financ lend marketplac real estat real estat invest nation mortgag lender focus need experienc local expert residenti investor simpli put thrive real estat togeth parent compani econohom we???v bought sold financ 240 million home nationwid unlik lender know like skin game understand uniqu need residenti investor draw year experi distress properti field craft loan product four word mind fast simpl flexibl depend know real estat invest take certain amount initi spirit risk-tak it??? everyon we???r passion help peopl like achiev short-term long-term invest goal it??? reason start vfs four year ago oper 36 state continu grow success success,Others,Term loans,61.97183098591549
203,crowdfund fintech real estat real estat invest crowdfund fintech real estat real estat invest peerstreet crowdfund platform give investor easi access high-yield loan collater real estat peerstreet lead platform invest real estat debt back andreessen horowitz found real estat attorney brew johnson former googl execut brett crosbi peerstreet allow investor easili invest high-yield real estat loan histor difficult access peerstreet secur intuit easy-to-us interfac particip deal simpl buy stock fund account select invest welcom peerstreet better deal everyon,Others,Term loans,61.97183098591549
157,credit financi servic machin learn person financ risk manag credit financi servic machin learn person financ risk manag creditvidya startup analyz data get credit score creditvidya believ power altern data technolog help lender make accur credit decis mission simpl enabl access fair transpar credit 800 million un-scor indian bunch engin sole mission enabl access fair transpar credit 800 million+ un-scor indian tradit method credit asses fail miser india outdat method look repay histori individu give credit score creditvidya har power big data advanc machin learn techniqu re-imagin re-build credit score,Others,Others,61.97183098591549
160,consum credit financ consum credit financ revolutioncredit engag platform help lender consum credit decis process revolutioncredit uniqu platform allow consum watch short entertain financi literaci video demonstr improv financi capabl like traffic school credit.?? allow financi institut identifi creditworthi custom extend access wider rang financi servic better price,Others,Others,61.97183098591549
278,credit financ financi servic credit financ financi servic adf purpose-built optim link underestim underbank consum capit market adf purpose-built optim link underestim underbank consum capit market,Others,Others,61.97183098591549
165,fintech machin learn risk manag saa share economi fintech machin learn risk manag saa share economi trooli deliv instant trust??? servic verifi screen predict trustworthi relationship interact fintech p2p trooli deliv instant trust??? servic verifi screen predict trustworthi relationship interact work world??? largest financi institut peer-to-p marketplac market employ instant trust rate servic design fill ???trust gap??? caus speed modern commerc communiti requir instant evalu potenti reward risk ?? ? without trust-build interact histori feedback loop peopl use evalu relationship offlin machin learn technolog synthes digit footprint real time provid rich insight ?? ? well beyond old-school background check credit score risk manag tool instant trust rate requir minim custom data input cost less 1 per queri rate support evid return rough 30 second trooly??? predict power demonstr least twice effect background check credit check databas profil determin trustworthi individu busi trooli oper consum report agenc use public permiss inform onlin offlin sourc respect compli applic privaci data protect law includ fair credit report act unit state also dedic balanc transpar respect individu privaci,Others,Others,61.97183098591549
42,big data financi servic fintech big data financi servic fintech financ futur educ financ student attend top acceler learn program,Others,Others,61.97183098591549
337,consum point sale softwar consum point sale softwar mortgagebot h provid financi institut softwar facilit mortgag applic process mortgagebot llc industry-lead inc. 500 compani provid uniqu award-win mortgagebot powersite?? regist famili integr point-of-sal ipo solut take mortgag applic everi mortgag channel consumer-direct via internet branch call center profession loan offic mortgagebot blend extens mortgag experi leading-edg ?????? ? software-as-a-service??????? saa technolog creat scaleabl afford web site 900 mortgag lender nationwid,Others,Others,61.97183098591549
5,financ onlin portal servic industri financ onlin portal servic industri rategenius multi-st web-bas auto loan refin brokerag compani base austin texa rategenius multi-st web-bas auto loan refinance/brokerag compani host virtual marketplac rategenius bring togeth qualifi borrow competit lender creat best possibl financ opportun custom,Others,Others,61.97183098591549
239,"big data credit financi servic inform technolog mobil softwar big data credit financi servic inform technolog mobil softwar tala mobil technolog data scienc compani revolution financi servic emerg market tala innov fast-pac mobil technolog start-up provid credit score report platform financi servic institut emerg countri tradit credit n't work emerg market mobil technolog unlock trillion dollar purchas power world??? fastest grow economi tala mobil technolog data scienc compani flip tradit credit score model put power hand newli empow consum emerg market mobil app uniqu channel gather averag 10,000 discret data point per user provid person offer deliv real-tim credit",Others,Others,61.97183098591549
250,credit educ fintech credit educ fintech climb new kind lend compani strive work school consist improv live student climb credit financ educ work identifi school consist improv graduat earn potenti justifi cost tuition provid simpl fast afford loan student help meet career financi goal know student credit score factor power transform educ climb offer student better rate -- strive financ educ posit impact student live,Others,Others,61.97183098591549
17,credit financ credit financ contigo financi facilit web-bas platform provid employe financi product short-term loan contigo disrupt subprim lend industri offer innov financi product least access partner employ provid socially-respons short-term low-cost loan offer benefit employe lack strong credit histori credit extend employe robust web-bas platform proprietari underwrit model contigo graduat jumpstart foundri acceler program winner vanderbilt univers 's sohr grant startup,Personal loans,Personal loans,61.97183098591549
302,financi servic financi servic digilend analyt technolog marketplac enabl individu like avail unsecur person loan digilend marketplac enabl individu like avail unsecur person loan differ need like educ travel holiday wed home improv debt consolid emerg need etc need cash loan bank loan look provid onlin instant quick loan competit interest rate digilend??? endeavour make get loan easier onlin instant credit evalu connect right lender provid everyon easi conveni access credit,Personal loans,Personal loans,61.97183098591549
186,analyt big data credit credit card financ internet machin learn analyt big data credit credit card financ internet machin learn selfscor analytics-bas lend compani provid access financi product deserv underserv popul selfscor develop strong market nich around provid access financi product credit card student loan etc deserv underserv popul intern student 1m+ strong grow 31 billion untap annual spend intern student routin grant access us educ system advantag offer howev clear path exist gain access credit market current credit polici handicap leav unabl get credit card student loan car leas without pay exorbit costs/fe want provid financi on-ramp put path toward financi success america given lack credit histori credit score ???thin file file??? evalu student use altern data scienc machin learn method selfscor measur creditworthi use proprietari data scienc framework/algorithm determin students??? abil repay use predict attribut education/major cost educ sourc initi fund futur employ object measur e.g place time graph use framework also determin propens stay/leav countri use attribut complianc framework take consider various feder regulatori constraint concern kyc/cip fair lend cdr ecoa fcra seiz 1m intern student market set foundat futur product market expans thin file popul,Personal loans,Personal loans,61.97183098591549
319,fintech fintech onlin person lend platform onlin person lend platform strive provid faster simpler safer borrow experi consum,Personal loans,Personal loans,61.97183098591549
95,bank credit financ bank credit financ balanc credit built thing don???t go accord plan balanc credit onlin lender provid famili individu person instal loan credit servic offer clear rate term toll-fre custom support abil pay earli penalti time balanc credit licens regul u.s. state oper found 2013 base irv texa,Personal loans,Others,61.97183098591549
113,consum lend financ financi servic fintech person financ consum lend financ financi servic fintech person financ mission help good peopl get better loan sinc launch 2013 loannow help peopl bring access transpar fair subprim lend industri time help borrow understand use credit build repay histori credit file incentiv good borrow behavior mission help good peopl get better loan,Personal loans,Personal loans,61.97183098591549
288,financ fintech lend financ fintech lend lendup social respons lender 56 american shut mainstream bank due low credit volatil incom lendup??? mission provid anyon path better financi health build technolog credit product educ experi 56 us popul shut mainstream bank poor credit volatil incom technolog built in-hous current offer sever type credit product includ loan credit card emb educ product avail credit build opportun help borrow improv long-term financi health break vicious debt cycl found two step-broth ceo sasha orloff cto jake rosenberg sasha put ???fin??? fintech work citi world bank grameen bank jake put ???tech??? fintech platform cto zynga 29 began work yahoo age 16 employe 80,Personal loans,Others,61.97183098591549
57,consum lend financ financi servic consum lend financ financi servic creditshop offer afford onlin loan simpl payment plan mani borrow find unsecur person loan reason interest rate extrem difficult often borrow forc consid lender charg high interest rate hefti fee request valuabl item collater creditshop consum qualifi interest rate rang 18 30 creditshop custom make month payment time never pay ongo transact fee late fee annual fee prepay fee reason creditshop loan might smart choic cost less mani consum,Personal loans,Others,61.97183098591549
308,ace cash express provid payday loan prepaid debit card cash kind payrol check,Personal loans,Personal loans,61.97183098591549
150,financi servic fintech real estat invest wealth manag financi servic fintech real estat invest wealth manag yieldstreet innov crowdfund platform connect investor asset-bas altern invest yieldstreet provid access asset base invest histor unavail investor mission prosper yieldstreet allow investor effortless particip curat invest low market correl high yield across litig financ real estat altern asset class believ technolog platform creat uniqu experi investor everi level provid valuabl diversif strength portfolio join movement pleas visit yieldstreet.com explor invest opportun learn,Personal loans,Term loans,61.97183098591549
119,app mobil app app mobil app jiedaibao develop mobli applic financi lend applic jiedaibao internet financ acquaint lend platform,Personal loans,Purchase Financing ,61.97183098591549
216,e-commerc internet payment e-commerc internet payment zebit grant no-cost credit hardwork american without interest fee credit check zebit grant no-cost credit hardwork american without interest fee credit check due cash constraint lack credit access consum typic turn high-cost off-lin financ method payday loan rent-to-own in-stor financ payment total 3 time purchas valu zebit??? payment platform first grant real-tim no-cost credit-check 0 apr financ shop million product pay time combin consum incom data sophist risk analyt allow member shop million name brand product close marketplac zebit provid benefit internet commerc product select lower price mobile-shop conveni disrupt 25 billion high-cost off-lin instal financ industri,Personal loans,Purchase Financing ,61.97183098591549
159,consum research credit financi servic consum research credit financi servic proprietari process call adapt risk price ascend empow consum prove real-tim creditworthi proprietari process call adapt risk price ascend empow consum prove real-tim creditworthi,Personal loans,Personal loans,61.97183098591549
128,financ financ cumulus fund provid fund help make purchas pay loan credit card bill cumulus fund invest american worker mani peopl countri need access fund mani differ reason recogn mani case tradit bank lender unwil unabl meet individuals??? need loan avail made term extrem favor bank ?? ? high inflex interest payment multipl hidden fee servic charg often requir can???t make payment bank come take person asset pledg collater,Personal loans,Personal loans,61.97183098591549
51,financi servic fintech marketplac peer peer financi servic fintech marketplac peer peer monexo onlin marketplac peer-to-p lend bring togeth lender borrow creat win-win monexo oper onlin peer-to-p lend marketplac small busi employe platform origin borrow lender onlin offlin sale market channel use proprietari screen system review borrow various financi non-financi paramet provid loan offer borrow agre loan offer list marketplac lender view fund allow borrow receiv 48 month futur rental incom subsequ assign rental incom lender launch 2014 monexo oper hong kong china,Personal loans,Personal loans,61.97183098591549
350,financ financ new type internet fintech compani reli power fintech abil provid user inclus financ option samoy financi servic shenzhen samoy internet financi servic ltd. co new type internet fintech compani reli power fintech abil provid user inclus financ option samoy cut consum financ market mean first product `` sheng bei.??? sheng bei provid internet financi servic user credit card manag preferenti card-us guid lower interest rate compens balanc,Personal loans,0,61.97183098591549
221,internet lend peer peer internet lend peer peer lenden club lead peer peer lend platform india connect wealthi investor creditworthi borrow lenden club peer peer lend marketplac person loan current era mobil endeavour take tradit lend process onlin make benefici easi hassle-fre financ technolog team zeal innov blend experi resolv real world challeng face lender borrow platform lenden club ensur elimin high cost intermediari institut bring monetari benefit lender borrow earn charg transpar fee borrow and/or lender,Personal loans,Personal loans,61.97183098591549
122,consum lend financi servic fintech consum lend financi servic fintech capzest digit lend platform focus unsecur financ incom generat purpos capzest digit lend platform focus provid unsecur credit individu incom generat purpos secur partnership incom generat servic platform provid short term capit various stakehold use in-hous tech platform autom entir loan disburs collect process proprietari credit engin instant calcul individual??? credit profil take consider 1000 data point,0,Others,61.97183098591549
