,domain_name,Test_document,Expected_result,knn_model_5,knn_model_5_accuracy
259,earlysalary.com,"financi servic fintech financi servic fintech earlysalary.com new fintech start-up pune help broke earlysalari salari advanc mobil applic enabl indian user borrow money urgent cash requir get month wage aim help individu face month-end mid-month financi crisi provid small loan receiv salari user applic abl login though facebook account communic amount need loan date could settl submit basic document get money credit bank account earlysalari offer loan 1,000 inr 100,000 inr payback term rang 7 50 day",Others,Others,79.45205479452055
64,ibankers.com,bank financi servic wealth manag bank financi servic wealth manag onlin access curat invest opportun growth-stag compani i-bank direct oper onlin equiti debt fund platform www.ibankers.com allow individu investor institut access proprietari invest opportun curat select privat public emerging-growth compani,Others,Others,79.45205479452055
214,indifi.com,busi intellig fintech transact process busi intellig fintech transact process lend product integr busi cash flow transact linkag segment lend product integr busi cash flow transact linkag segment,Others,Others,79.45205479452055
181,joinmosaic.com,clean energi crowdfund financ solar clean energi crowdfund financ solar mosaic nation 's lead residenti solar lend platform enabl thousand peopl profit benefit clean energi mosaic solar financ compani provid financ residenti solar system mosaic 's vision 100 clean energi embodi desir creat share prosper clean energi help million peopl invest home futur planet,Mortgages,Mortgages,79.45205479452055
267,gopaysense.com,financi servic fintech inform technolog financi servic fintech inform technolog paysens fintech startup focus bring innov financi servic indian consum paysens fintech startup focus bring innov financi servic indian consum,Others,Others,79.45205479452055
141,licaifan.com,develop platform e-commerc financ fintech develop platform e-commerc financ fintech licaifan chines onlin financ platform licaifan chines onlin financ platform offer p2b invest loan financi servic small- medium-s enterpris launch march 2014 compani headquart beij china,Others,Others,79.45205479452055
43,sfscapital.com,financ financi servic fintech financ financi servic fintech strateg fund sourc financ futur small busi technolog insight strateg fund sourc financ futur small busi technolog insight provid financ wide rang busi includ retail restaur hotel medic profession manufactur wholesal automot dealer supplier found 2006 strateg fund sourc market leader offer financ option small midsiz busi recogn one reliabl respect name industri strateg fund sourc known flexibl tailor financ option comprehens technolog platform except custom servic headquart new york citi network affili offic sale repres compani provid capit throughout u.s. australia,Others,Others,79.45205479452055
41,lendlayer.com,big data financi servic fintech big data financi servic fintech financ futur educ financ student attend top acceler learn program,Education Loans ,Credit rating platforms,79.45205479452055
314,directlending.com.my,fintech fintech onlin person lend platform onlin person lend platform strive provid faster simpler safer borrow experi consum,Others,Others,79.45205479452055
23,instorefinance.com,financ saa softwar financ saa softwar instorefinance.com? offer softwar program allow retail store increas sale financ custom via onlin payment portal instor financ financ platform allow merchant financ custom purchas merchant use program longer lose big ticket sale custom n't money product ve care pick often happen custom n't qualifi tradit financ manag paperwork instal store cash check send month merchant work instor financ generat extra sale loyal custom sinc get tell `` re approv '',Others,Others,79.45205479452055
202,lendinghome.com,financi servic marketplac real estat financi servic marketplac real estat lendinghom offer flexibl simpl fast transpar reliabl way borrow get mortgag `` silicon valley reimagin mortgag process ground right way '' ask question late 2013 realiz mortgag broken hard believ industri massiv vital import economi could continu function virtual innov decid fix lendinghom born brought togeth best technolog oper data build next generat mortgag platform meant rethink custom acquisit user experi credit analysi algorithm underwrit oper effici loan servic capit market financi autom consum brand fundament believ technology-en marketplac bring togeth borrow investor futur mortgag combin platform world-class entrepreneuri team ve made futur realiti welcom lendinghom,Others,Mortgages,79.45205479452055
84,investnextdoor.com,crowdfund small medium busi crowdfund small medium busi mission lead communiti capit transform mission lead communiti capit transform investnextdoor creat first community-engag capit marketplac marketplac creat new sourc reason price capit small busi better return main street investor longev community-bas bank credit union focus communiti first amplifi econom effect consum invest small busi keep benefit borrow lifecycl within given communiti educ access transpar fair core valu start investnextdoor believ us borrow invest model broken ve hit reset button start fresh go back basic ve made better ve made social fun impact re brand new kind financi servic compani ve alreadi made thing better,Others,Others,79.45205479452055
67,ppdai.com,financ fintech peer peer financ fintech peer peer ppdai onlin platform peer-to-p small unsecur loan china ppdai onlin platform peer-to-p small unsecur loan china build safe high-perform honest network platform creativ technolog ideal ppdai standard person behavior debit credit bring return lender borrow ppdai found august 2007 founder well known compani,Others,Others,79.45205479452055
20,smartbizloans.com,e-commerc financi servic lend e-commerc financi servic lend smartbiz loan www.smartbizloans.com uniqu combin onlin sba loan marketplac bank enabl technolog platform smartbiz loan 1 onlin sba loan marketplac small busi loan intellig technolog platform make appli sba loan fast easi increas likelihood approv small busi match borrow sba prefer lend bank like fund particular busi 90 95 loan smartbiz refer bank partner get fund bank partner use smartbiz platform origin underwrit sba loan compliant manner also process loan 70 90 effici base financi district san francisco smartbiz loan privat held compani found 2009 team experienc financi servic entrepreneur back lead ventur capit firm includ investor growth capit venrock first round capit baselin ventur softtech vc,Others,Others,79.45205479452055
301,autofi.com,automot financi servic point sale automot financi servic point sale autofi point sale solut financ vehicl onlin autofi onlin point sale financ solut allow consum purchas financ vehicl entir onlin seamless user experi autom applic approv process,Auto Loans ,Others,79.45205479452055
233,hellofloat.com,credit financi servic machin learn credit financi servic machin learn float mobile-first credit experi offer small dollar credit line built bank altern data float mobile-first financi servic help young consum access manag proactiv build credit offer thin-fil consum instant access afford line credit direct smartphon fico requir,Others,Others,79.45205479452055
98,factortrust.com,credit financ financi servic credit financ financi servic altern credit bureau base atlanta factortrust altern credit bureau help lender manag credit lifecycl underbank consum use uniqu altern credit inform avail big three bureaus enabl offer non-prim consum credit deserv leverag company??? credit inform lender accur predict futur borrow behavior credit perform risk score grow segment factortrust??? team predict analyt specialist statistician financi industri expert deliv uniqu data valuabl insight lender throughout u.s. u.k. near ten year,Credit rating platforms,Credit rating platforms,79.45205479452055
354,swiftmoney.com,financ financ compani special gimmick hidden cost short term loan swift money?? provid quick conveni effeci short term loan ??1000 appli payday loan swift money?? today receiv instant decis averag accept rate 97.5 loan also bad credit friend carri credit check,Others,Others,79.45205479452055
355,trustio.in,financi servic financi servic trustio newdelhi-bas peer-to-p lend compani trustio person financi secur net trustio tri creat close alumni communiti member rais money alumni time need varieti reason invest money peer help well make decent return invest,Others,Others,79.45205479452055
81,circlebacklending.com,financ financi servic impact invest financ financi servic impact invest circleback lend internet-bas credit platform purchas fix incom asset back consum credit product circleback lend internet-bas consum lend platform two-part mission first aim provid prime super-prim consum unit state fast effici way borrow money attract interest rate second offer institut high-net-worth individu investor robust transpar platform invest consum loan internet alreadi becom primari place individu manag person financ circleback lend believ trend continu especi tradit bank lend institut maintain extrem tight credit polici even credit-worthi borrow also believ profession investor continu deploy capit consum credit diversifi portfolio beyond tradit stock bond,Others,Others,79.45205479452055
167,gyandhan.com,consum applic educ consum applic educ gyandhan educ loan marketplac gyandhan we???r mission ensur financi obstacl never stand way someone??? educ dream combin data scienc financi innov provid afford educ loan option indian student pursu higher studi,Education Loans ,Education Loans ,79.45205479452055
138,fenqi.im,financi servic fintech inform technolog internet mobil mobil app financi servic fintech inform technolog internet mobil mobil app omni prime fintech compani offer credit blue collar china via mobil app `` paymax '' omni prime provid micro loan servic underbank custom buy smart phone within 15 minut complex risk evalu system app ???paymax??? paymax focus china??? blue-collar servic industri worker paymax applic could purchas smart phone valu month earn octob 2014 omni prime secur us 15 million seri led sequoia capita ce yuan ventur juli 2015 omni prime secur signific seri b team member omni prime solid work experi includ sequoia capit china microsoft googl autodesk top invest institut silver valley lead chines bank founder strong academ background stanford tsinghua univers nanj univers fudan univers shanghai jiaotong univers,Others,Others,79.45205479452055
148,propellr.com,financi servic fintech real estat financi servic fintech real estat propellr provid institut famili offic individu w/direct access altern invest typic avail select propellr llc provid small institut famili offic accredit investor direct access altern invest opportun typic avail institut investor power user-friend interfac propellr curat high qualiti issuer suppli innov technolog market opportun direct investor launch 2013 todd lippiatt respect pillar new york real estat financ communiti wall street veteran propellr seek disrupt redefin antiqu construct industri grow team impass mind propellr process roll multipl innov altern asset class,Others,Others,79.45205479452055
50,monexo.co,financi servic fintech marketplac peer peer financi servic fintech marketplac peer peer monexo onlin marketplac peer-to-p lend bring togeth lender borrow creat win-win monexo oper onlin peer-to-p lend marketplac small busi employe platform origin borrow lender onlin offlin sale market channel use proprietari screen system review borrow various financi non-financi paramet provid loan offer borrow agre loan offer list marketplac lender view fund allow borrow receiv 48 month futur rental incom subsequ assign rental incom lender launch 2014 monexo oper hong kong china,Others,Others,79.45205479452055
261,ibanonline.com,e-commerc fintech share economi e-commerc fintech share economi iban crowdlend financi compani aim deliv better deal saver borrow iban first global fintech guarante fund lend us allow support social project financi secur iban verg lead huge improv global crowdlend model aim deliv better deal saver borrow care money,Mortgages,Others,79.45205479452055
40,yindou.com,financi servic impact invest financi servic impact invest yindou compani suppli chain financ invest area,Others,Others,79.45205479452055
305,bankbazaar.com,bankbazaar world 's first neutral onlin marketplac instant customis rate quot loan credit card,Others,Others,79.45205479452055
277,yinchengku.com,financi servic fintech financi servic fintech yinchengku china-bas privat held compani provid onlin b2b financi servic yinchengku china-bas privat held compani provid onlin b2b financi servic includ bill discount found 2013 company??? manag 10 year experi bill circul servic,Others,Others,79.45205479452055
129,peerform.com,"financ fintech person financ financ fintech person financ peerform peer-to-p lend platform connect lender borrow fixed-r person loan peerform peer-to-p lend platform connect peopl want borrow money investor peerform provid 3-year term person loan rang 1,000 25,000 borrow creat list fixed-r person loan fund investor chose target return build portfolio peerform offer investor new asset class diversifi optim portfolio peer-to-p lend altern bank system provid better interest rate borrow along better return investor elimin intermedi parti peerform creat solid team profession financi servic strategi consult technolog consum product",Others,Others,79.45205479452055
217,lendenclub.com,internet lend peer peer internet lend peer peer lenden club lead peer peer lend platform india connect wealthi investor creditworthi borrow lenden club peer peer lend marketplac person loan current era mobil endeavour take tradit lend process onlin make benefici easi hassle-fre financ technolog team zeal innov blend experi resolv real world challeng face lender borrow platform lenden club ensur elimin high cost intermediari institut bring monetari benefit lender borrow earn charg transpar fee borrow and/or lender,Others,Others,79.45205479452055
362,bfscapital.com,ynera financi servic financi servic compani provid busi loan financ etc,Others,Others,79.45205479452055
132,figtreefinancing.com,energi effici financi servic fintech renew energi energi effici financi servic fintech renew energi figtre ondemandpac program provid pace figtre financ provid client program facilit capit environment friend product servic san diego california-bas clean energi financ compani also offer pace financ support commerci properti owner improv properti lower util bill energi effici renew energi water conserv upgrad found 2010 mahesh shah figtre financ special smart invest energi save emiss reduct properti owner focus small commerci market struggl keep pace linear growth residenti solar,Others,Mortgages,79.45205479452055
19,pearfunds.com,crowdfund lend marketplac crowdfund lend marketplac experienc team proven platform address need crowdfund marketplac south america experienc team proven platform address need crowdfund marketplac south america megatrend opportun team bet,Others,Others,79.45205479452055
25,vittana.org,educ financ lend educ financ lend p2p educ microfin lender vittana make possibl young peopl around world get student loan direct lender like vittana envis world student anywher get student loan attend communiti colleg vocat school colleg 1 thing famili around world want one common univers desir peopl throughout world give children better chanc life make loan vittana re realli two thing yes re enabl student get degre get job immedi giant step toward better life re also someth even bigger re prove world educ matter student loan work one student one loan one job time vittana work background facilit loan make direct student also work forefront global movement bring student loan young peopl throughout world,Education Loans ,Education Loans ,79.45205479452055
173,lqdfinance.com,financ financi servic fintech risk manag financ financi servic fintech risk manag lqd busi financ chicago-bas technology-en compani provid small medium size busi structur loan lqd busi financ chicago-bas technology-en compani provid small medium size busi structur loan compani develop whole-busi financ solut singl loan product meet aspect business??? financ requir acquisit work capit purchas order refinanc solut lqd busi financ generat revenu percent clients??? loan amount evalu risk potenti loan use proprietari risk manag back softwar known lqd matrix,Others,Others,79.45205479452055
126,financebuddha.com,financ financi servic fintech financ financi servic fintech financi servic product startup,Others,Others,79.45205479452055
195,lendio.com,financ financi servic fintech lend financ financi servic fintech lend lendio platform help small busi owner find lender secur loan lendio oper onlin marketplac enabl small busi owner find lender secur loan fill applic form platform match custom suitabl loan option work network 50 lender enabl user compar choos among rang loan includ sba startup equip commerci real estat also offer loan calcul inform blog educ resourc launch march 2006 lendio base south jordan utah,Others,Others,79.45205479452055
157,flexshopper.com,e-commerc financi servic payment e-commerc financi servic payment get lowest price leas option latest comput electron applianc furnitur flexshopp provid flexibl easi way get furnitur electron applianc popular brand name good low afford week payment goal get approv leas amount need take home product want dedic provid ultim custom servic experi us smooth begin end transact us confidenti secur relax get approv spend limit go shop enjoy,Others,Others,79.45205479452055
22,insikt.com,consum financ ventur capit consum financ ventur capit insikt ventur white label loan origin invest platform enabl investor invest consum loan portfolio insikt ventur invest compani special growth capit invest compani enabl investor invest consum loan portfolio insikt ventur headquart san francisco california,White label Platform,Others,79.45205479452055
10,lendfriend.com,payment payment lendfriend offer softwar product provid support user loan??? creation propos approv repay lendfriend fintech startup focus undeserv lend market team built 3 product onlin p2p lend platform target friend famili grew 3mm+ loan multipl underwrit model util proprietari data tradit brick mortar high-interest lender identifi custom profil target larger loan lower interest rate loan repay disproport credit score onlin platform match high-risk borrow aggreg network onlin lender place loan prepaid card product 's purpos bank underbank lendfriend part ** angelpad http //angelpad.org 3** 2011,Others,Others,79.45205479452055
135,switchme.in,financi servic financi servic switchm consum servic make easi consum switch one servic anoth switchm consum servic make easi consum switch one servic anoth thus switchm make consum choic real easi switchm india 's first onlin switch servic design make select cheapest servic provid easier never make consum choic easi comparison engin technolog ground staff legwork requir switch current cutom switch electricti provid mobil network provid home loan lender servic open custom mumbai region time,Others,Others,79.45205479452055
125,cumulusfunding.com,financ financ cumulus fund provid fund help make purchas pay loan credit card bill cumulus fund invest american worker mani peopl countri need access fund mani differ reason recogn mani case tradit bank lender unwil unabl meet individuals??? need loan avail made term extrem favor bank ?? ? high inflex interest payment multipl hidden fee servic charg often requir can???t make payment bank come take person asset pledg collater,Others,Others,79.45205479452055
104,tiendapago.com,fintech fintech digit platform let small retail emerg market financ consum good enabl mobil cashless payment,Others,Others,79.45205479452055
361,wezebra.com,internet internet countri 's first internet platform build intellig rent instal kingdom zebra zebra network technolog beij co. ltd. brand countri 's first internet platform build intellig rent instal commit nation 's renter provid simpl conveni servic rent instal use advanc internet technolog matur help peopl solv current urban popul rent heavi pressur china 's leader field rent instal mobil stage promot chengdu subsidiari compani kingdom zebra depth use comput scienc field intellig algorithm person recommend model short period time user handl rent instal servic commit internet technolog modern financi servic combin provid user perfect servic core team member well-known intern oper equip provid internet compani media 8 year internet develop stage oper experi technolog,Others,Others,79.45205479452055
