,domain_name,Test_document,Expected_result,decision_model_2,decision_model_2_accuracy
334,oneparkfinancial.com,nation??? lead financi servic firm connect merchant divers experienc privat busi lender,Others,Others,68.4931506849315
201,itouzi.com,financ fintech financ fintech itouzi offer websit enabl individu busi find invest inform financi product itouzi.com ????????? p2p financ servic websit base mortgag guarante itouzi attach invest financ beij network technolog co. ltd. built elit team work financi internet industri mani year internet financi websit itouzi.com provid individu safe transpar conveni high-return invest financ project compani loan project undergon strict offlin audit,Others,Mortgages,68.4931506849315
218,ppmoney.com,develop platform financi servic wealth manag develop platform financi servic wealth manag onlin wealth manag platform guangzhou wanhui jinkong technolog co. ltd. own oper onlin peer-to-p lend platform compani found 2012 base guangzhou china,Others,Others,68.4931506849315
247,cashe.co.in,financi servic financi servic time emi payment squar month bill make major purchas desir cash fin-tech product tslc pte ltd. uniqu young profession serv smart digit world cash offer millenni quick easi person loan process transpar innov tune time cash util sophist algorithm machin learn capabl deliv amaz improv lend experi custom therebi help young profession achiev financi goal effortless app offer instant transfer fund approv applic,Others,Loan management platform,68.4931506849315
268,ezcred.in,ezcr new age technolog base consum lend platform ezcr new age technolog base consum lend platform 's look reach borrow look consum loan match lender best fit transact borrow need loan,Others,Others,68.4931506849315
10,lendfriend.com,payment payment lendfriend offer softwar product provid support user loan??? creation propos approv repay lendfriend fintech startup focus undeserv lend market team built 3 product onlin p2p lend platform target friend famili grew 3mm+ loan multipl underwrit model util proprietari data tradit brick mortar high-interest lender identifi custom profil target larger loan lower interest rate loan repay disproport credit score onlin platform match high-risk borrow aggreg network onlin lender place loan prepaid card product 's purpos bank underbank lendfriend part ** angelpad http //angelpad.org 3** 2011,Others,Micro Finance ,68.4931506849315
243,upstart.com,credit financ financi servic fintech internet lend person financ credit financ financi servic fintech internet lend person financ upstart fund platform mentor network match student backer believ potenti upstart goe beyond fico score offer person loan compani 's proprietari underwrit model identifi high-qual borrow despit limit credit employ histori use variabl includ school attend area studi academ perform work experi upstart offer 3-year 5-year fix interest loan primarili use pay credit card consolid debt elimin student debt start busi pay person develop bootcamp,Others,Micro Finance ,68.4931506849315
104,tiendapago.com,fintech fintech digit platform let small retail emerg market financ consum good enabl mobil cashless payment,Others,Others,68.4931506849315
348,smartbizloans.com,smartbiz made employe commit entrepreneur,Others,Others,68.4931506849315
359,wefinance.co,crowdfund financ financi servic crowdfund financ financi servic crowdfund loan back peopl believ wefin let borrow creat loan list describ borrow need word help market list potenti lender save includ regular peopl network pledg take minut handl transact direct addit work rememb repay borrow save money lender get good return low risk side feel great help peopl network save money,Others,Others,68.4931506849315
151,weidai.com.cn,financi servic lend payment financi servic lend payment china-bas p2p lend platform weidai earli stage person credit system base china peer-to-p lend servic use vehicl collater weidai plan expand use properti collater provid person loan well,Others,Others,68.4931506849315
136,bristleconeholdings.com,consum lend fintech inform technolog consum lend fintech inform technolog bristlecon hold engin next generat financi technolog bristlecon develop technolog help busi evalu consum creditworthi autom approv algorithm look hundr differ custom data point leverag power machin learn issu immedi credit decis result truli person credit profil power tool help merchant grow busi,Credit rating platforms,White label Platform,68.4931506849315
126,financebuddha.com,financ financi servic fintech financ financi servic fintech financi servic product startup,Others,Others,68.4931506849315
190,geostellar.com,analyt big data biofuel clean energi geospati locat base servic solar analyt big data biofuel clean energi geospati locat base servic solar geostellar solar energi marketplac patent platform instant interact tailor equip financ instal geostellar appli big-data geomat comput precis renew resourc potenti infrastructur capac econom polici impact clean tech project subscript servic platform solar wind biofuel energi produc identifi optim site project market properti owner arrang financ coordin deploy support complex queri across everi rooftop field lot unit state,Mortgages,Mortgages,68.4931506849315
326,loancircle.in,financi servic lend financi servic lend loancircl provid peopl quick access loan best possibl rate suit person loancircl aspir disrupt redefin way lend done india onlin platform empow peopl want better speedier altern exist financ channel far underserv channel go beyond convent credit score consid person 's educ work experi expect career growth 1000 data point evalu loan applic data driven underwrit model let us identifi high qualiti borrow help lender platform make good return invest,Others,Education Loans ,68.4931506849315
22,insikt.com,consum financ ventur capit consum financ ventur capit insikt ventur white label loan origin invest platform enabl investor invest consum loan portfolio insikt ventur invest compani special growth capit invest compani enabl investor invest consum loan portfolio insikt ventur headquart san francisco california,White label Platform,Others,68.4931506849315
76,loanbase.com,bitcoin consum lend financi servic fintech bitcoin consum lend financi servic fintech leverag blockchain technolog order provid small busi loan emerg market loanbas biggest global lend marketplac use blockchain technolog platform provid small busi emerg market access capit afford rate lender across globe small busi disproportion limit access capit yet re fundament driver economi loanbas leverag blockchain technolog order bring financi innov small busi emerg market,Others,Others,68.4931506849315
254,icekredit.com,big data fintech machin learn big data fintech machin learn innov appli machin learn algorithm big data make all-round credit evalu individu smes icekredit inc. fintech compani regist shanghai free trade zone headquart locat lujiazui financi district branch nanj beij guangzhou changzhou chengdu los angel u.s.a. dedic innov appli machin learn algorithm big data relat technolog make all-round credit evalu individu smes icekredit found begin 2015 upon incept compani fund ten million yuan led intern renown ventur capit free capit yunqi partner wei lie capit decemb 2015 icekredit reciev angel fund octob 2016 icekredit obtain round fund present icekredit obtain total invest 160 million yuan product includ smes credit evalu system individu credit assess system consist anti-fraud engin person credit portrait miss custom contact inform restor compani establish busi relationship hundr domest oversea fin-tech tradit financi compani includ unionpay shenma financ neteas small loan taizhou bank fullerton credit subsidiari singapore-bas temasek hold icekredit??? founder- dr.gu lingyun expert appli big data technolog credit evalu individu smes founder head zestfin model team icekredit??? core member high competit background graduat univers chicago purdu univers georgia institut technolog georg washington univers new york univers carnegi mellon univers steven institut technolog etc return china held key posit benchmark fintech tradit financi compani kabbag zestfin lend club capit one discov ge capit barclay icekredit establish busi relationship hundr famous domest oversea fintech tradit financi compani cooper unionpay jieyu unit shenma financ taizhou bank neteas small loan fullerton credit wecash mani compani icekredit becom lead compani appli big data technolog individu sme credit evalu,Credit rating platforms,Mortgages,68.4931506849315
322,instakash.in,financi servic lend financi servic lend instakash 's aim empow small busi let grow use new method lend instakash aim empow small busi let grow use new method lend want transform experi borrow make simpler effici current offer loan line credit small busi applic process complet minut strive make applic process approv hassl free possibl,Others,Others,68.4931506849315
81,circlebacklending.com,financ financi servic impact invest financ financi servic impact invest circleback lend internet-bas credit platform purchas fix incom asset back consum credit product circleback lend internet-bas consum lend platform two-part mission first aim provid prime super-prim consum unit state fast effici way borrow money attract interest rate second offer institut high-net-worth individu investor robust transpar platform invest consum loan internet alreadi becom primari place individu manag person financ circleback lend believ trend continu especi tradit bank lend institut maintain extrem tight credit polici even credit-worthi borrow also believ profession investor continu deploy capit consum credit diversifi portfolio beyond tradit stock bond,Others,Others,68.4931506849315
99,loanbaba.com,"financi servic fintech financi servic fintech loanbaba.com oper consum lend marketplac base mumbai india loanbaba.com oper consum lend marketplac home person car busi loan user find compar packag rate partner bank select one also get applic process faster ad salari slip incom tax return sheet found 2014 loanbaba.com rais 320,000 angel round fund use technolog enhanc market",Others,Others,68.4931506849315
61,gradschoolloans.com,"educ financ financi servic educ financ financi servic platform refin medic school student loan help borrow reduc burden student loan debt fintech marketplac lender provid platform refin medic school student loan help borrow reduc burden student loan debt simpli put acquir lead convert loan sell loan investor communiti bank struggl generat organ loan volum partner lead student loan origin servic compani provid back-end platform support also contract feder chart bank act lender record allow us lend 50 state product save borrow averag 22,000 allow defer loan payment train program also simplifi live consolid mani loan one new loan",Education Loans ,Education Loans ,68.4931506849315
42,pierup.com,app big data mobil app big data mobil pier instant painless consum financ checkout us chines consum pier financi technolog compani focus develop technolog solut enabl custom transact mobil phone offer servic unit state china pier offer applic enabl custom access servic pier headquart san francisco offic shanghai china found richard jia juli 2014,Others,Auto Loans ,68.4931506849315
106,nationalfunding.com,"financ financi servic fintech financ financi servic fintech nation fund financi technolog solut busi nationwid provid capit financ merchant servic found 1999 nation fund one countri 's lead financi technolog compani small medium-s busi provid work capit loan equip financ merchant cash advanc credit card process nation fund provid 1 billion capit 20,000 busi nationwid compani believ american small busi owner strive provid fast turnaround flexibl solut great servic custom client divers rang industri includ automot construct excav manufactur retail packag print restaur telecommun truck wast manag among other compani recogn inc. 500 5000 list past three year well one san diego busi journal??? fastest grow compani past three year",Others,Others,68.4931506849315
69,patchofland.com,crowdfund financ fintech internet lend real estat crowdfund financ fintech internet lend real estat pofland crowdfund solut real estat financ bring togeth borrow lender simpl onlin interfac patch land real estat marketplac lender use proprietari technolog data provid transpar scalabl effici lend solut patch land offer borrow access reliabl capit residenti commerci real estat project provid investor easi diversif real estat low minimum best-in-class secur loan structur,Others,Others,68.4931506849315
332,mortgagebot.com,consum point sale softwar consum point sale softwar mortgagebot h provid financi institut softwar facilit mortgag applic process mortgagebot llc industry-lead inc. 500 compani provid uniqu award-win mortgagebot powersite?? regist famili integr point-of-sal ipo solut take mortgag applic everi mortgag channel consumer-direct via internet branch call center profession loan offic mortgagebot blend extens mortgag experi leading-edg ?????? ? software-as-a-service??????? saa technolog creat scaleabl afford web site 900 mortgag lender nationwid,Loan management platform,Others,68.4931506849315
167,gyandhan.com,consum applic educ consum applic educ gyandhan educ loan marketplac gyandhan we???r mission ensur financi obstacl never stand way someone??? educ dream combin data scienc financi innov provid afford educ loan option indian student pursu higher studi,Education Loans ,Education Loans ,68.4931506849315
280,pearlcapital.com,financ financi servic fintech financ financi servic fintech pearl capit provid innov altern financi solut underbank unbank busi sector one fastest grow provid altern small busi financ america 2015 acquir capit z partner lead specialti financ privat equiti group invest 3 billion dollar last 25 year vision provid best financ underbank provid iso origin channel best servic effici support integr,Others,Others,68.4931506849315
15,l2c.com,analyt predict analyt servic industri analyt predict analyt servic industri l2c nation 's lead provid advanc consum score analyt solut l2c nation 's lead provid advanc consum score analyt solut l2c leverag altern payment asset data creat new predict credit collect market score 260 million american l2c????????s client includ lead institut financi servic retail healthcar automot telecommun media entertain industri,Credit rating platforms,Credit rating platforms,68.4931506849315
340,principiscapital.com,financ financ principi capit provid work capit small busi need help grant base credit score principi capit provid merchant cash advanc deal single-employe servic provid small medium-s busi base new york serv wide rang industri throughout entir unit state canada,Others,Credit rating platforms,68.4931506849315
323,ioufinancial.com,iou financi focus provid small busi invest loan advisori servic fund 200 million small busi loan iou financi experi help busi get need offic world knowledg flexibl get busi capit need seiz growth opportun help realiz potenti,Others,Others,68.4931506849315
153,creditvidya.com,credit financi servic machin learn person financ risk manag credit financi servic machin learn person financ risk manag creditvidya startup analyz data get credit score creditvidya believ power altern data technolog help lender make accur credit decis mission simpl enabl access fair transpar credit 800 million un-scor indian bunch engin sole mission enabl access fair transpar credit 800 million+ un-scor indian tradit method credit asses fail miser india outdat method look repay histori individu give credit score creditvidya har power big data advanc machin learn techniqu re-imagin re-build credit score,Credit rating platforms,Credit rating platforms,68.4931506849315
318,fundingwizards.com,financ financi servic lend financ financi servic lend fund wizard marketplac connect busi owner vast network local nation lender investor,Others,Others,68.4931506849315
92,gkkxd.com,consum lend financi servic fintech payment consum lend financi servic fintech payment kaixindai p2p lend platform kaixindai peer-to-p lend platform provid network invest financ servic client found 2012 compani base nanj jiangsu,Others,Others,68.4931506849315
144,sunfunder.com,crowdfund energi financ solar crowdfund energi financ solar sunfund crowdfund platform connect investor high-impact solar project off-grid communiti around world sunfund new crowdfund platform anyon invest high-impact solar project unlock access clean afford energi around world sunfund solv biggest problem face solar busi work deploy afford solar technolog off-grid market access financ sunfund unlock big new sourc capit solar individu investor abl profit invest high qualiti vet project facilit low-cost financ solar busi fund project,Others,Mortgages,68.4931506849315
222,activehours.com,financi servic fintech mobil payment financi servic fintech mobil payment activehour develop smartphone-bas applic enabl hour worker get paid earli need activehour develop smartphone-bas applic enabl hour worker get paid earli need work android io smartphon recommend hour employe electron timecard system work direct deposit found ram palaniappan 2012 activehour help user avoid overdraft fee high-interest payday loan company??? financi backer includ ribbit capit felici ventur,Others,Others,68.4931506849315
122,figloans.com,credit financ financi servic credit financ financi servic fig help financi emerg build credit toward better futur fig partner famili houston offer loan 80 cheaper design get debt fig help financi emerg build credit toward better futur,Others,Others,68.4931506849315
329,microenergycredits.com,financi servic micro lend financi servic micro lend microenergi credit social enterpris provid consum develop countri clean energi product microenergi credit social enterpris provid consum develop countri clean energi product help microfin institut start clean energi lend program strengthen cloud-bas technolog last-mil servic scale carbon financ company??? product includ heat cook stove solar led light product solar home system water purif system clean household packag includ solar light effici stove water filter exact product specif packag vari local depend market research custom feedback given locat packag design local afford enough consum pay back microloan within 8 month microenergi credit co-found jame dailey https //www.crunchbase.com/person/james-dailey-2 april allderdic https //www.crunchbase.com/person/april-allderdic 2007 base seattl washington,Mortgages,Mortgages,68.4931506849315
258,i-lend.in,lend marketplac peer peer lend marketplac peer peer i-lend india 's first social lend initi bring togeth borrow lender facilit financi transact onlin marketplac bring togeth creditworthi borrow individu lender person loan transact without intervent tradit financi institut like bank borrow appli small loan rs.25k rs.1l 6 month 12 month period interest rate vari 18 24 much lower financi institut lender higher return compar save account fds,Others,Others,68.4931506849315
303,acecashexpress.com,ace cash express provid payday loan prepaid debit card cash kind payrol check,Others,Others,68.4931506849315
236,sofi.com,educ financ financi servic fintech person financ wealth manag educ financ financi servic fintech person financ wealth manag sofi modern financ compani take unpreced approach lend wealth manag social financ sofi financ compani offer rang lend wealth manag servic compani primarili cater early-stag profession offer variabl fix rate parent person mba loan mortgag refinanc base san francisco california compani found april 2011,Education Loans ,Micro Finance ,68.4931506849315
26,wbl.com,financ financi servic small medium busi financ financi servic small medium busi world busi lender provid capit small busi credit card check cash payment world busi lender llc provid capit small busi compani offer loan product busi accept limit form payment well loan design busi accept credit card check cash payment client includ retail busi regular deposit cash revenu busi oper two year franchise coffe shop dri cleaner doctor dentist world busi lender llc incorpor 2011 base new york new york,Others,Others,68.4931506849315
173,lqdfinance.com,financ financi servic fintech risk manag financ financi servic fintech risk manag lqd busi financ chicago-bas technology-en compani provid small medium size busi structur loan lqd busi financ chicago-bas technology-en compani provid small medium size busi structur loan compani develop whole-busi financ solut singl loan product meet aspect business??? financ requir acquisit work capit purchas order refinanc solut lqd busi financ generat revenu percent clients??? loan amount evalu risk potenti loan use proprietari risk manag back softwar known lqd matrix,Others,Others,68.4931506849315
330,micrograam.com,financ financi servic micro lend social entrepreneurship financ financi servic micro lend social entrepreneurship build model relat small sum money enabl thousand peopl move away econom enabl rural individu obtain small loan educ farm busi urban profession certain type busi entrepreneur obtain fund form profit-shar invest rather loan,Micro Finance ,Micro Finance ,68.4931506849315
300,capitalfloat.com,financi servic fintech small medium busi financi servic fintech small medium busi capit float onlin platform provid work capit financ smes india capit float onlin platform provid work capit financ smes india offer flexibl short-term loan use purchas inventori servic new order optim cash cycl borrow appli onlin minut select desir repay term receiv fund bank account 7 day minim hassl,Others,Others,68.4931506849315
295,populous.co,financi servic lend financi servic lend popul invoic trade financ platform built use latest blockchain technolog popul invoic trade financ platform built use latest blockchain technolog popul use xbrl z score formula smart contract stabl token creat uniqu trade environ investor invoic seller around world read popul believ creat next generat fnancial marketplac,Others,Credit rating platforms,68.4931506849315
109,weijinsuo.com,"consum lend fintech lend peer peer consum lend fintech lend peer peer weijinsuo peer-to-p lend platform current help shape chines altern financ space base beij china weijinsuo peer-to-p lend platform cover area credit collect assess manag company??? senior manag staff 10 year experi bank manag risk manag industri shape chines altern financ space provid investor averag annual yield around 11.7 36 month lock-up period company??? seri invest round led hna capit group establish 2010 weijinsuo compris 700,000 regist user complet aggreg transact valu 616 million u.s. dollar",Working Capital ,Others,68.4931506849315
165,creditkey.com,e-commerc financi servic payment e-commerc financi servic payment credit key patent pay-over-tim financ solut e-commerc merchant credit key patent pay-over-tim financ solut e-commerc merchant,Others,Others,68.4931506849315
121,studentloangenius.com,fintech person financ fintech person financ offer student loan employ benefit student loan genius help compani reach next level recruit retent student loan genius work improv financi outlook employe student loan empow compani help employe reduc student loan debt company??? fix pay match approach simplifi complex problem associ student loan debt reconnect employ employe help busi grow employe retent recruit offer person advic help employe design custom plan meet goal handl payment payrol implement strategi pay loan provid match contribut toward employees??? student loan student loan genius establish 2013,Education Loans ,Others,68.4931506849315
32,covefinancial.com,financ financi servic home renov financ financi servic home renov cove financi group offer mortgag altern program would-b home buyer qualifi mortag cove financi group inc. creat mortgag altern program would-b home buyer payment qualifi today mortgag,Mortgages,Mortgages,68.4931506849315
232,better.com,"financ financi servic lend financ financi servic lend re make mortgag fast simpl total better better re make get mortgag fast simpl total better offic nyc re revolution 13 trillion industri american pay hous almost els combin ?? ? 33 person consumpt expenditur yet somehow mortgag process still take near 50 day cost 5,000 administr fee requir 225 page paper endless phone call commiss loan broker think insan ?? ? we???r fix team combin lead technologist compani like spotifi googl mortgag bank three generat experi togeth we???r use data scienc machin learn ux design make mortgag experi ?? ? enjoy excit part biggest transact americans??? live",Mortgages,Mortgages,68.4931506849315
123,loanzen.in,financi servic financi servic loanzen help small busi get unsecur work capit loan pend invoic loanzen help small busi get unsecur work capit loan pend invoic,Others,Others,68.4931506849315
155,ascendloan.com,consum research credit financi servic consum research credit financi servic proprietari process call adapt risk price ascend empow consum prove real-tim creditworthi proprietari process call adapt risk price ascend empow consum prove real-tim creditworthi,Others,Others,68.4931506849315
172,wishfin.com,wishfin enabl wish invest credit smart financi manag,Others,Working Capital ,68.4931506849315
77,puddle.com,advertis e-commerc social media manag advertis e-commerc social media manag puddl social peer-to-p lend marketplac puddl let anyon creat line credit on-the-fli friend puddl first tool credit us anyon use ?? ? base credit score base peopl trust,Others,Credit rating platforms,68.4931506849315
138,fenqi.im,financi servic fintech inform technolog internet mobil mobil app financi servic fintech inform technolog internet mobil mobil app omni prime fintech compani offer credit blue collar china via mobil app `` paymax '' omni prime provid micro loan servic underbank custom buy smart phone within 15 minut complex risk evalu system app ???paymax??? paymax focus china??? blue-collar servic industri worker paymax applic could purchas smart phone valu month earn octob 2014 omni prime secur us 15 million seri led sequoia capita ce yuan ventur juli 2015 omni prime secur signific seri b team member omni prime solid work experi includ sequoia capit china microsoft googl autodesk top invest institut silver valley lead chines bank founder strong academ background stanford tsinghua univers nanj univers fudan univers shanghai jiaotong univers,Others,Others,68.4931506849315
276,lendingkart.com,financi servic internet ventur capit financi servic internet ventur capit lendingkart onlin financ compani lendingkart onlin financ compani dedic help entrepreneur small busi work capit loan use analyt big data score evalu customer??? busi small motiv team banker data scientist techi tri make differ world small busi financ,Others,Micro Finance ,68.4931506849315
5,rategenius.com,financ onlin portal servic industri financ onlin portal servic industri rategenius multi-st web-bas auto loan refin brokerag compani base austin texa rategenius multi-st web-bas auto loan refinance/brokerag compani host virtual marketplac rategenius bring togeth qualifi borrow competit lender creat best possibl financ opportun custom,Auto Loans ,Mortgages,68.4931506849315
36,earlyshares.com,crowdfund financ fintech crowdfund financ fintech earlyshar real estat crowdfund platform connect return-driven commerci real estat invest earlyshar crowdfund platform connect individu investor curat select vet return-driven real estat invest offer compliant platform investor gain direct access opportun growth compani real estat project invest fund investor either invest passiv owner equiti opportun brought forward sponsor loan origin institut lender earlyshar launch 2011 base miami florida,Others,Others,68.4931506849315
304,ascentiumcapital.com,financi servic financi servic ascentium capit independ equip financ compani ascentium capit llc special provid broad rang financ leas work capit loan compani 's offer benefit equip manufactur distributor well direct busi nationwid,Others,Others,68.4931506849315
