,Test_document,Expected_result,knn_model_4,knn_model_4_accuracy
273,credit card financi servic mobil credit card financi servic mobil blispay financi technolog compani pioneer next generat point-of-sal financ blispay creat cost-effect streamlin in-stor financ experi market blispay visa card mobil centric credit card industri allow merchant size provid financ without technic integr financi oblig custom get enjoy instant issuanc 6 month special financ 2 cash back first product everyday credit financ solut custom deserv merchant need found team consist experienc industri veteran compani includ bill later paypal bank america mbna microsoft zynga we???r proud first product excit bring innov transpar fair bank product market futur appli today www.blispay.com join team email job blispay.com follow us twitter facebook stay date latest news,Purchase Financing ,Others,55.223880597014926
24,consum financ saa consum financ saa lendpro cloud-bas saa platform enabl consum to? appli retail financ program lendpro llc leverag founder 's year experi big-ticket retail consum financ offer excit new program big-ticket merchant lender consum open-to-buy consum financ applic process cloud-bas software-as-a-servic saa platform enabl consum appli retail financ program offer one lendpro 's mani lender partner anywher use one lendpro 's big-ticket merchant partner,Purchase Financing ,Purchase Financing ,55.223880597014926
74,credit financ financi servic credit financ financi servic splitit credit-bas payment system enabl merchant offer interest free month instal payment custom splitit??? patent technolog revolution retail world enabl seamless instal payment busi size type solut promot growth ecommerc well in-stor retail includ e-wallet capabl,Purchase Financing ,Purchase Financing ,55.223880597014926
346,"lend softwar lend softwar quiklo micro-lend platform student enabl electron purchas emi quiklo build proprietari next generat credit risk engin use 1,000+ data point includ deriv data build robust underwrit manag strategi data point deriv multipl non-tradit altern data sourc cater segment credit histori cibil score believ segment equal aspir credit worthi one cibil score core technolog determin credit worthi borrow among young milleni",Purchase Financing ,Others,55.223880597014926
182,financi servic fintech travel financi servic fintech travel payment plan flight departur airford payment plan airlin ticket airford allow user secur ticket deposit upfront pay remain balanc bi-week recur payment departur date,Purchase Financing ,Purchase Financing ,55.223880597014926
96,financ fintech financ fintech fora financi provid financi servic busi includ merchant fund small busi loan fora financi provid flexibl work capit solut small busi need financ sustain grow enterpris mean marketplac forum latin fora aim foster communiti act extens clients??? partners??? busi provid financi solut industri insight ensur growth success found 2008 built upon trust transpar compani support small busi communiti histor underserv lender fora financi sinc grown competit financ leader offer one extens offer servic industri manag partner mani employe come small busi background fuel passion spur short- long-term growth segment possess in-depth knowledg mani vertic industri food beverag healthcar technolog retail fora financi pride abil support small busi owner relat financi partner goal make financ process transpar effici fora financi util time-proven tool solut provid custom industri partner innov fund solut compani oper consult approach listen customers??? need provid custom solut best meet need ever-chang financi market,Working Capital ,Working Capital ,55.223880597014926
305,financi servic fintech small medium busi financi servic fintech small medium busi capit float onlin platform provid work capit financ smes india capit float onlin platform provid work capit financ smes india offer flexibl short-term loan use purchas inventori servic new order optim cash cycl borrow appli onlin minut select desir repay term receiv fund bank account 7 day minim hassl,Working Capital ,Working Capital ,55.223880597014926
198,fintech internet marketplac peer peer fintech internet marketplac peer peer kredx india 's first onlin invoic discount platform kredx indian invoic discount platform provid short-term invest opportun small- medium-s enterpris india onlin platform develop proprietari credit risk assess model borrow technolog platform financi provid complet trade servic sourc curat invoic conduct due dilig use proprietari credit underwrit algorithm launch manish kumar anurag jain puneet agarw 2015 kredx partner bank account firm law firm ensur aspect servic compliant regul ensur consum protect time,Working Capital ,Personal loans,55.223880597014926
322,expans capit group valu partner expans capit solut,Working Capital ,Working Capital ,55.223880597014926
341,artifici intellig credit lend artifici intellig credit lend optacredit artifici intelligence-pow data-driven onlin lender optacredit artifici intellig power data-driven onlin lender employe work organis partner us driven abil use data underwrit provid short term unsecur loan employe everi elig applic right get access time credit belief base truli understand applic assimil data various sourc ?? ? public privat rather profil within meaningless categori believ applic ratio number uniqu credit servic platform allow firm two prong advantag one provid firm partner us abil unleash true potenti make optimum use work capit two employe welfar scheme avail firm zero cost,Working Capital ,Personal loans,55.223880597014926
106,fintech fintech digit platform let small retail emerg market financ consum good enabl mobil cashless payment,Working Capital ,Purchase Financing ,55.223880597014926
298,credit financ fintech lend credit financ fintech lend kabbag financi technolog compani fulli autom technolog data platform power lend direct partner kabbag inc. financi technolog data compani pioneer new autom way lend money small busi consum compani simplifi manual applic process one 100 onlin autom busi consum use data submit applic onlin receiv immedi decis access fund spot kabbag leverag data generat revenu account data busi transact ship data social media sourc understand business??? overal health calcul credit line throughout custom lifecycl compani began make first loan onlin merchant 2011 extend lend small busi ?? ? onlin brick-and-mortar ?? ? februari 2014 novemb 2013 kabbag expand busi mobil io android app enabl user appli access fund smartphon kabbag 's first expans technolog data platform launch karrot person loan 2014 karrot fulli autom person loan product verifi 100 person??? incom karrot also provid immedi answer access fund soon next day kabbag expand applic platform march 2015 licens data technolog platform power lend organ compani name one forb magazine??? promis compani list second year row kabbag extend lend reach may 2015 announc new kabbag card give busi abil pay item point sale purchas card tie kabbag account kabbag also collabor mastercard may 2015 make kabbage??? data technolog platform avail mastercard??? network acquir august 2015 kabbag name 36th fastest-grow privat compani america inc. 500 list octob 2015 kabbag complet seri e fund round 135 million led rever capit partner holland???s? ing spain???s? santander? via innoventur santand 's ventur capit arm canada???s? scotiabank? also particip round kabbag also announc strateg partnership ing? deliv instant capit small busi throughout spain june 2016 kabbag name cnbc 's annual disruptor 50 list forward-think ambiti compani revolution industri market worldwid two month later kabbag name inc. 500 list countri 's fastest-grow privat compani second year row august 2016 kroll bond rate agenc kbra upgrad affirm rate class a2-2 certif issu kabbag fund 2014-1 resecur trust certif upgrad bbb+ sf a- sf base structur improv transaction??? concentr requir exist histor data relat kabbage??? collater kbra also affirm rate class b2a certif bb- sf class b2b certif bb- sf class b2c certif b+ sf initi rate novemb 2015,Working Capital ,Others,55.223880597014926
294,asset manag financi servic lend asset manag financi servic lend iqianbang help make money onlin invest financi platform invest financi user loan user iqianbang help make money onlin invest financi platform invest financi user loan user end provid fair transpar safe effici network loan manag servic,Working Capital ,Personal loans,55.223880597014926
352,enterpris softwar enterpris softwar skipton busi financ provid financi solut uk busi skipton busi financ provid financi solut uk busi core financi product invoic factor invoic discount,Working Capital ,Working Capital ,55.223880597014926
253,big data financi servic fintech big data financi servic fintech wecash china-bas big data credit assess platform provid solut technolog compani wecash china-bas big data credit assess platform provid solut technolog compani use machine-learn algorithm provid credit assess less 15 minut mine public mobil data rough 600 million mobil internet user wecash abl quick provid extens credit assess build predict model customers??? credit risk,Others,Others,55.223880597014926
324,financ financi servic person financ financ financi servic person financ guarante rate provid mortgag lend servic home loan home mortgag refinanc servic,Others,Others,55.223880597014926
142,big data edtech fintech impact invest big data edtech fintech impact invest educ financ marketplac platform high-achiev low-incom student underbank underfund sixup onlin student financ support platform invest high-achiev low-incom student pursuit higher educ career invest student suit wrap-around fund servic design upgrad student school better outcom support graduat job creation compani partner charter school colleg success organ identifi recommend high-potenti student expand option help student upgrad colleg outcom graduat rate social capit job placement also offer annual fund option loan grant student throughout colleg lifecycl reevalu student year base perform compani work close wide rang organ trio upward bound kipp cristo rey genesi work investor compani rethinkeduc acceler ventur wti learncapit sixup u.s.-bas compani found 2015 sunwoo hwang,Others,Others,55.223880597014926
89,financ financ rateg onlin mortgag marketplac borrow bank set rate will pay home loan rateg lead mortgag marketplac mobil web user easili connect reput lender meet need negoti lowest possibl interest rate rateg bid platform,Others,Others,55.223880597014926
76,"crowdfund educ enterpris softwar financ crowdfund educ enterpris softwar financ india 's largest crowdfund platform milaap india 's lead crowdfund platform person social caus rais money person caus emerg love one neighbourhood project social caus 12 million rais 50,000+ project across india",Others,Personal loans,55.223880597014926
116,bank consum lend credit financi servic fintech bank consum lend credit financi servic fintech re build modern bank next generat base san francisco earnest technology-en lend compani use data scienc design softwar autom rebuild financi servic solut enabl custom renegoti loan repay amount interest rate exist loan compani evalu financially-respons people??? full educ employ financi profil base credit score reward better rate person loan student loan refinanc addit offer onlin dashboard give client tool need easili control custom loan payment compani establish 2013,Others,Others,55.223880597014926
351,financi servic inform technolog lend financi servic inform technolog lend shubhloan help financi servic provid access serv new underserv market segment datasign disrupt technolog compani forg idea use tradit non-tradit data comput peopl 's credit score aim democrat credit million borrow part formal credit system help financi servic provid access serv new underserv market segment deliv risk- as- -servic raa mobil platform shubh loan,Others,Others,55.223880597014926
256,credit financ financi servic fintech credit financ financi servic fintech colleg ave student loan product made firstrust bank member fdic colleg ave student loan offer privat student loan undergradu student graduat student parent student enter colleg special student loan abl provid custom attent deserv deliv loan person individu compani also facilit competit rate repay option customer-friend experi applic repay colleg ave student loan also offer borrow choic defer interest flat payment full princip interest payment,Others,Others,55.223880597014926
290,automot financ mobil automot financ mobil autogravity??? uniqu mobil platform deliv auto financ palm hand autograv fintech pioneer mission transform process financ car uniqu digit experi autograv partner world??? lead bank give consum direct control financ car smartphon offer simpl mobil platform autograv empow custom multipl loan offer network trust car dealerships.? headquart irvin ca autograv found team digit nativ industri veterans.? learn visit www.autogravity.com follow autogravityhq twitter,Others,Others,55.223880597014926
295,fintech micro lend person financ fintech micro lend person financ juvo establish financi ident billion peopl worldwid creditworthi yet financi exclud juvo found overarch vision establish financi ident billion peopl worldwid creditworthi yet financi exclud partnership mobil network oper juvo??? proprietari ident score technolog use data scienc machin learn game mechan creat identity-bas relationship anonym prepaid user open access otherwis unattain mobil financi servic juvo privat held compani back global busi leader luminari world tech mobil financ execut team compris accomplish industri leader across data scienc consum internet financi servic mobil telecom field specialti fintech mobil telecom consum internet data scienc,Others,Others,55.223880597014926
27,financ financi servic fintech micro lend non profit social entrepreneurship financ financi servic fintech micro lend non profit social entrepreneurship kiva zip communiti provid access 0 interest loan communiti passion help entrepreneur unit state base san francisco kiva intern non-profit organ enabl famili make small loan entrepreneur develop countri crowdfund 705 million u.s. dollar microloan one million entrepreneur 86 countri found 2005 kiva cover cost primarili option donat well support grant sponsor,Others,Others,55.223880597014926
45,financ publish ventur capit financ publish ventur capit open book ben altern tradit busi credit bureau open book ben altern tradit busi credit bureau build on-lin communiti small medium-s busi `` '' smbs '' '' collabor share creditworthi busi intellig system beta sever financi institut compani use feedback ben democrat access creditworthi type import busi data smbs struggl near everi aspect busi credit exist credit bureaus often fail score smbs accur small firm even show databas sinc afford solut busi credit data smbs suffer huge write off 64 billion last year ben solut problem discuss platform attract altern credit bureaus ben also offer power market lead gen tool also offer greatly-need smb suppli chain tool `` '' vendor worth '' '' score help smbs assess qualiti b2b vendor,Others,Working Capital ,55.223880597014926
207,analyt big data credit analyt big data credit ximu credit util big data understand consum credit worthi ximu credit util big data understand consum credit worthi help make loan decis base risk analysi price model,Others,Others,55.223880597014926
223,clean energi energi energi effici clean energi energi energi effici provid turnkey properti assess clean energi pace program citi counti commerci ygrene energi fund nation??? lead multi-st provid residenti commerci properti assess clean energi financ award-win privat fund ygrenework program provid immedi access financ upfront cost energi effici renew water conserv certain area hurrican protect electr vehicl charg station seismic upgrad ygrene commit make easi famili invest futur healthier environ next five year ygrenework project creat ten thousand local job invest hundr million local economi,Others,Others,55.223880597014926
357,sofi pmv,Others,Others,55.223880597014926
334,financi servic micro lend financi servic micro lend microenergi credit social enterpris provid consum develop countri clean energi product microenergi credit social enterpris provid consum develop countri clean energi product help microfin institut start clean energi lend program strengthen cloud-bas technolog last-mil servic scale carbon financ company??? product includ heat cook stove solar led light product solar home system water purif system clean household packag includ solar light effici stove water filter exact product specif packag vari local depend market research custom feedback given locat packag design local afford enough consum pay back microloan within 8 month microenergi credit co-found jame dailey https //www.crunchbase.com/person/james-dailey-2 april allderdic https //www.crunchbase.com/person/april-allderdic 2007 base seattl washington,Others,Others,55.223880597014926
363,chariti chariti graduat generat beyond poverti graduat generat beyond poverti,Others,Others,55.223880597014926
212,bank financi servic lend bank financi servic lend faircent.com websit borrow lender connect direct faircent help elimin high margin intermediari like bank financi institut make transact bank massiv overhead thousand employe pay hundr branch maintain bank must take larg margin money pass wherea faircent.com peopl spare money lend direct peopl want borrow bank middl huge overhead,Personal loans,Term loans,55.223880597014926
155,financi servic lend payment financi servic lend payment china-bas p2p lend platform weidai earli stage person credit system base china peer-to-p lend servic use vehicl collater weidai plan expand use properti collater provid person loan well,Personal loans,0,55.223880597014926
254,"credit financi servic lend onlin portal credit financi servic lend onlin portal upgrad lend compani offer credit monitor platform free upgrad onlin lend platform combin person loan free credit monitor help secur afford credit long run learn http //upgrade.com/ upgrad offer loan 50,000 low fix rate afford month payment prepay fee one-pag onlin applic quick easi you???ll get decis second negat impact credit score repay plan either 36 60 month get choos loan fit budget timelin approv loan fund next day use fund pay credit card major purchas home improv we???r help build financi futur set success choos custom due date sign automat payment circl date calendar debt free come month we???ll also launch new tool help better manag monitor credit score two member found team renaud laplanch soul htite co-found lend club pioneer marketplac lend facilit 24 billion loan made credit afford near 2 million american famili last decad soul also found dianrong one largest marketplac lend platform china founder design new credit platform attempt creat even valu custom help peopl",Personal loans,Others,55.223880597014926
153,credit card financi servic fintech mobil app credit card financi servic fintech mobil app talli solv problem custom manag multipl credit card talli found 2015 team credit expert engin design believ better credit card experi consum talli first app unbundl credit card put power back hand consum talli consum use credit card without unfair apr cost fee hassl manag multipl card inform visit meettally.com,Personal loans,Others,55.223880597014926
365,crowdfund financ financi servic crowdfund financ financi servic crowdfund loan back peopl believ wefin let borrow creat loan list describ borrow need word help market list potenti lender save includ regular peopl network pledg take minut handl transact direct addit work rememb repay borrow save money lender get good return low risk side feel great help peopl network save money,Personal loans,Personal loans,55.223880597014926
97,consum lend financi servic home improv lend person financ consum lend financi servic home improv lend person financ lendingpoint lead onlin direct loan provid lendingpoint lead onlin direct loan provid commit redefin abl access money fair rate empow consum build financi momentum lendingpoint??? award-win leadership team hold intellectu patent uniqu model data credit score commit customer-cent excel compani better busi bureau accredit compani,Personal loans,Personal loans,55.223880597014926
149,automot financ peer peer automot financ peer peer ssinoconnect peer-to-p car financ platform connect potenti car buyer indonesia retail investor ssinoconnect oper peer-to-p car financ platform offer potenti car buyer smaller payment lower financ rate compani analyz credit risk recoveri provid credit model collater track fraud manag servic offer high recoveri invest potenti retail investor low payment custom look buy car ssinoconnect found darrel lee han yue lai heng koh henri lim ajinkya sadavart 2016 compani base singapor,Personal loans,Term loans,55.223880597014926
105,bank financi servic bank financi servic kountmoney websit user appli loan varieti reason kountmoney onlin platform connect creditworthi borrow across india institut lender borrow salari employe look unsecur loan lower interest rate quick disburs,Personal loans,Personal loans,55.223880597014926
186,analyt big data credit credit card financ internet machin learn analyt big data credit credit card financ internet machin learn selfscor analytics-bas lend compani provid access financi product deserv underserv popul selfscor develop strong market nich around provid access financi product credit card student loan etc deserv underserv popul intern student 1m+ strong grow 31 billion untap annual spend intern student routin grant access us educ system advantag offer howev clear path exist gain access credit market current credit polici handicap leav unabl get credit card student loan car leas without pay exorbit costs/fe want provid financi on-ramp put path toward financi success america given lack credit histori credit score ???thin file file??? evalu student use altern data scienc machin learn method selfscor measur creditworthi use proprietari data scienc framework/algorithm determin students??? abil repay use predict attribut education/major cost educ sourc initi fund futur employ object measur e.g place time graph use framework also determin propens stay/leav countri use attribut complianc framework take consider various feder regulatori constraint concern kyc/cip fair lend cdr ecoa fcra seiz 1m intern student market set foundat futur product market expans thin file popul,Personal loans,Others,55.223880597014926
209,financi servic fintech financi servic fintech indialend digit lend borrow marketplac indialend digit lend borrow marketplac connect consum small busi look low rate loan institut lender look good return avail web mobil compani also provid value-add servic big-data analyt credit risk assess verif autom work-flow loan origin manag lender borrow appli unsecur person loan onlin get access credit report free manag daili spend via indialend mobil app launch 2015 compani base new delhi india,Personal loans,Others,55.223880597014926
133,crowdfund financ fintech lend person financ crowdfund financ fintech lend person financ first marketplac lender u. prosper marketplac help peopl get top financ prosper??? mission advanc financi well-b company??? onlin lend platform connect peopl want borrow money individu institut want invest consum credit borrow get access afford fixed-r fixed-term person loan investor opportun earn solid return via data-driven underwrit model date 10 billion person loan origin prosper platform debt consolid larg purchas home improv project medic expens special occas prosper marketplac inc. found 2005 headquart san francisco lend platform own prosper fund llc subsidiari prosper marketplac inc. loan origin prosper marketplac made webbank member fdic visit www.prosper.com follow prosperloan learn prosper note offer prospectus,Personal loans,Personal loans,55.223880597014926
132,"financ fintech person financ financ fintech person financ peerform peer-to-p lend platform connect lender borrow fixed-r person loan peerform peer-to-p lend platform connect peopl want borrow money investor peerform provid 3-year term person loan rang 1,000 25,000 borrow creat list fixed-r person loan fund investor chose target return build portfolio peerform offer investor new asset class diversifi optim portfolio peer-to-p lend altern bank system provid better interest rate borrow along better return investor elimin intermedi parti peerform creat solid team profession financi servic strategi consult technolog consum product",Personal loans,Personal loans,55.223880597014926
237,credit financi servic machin learn credit financi servic machin learn float mobile-first credit experi offer small dollar credit line built bank altern data float mobile-first financi servic help young consum access manag proactiv build credit offer thin-fil consum instant access afford line credit direct smartphon fico requir,Personal loans,Others,55.223880597014926
271,financi servic fintech inform technolog financi servic fintech inform technolog paysens fintech startup focus bring innov financi servic indian consum paysens fintech startup focus bring innov financi servic indian consum,Personal loans,Term loans,55.223880597014926
312,instant approv onlin payday loan servic canada canada-payday-loan fastest grow onlin payday loan firm canada.w complet understand financi need determin serv best.canada-payday-loan offer hassl free onlin payday loan servic charg fees.your loan approv responsibility.open 24 hour,Personal loans,Personal loans,55.223880597014926
367,internet internet countri 's first internet platform build intellig rent instal kingdom zebra zebra network technolog beij co. ltd. brand countri 's first internet platform build intellig rent instal commit nation 's renter provid simpl conveni servic rent instal use advanc internet technolog matur help peopl solv current urban popul rent heavi pressur china 's leader field rent instal mobil stage promot chengdu subsidiari compani kingdom zebra depth use comput scienc field intellig algorithm person recommend model short period time user handl rent instal servic commit internet technolog modern financi servic combin provid user perfect servic core team member well-known intern oper equip provid internet compani media 8 year internet develop stage oper experi technolog,Personal loans,Personal loans,55.223880597014926
184,financi servic financi servic mumbai-bas non-bank financi compani incr credit incred india use technolog data-sci make lend quick simpl hassle-fre incr offer broad portfolio product cut across afford home loan person loan educ loan sme busi loan incr found bhupind singh former head invest bank asia-pacif deutsch bank inform pleas visit www.incred.com,0,0,55.223880597014926
