,domain_name,Test_document,Expected_result,knn_model_0,knn_model_0_accuracy
104,tiendapago.com,fintech fintech digit platform let small retail emerg market financ consum good enabl mobil cashless payment,Working Capital ,Personal loans,50.68493150684932
37,privlo.com,bank financ financi servic bank financ financi servic privlo onlin lender well-qualifi borrow fallen crack inher tradit agenc privlo onlin lender well-qualifi borrow fallen crack inher tradit agenc qualifi mortgag qm process heart commonsens approach proprietari decision-mak process valu individu 's uniqu financi pictur privlo offer incred custom experi speed certainti close,Others,Others,50.68493150684932
301,autofi.com,automot financi servic point sale automot financi servic point sale autofi point sale solut financ vehicl onlin autofi onlin point sale financ solut allow consum purchas financ vehicl entir onlin seamless user experi autom applic approv process,Others,Lead generation platform,50.68493150684932
295,populous.co,financi servic lend financi servic lend popul invoic trade financ platform built use latest blockchain technolog popul invoic trade financ platform built use latest blockchain technolog popul use xbrl z score formula smart contract stabl token creat uniqu trade environ investor invoic seller around world read popul believ creat next generat fnancial marketplac,Working Capital ,Working Capital ,50.68493150684932
131,creditseva.com,analyt bank fintech softwar analyt bank fintech softwar consum credit analyt manag tool onlin creditseva.com onlin consum credit analyt manag tool help individu build healthi credit profil enabl user track report error instant communic bank credit bureaus get custom option build credit score also allow user settl old account rectifi error protect ident fraud set remind various financi transact creditseva.com launch 2011 base hyderabad india,Others,Others,50.68493150684932
262,fundingwonder.com,auction financi servic franchis small medium busi auction financi servic franchis small medium busi fund wonder busi loan exchang bring togeth investor franchis seek loan sec regist portal fund wonder busi loan exchang offer opportun invest loan franchis busi franchis industri grow faster economi whole collect account 890 billion econom output fund wonder empow investor busi achiev financi goal bring togeth trust sec regist portal interact transact accredit non-accredit investor invest debt secur busi proven franchis model certifi fund wonder return princip interest month payment franchis busi owner turn gain access vital altern sourc capit,Term loans,Term loans,50.68493150684932
306,boefly.com,"consum lend fintech lend marketplac consum lend fintech lend marketplac connect busi borrow lender base new york unit state boefli onlin marketplac leverag proprietari technolog transform way commerci transact conduct act onlin exchang connect parti involv transact therebi simplifi loan origin secondari market loan sale borrow build complet decision-readi loan request onlin use ???smartform??? technolog complet provid inform 3,600 lender nationwid match technolog identifi compat lender borrow complet control lender instant access loan request compani found 2008",Term loans,Others,50.68493150684932
279,westcreekfin.com,financ financi servic fintech financ financi servic fintech west creek financi found help consum obtain financ purchas good west creek financi found help consum obtain financ purchas good servic want time help merchant servic supplier increas sale provid financ today??? tough econom time mani credit-worthi consum find increas hard get approv financ tradit bank financ compani tighten credit requir west creek??? founder deep lend expertis previous made signific credit risk improv largest us financi institut passion ensur custom store enabl get merchandis want,Purchase Financing ,Lead generation platform,50.68493150684932
329,microenergycredits.com,financi servic micro lend financi servic micro lend microenergi credit social enterpris provid consum develop countri clean energi product microenergi credit social enterpris provid consum develop countri clean energi product help microfin institut start clean energi lend program strengthen cloud-bas technolog last-mil servic scale carbon financ company??? product includ heat cook stove solar led light product solar home system water purif system clean household packag includ solar light effici stove water filter exact product specif packag vari local depend market research custom feedback given locat packag design local afford enough consum pay back microloan within 8 month microenergi credit co-found jame dailey https //www.crunchbase.com/person/james-dailey-2 april allderdic https //www.crunchbase.com/person/april-allderdic 2007 base seattl washington,Others,Others,50.68493150684932
361,wezebra.com,internet internet countri 's first internet platform build intellig rent instal kingdom zebra zebra network technolog beij co. ltd. brand countri 's first internet platform build intellig rent instal commit nation 's renter provid simpl conveni servic rent instal use advanc internet technolog matur help peopl solv current urban popul rent heavi pressur china 's leader field rent instal mobil stage promot chengdu subsidiari compani kingdom zebra depth use comput scienc field intellig algorithm person recommend model short period time user handl rent instal servic commit internet technolog modern financi servic combin provid user perfect servic core team member well-known intern oper equip provid internet compani media 8 year internet develop stage oper experi technolog,Personal loans,Personal loans,50.68493150684932
358,wanglibao.com,financi servic fintech risk manag financi servic fintech risk manag wanglibao focus accumul industri data enterpris inform wanglibao chines peer-to-p lend platform sell person financi product wealth manag product trust product mutual fund research develop team wanglibao 's financi product cover 20 citi across countri focus accumul industri data enterpris inform found 2014 compani receiv fund shenzhen-list hong opto-electron idg capit partner,Working Capital ,Others,50.68493150684932
332,mortgagebot.com,consum point sale softwar consum point sale softwar mortgagebot h provid financi institut softwar facilit mortgag applic process mortgagebot llc industry-lead inc. 500 compani provid uniqu award-win mortgagebot powersite?? regist famili integr point-of-sal ipo solut take mortgag applic everi mortgag channel consumer-direct via internet branch call center profession loan offic mortgagebot blend extens mortgag experi leading-edg ?????? ? software-as-a-service??????? saa technolog creat scaleabl afford web site 900 mortgag lender nationwid,Others,Others,50.68493150684932
250,upgrade.com,"credit financi servic lend onlin portal credit financi servic lend onlin portal upgrad lend compani offer credit monitor platform free upgrad onlin lend platform combin person loan free credit monitor help secur afford credit long run learn http //upgrade.com/ upgrad offer loan 50,000 low fix rate afford month payment prepay fee one-pag onlin applic quick easi you???ll get decis second negat impact credit score repay plan either 36 60 month get choos loan fit budget timelin approv loan fund next day use fund pay credit card major purchas home improv we???r help build financi futur set success choos custom due date sign automat payment circl date calendar debt free come month we???ll also launch new tool help better manag monitor credit score two member found team renaud laplanch soul htite co-found lend club pioneer marketplac lend facilit 24 billion loan made credit afford near 2 million american famili last decad soul also found dianrong one largest marketplac lend platform china founder design new credit platform attempt creat even valu custom help peopl",Personal loans,Others,50.68493150684932
74,milaap.org,"crowdfund educ enterpris softwar financ crowdfund educ enterpris softwar financ india 's largest crowdfund platform milaap india 's lead crowdfund platform person social caus rais money person caus emerg love one neighbourhood project social caus 12 million rais 50,000+ project across india",Others,Term loans,50.68493150684932
287,selflender.com,fintech internet person financ fintech internet person financ self lender help peopl build credit simpl save plan self lender help thousand peopl begin financi journey credit builder account understand build financi foundat daunt task peopl re dedic build product help custom move two step right direct,Personal loans,Personal loans,50.68493150684932
180,incred.com,financi servic financi servic mumbai-bas non-bank financi compani incr credit incred india use technolog data-sci make lend quick simpl hassle-fre incr offer broad portfolio product cut across afford home loan person loan educ loan sme busi loan incr found bhupind singh former head invest bank asia-pacif deutsch bank inform pleas visit www.incred.com,Others,Personal loans,50.68493150684932
212,zebit.com,e-commerc internet payment e-commerc internet payment zebit grant no-cost credit hardwork american without interest fee credit check zebit grant no-cost credit hardwork american without interest fee credit check due cash constraint lack credit access consum typic turn high-cost off-lin financ method payday loan rent-to-own in-stor financ payment total 3 time purchas valu zebit??? payment platform first grant real-tim no-cost credit-check 0 apr financ shop million product pay time combin consum incom data sophist risk analyt allow member shop million name brand product close marketplac zebit provid benefit internet commerc product select lower price mobile-shop conveni disrupt 25 billion high-cost off-lin instal financ industri,Personal loans,Personal loans,50.68493150684932
76,loanbase.com,bitcoin consum lend financi servic fintech bitcoin consum lend financi servic fintech leverag blockchain technolog order provid small busi loan emerg market loanbas biggest global lend marketplac use blockchain technolog platform provid small busi emerg market access capit afford rate lender across globe small busi disproportion limit access capit yet re fundament driver economi loanbas leverag blockchain technolog order bring financi innov small busi emerg market,Term loans,Working Capital ,50.68493150684932
236,sofi.com,educ financ financi servic fintech person financ wealth manag educ financ financi servic fintech person financ wealth manag sofi modern financ compani take unpreced approach lend wealth manag social financ sofi financ compani offer rang lend wealth manag servic compani primarili cater early-stag profession offer variabl fix rate parent person mba loan mortgag refinanc base san francisco california compani found april 2011,Others,Others,50.68493150684932
81,circlebacklending.com,financ financi servic impact invest financ financi servic impact invest circleback lend internet-bas credit platform purchas fix incom asset back consum credit product circleback lend internet-bas consum lend platform two-part mission first aim provid prime super-prim consum unit state fast effici way borrow money attract interest rate second offer institut high-net-worth individu investor robust transpar platform invest consum loan internet alreadi becom primari place individu manag person financ circleback lend believ trend continu especi tradit bank lend institut maintain extrem tight credit polici even credit-worthi borrow also believ profession investor continu deploy capit consum credit diversifi portfolio beyond tradit stock bond,Personal loans,Others,50.68493150684932
172,wishfin.com,wishfin enabl wish invest credit smart financi manag,Lead generation platform,Others,50.68493150684932
308,carecap.com,financi servic inform technolog payment financi servic inform technolog payment carecap cloud-bas payment manag system enabl busi provid custom easi custom autom payment plan grow number consum lack abil pay in-ful need good servic point purchas carecap cloud-bas payment manag system enabl busi provid custom easi custom autom way pay time -- e-invo -- subscript -- payment plan,Others,Purchase Financing ,50.68493150684932
147,fundthatflip.com,crowdfund fintech real estat real estat invest residenti crowdfund fintech real estat real estat invest residenti access real estat invest fund flip u.s.-bas technolog platform facilit financ residenti redevelop project provid basic screen due dilig redevelop project made avail platform accredit investor fund flip??? invest product borrow depend note allow platform pool investors??? capit togeth keep transact straightforward redevelop investor found 2014 fund flip use invest develop technolog expand platform help real estat develop provid new hous modern distress home,Term loans,Term loans,50.68493150684932
11,daric.com,analyt analyt daric peer-to-p lend platform provid person small busi loan daric peer peer lend platform extend person small busi loan competit rate use big data,Others,Personal loans,50.68493150684932
182,selfscore.com,analyt big data credit credit card financ internet machin learn analyt big data credit credit card financ internet machin learn selfscor analytics-bas lend compani provid access financi product deserv underserv popul selfscor develop strong market nich around provid access financi product credit card student loan etc deserv underserv popul intern student 1m+ strong grow 31 billion untap annual spend intern student routin grant access us educ system advantag offer howev clear path exist gain access credit market current credit polici handicap leav unabl get credit card student loan car leas without pay exorbit costs/fe want provid financi on-ramp put path toward financi success america given lack credit histori credit score ???thin file file??? evalu student use altern data scienc machin learn method selfscor measur creditworthi use proprietari data scienc framework/algorithm determin students??? abil repay use predict attribut education/major cost educ sourc initi fund futur employ object measur e.g place time graph use framework also determin propens stay/leav countri use attribut complianc framework take consider various feder regulatori constraint concern kyc/cip fair lend cdr ecoa fcra seiz 1m intern student market set foundat futur product market expans thin file popul,Personal loans,Others,50.68493150684932
299,getsimpl.com,fintech payment fintech payment simpl 's mission make money simpl peopl live well amaz thing simpl??? mission make money simpl peopl live well amaz thing simpl??? first product payment option let skip pay repeat instead pay later multipl order one go multipl verif payment failur fumbl chang order arriv,Purchase Financing ,Purchase Financing ,50.68493150684932
158,fenqile.com,e-commerc servic industri shop e-commerc servic industri shop fenqil web-bas onlin shop mall offer wide rang product fenqil web-bas onlin shop mall offer wide rang product mobil phone person comput camera beauti product base shenzhen guangdong china,Purchase Financing ,Purchase Financing ,50.68493150684932
70,rongzi.com,financ financi servic small medium busi financ financi servic small medium busi rongzi enabl offlin financi institut provid loan found 2010 shanghai-headquart rongzi enabl offlin financi institut provid loan small medium-s enterpris,Term loans,Working Capital ,50.68493150684932
73,acquirerealestate.com,commerci real estat crowdfund real estat commerci real estat crowdfund real estat acquir real estat crowdfund platform accredit investor pre-fund co-invest sole institutional-qu deal acquir real estat lead real estat crowdfund platform one platform pre-fund deal acquir focus cash-flow institutional-qu real estat deal co-invest everi properti right alongsid member learn www.acquirerealestate.com,Term loans,Term loans,50.68493150684932
111,qredits.nl,credit financ financi servic credit financ financi servic qredit abl provid small loan dutch sme compani qredit helpt startend en bestaand ondernem bij het succesvol door starten van hun bedrijf dit doen door het aanbieden van ondernemerstool persoonlijk coach ??n het verstrekken van bedrijfskredieten tot ???250.000 on doel om dromen van ondernem mogelijk te maken vertrouwend op de kracht van het ondernemerschap de kracht van een go ide daarbij kijken wij liever naar de toekomst dan naar het verleden,Lead generation platform,Others,50.68493150684932
321,incred.com,incr,Others,Others,50.68493150684932
204,quantgroup.cn,big data databas financi servic big data databas financi servic quantgroup financi big data compani,Others,Others,50.68493150684932
356,trustleaf.com,financ financi servic person financ financ financi servic person financ trustleaf onlin platform enabl early-stag entrepreneur crowdfund ventur friend famili trustleaf onlin platform enabl early-stag entrepreneur crowdfund ventur friend famili small busi owner leverag social capit rais capit lender also get legal protect loan famili member??? word trustleaf offer featur auto-gener custom promissori note onlin signatur email remind updat repay quick loan builder trustleaf launch august 2013 anson liang daniel lieser base sunnyval california usa,Term loans,Others,50.68493150684932
318,fundingwizards.com,financ financi servic lend financ financi servic lend fund wizard marketplac connect busi owner vast network local nation lender investor,Term loans,Term loans,50.68493150684932
244,caminofinancial.com,commerci lend credit financi servic small medium busi commerci lend credit financi servic small medium busi camino financi community-bas lender latino-own busi unmet credit demand 6.8 billion u.s. camino financi community-bas lender latino-own busi unmet credit demand 6.8 billion u. compani built loan product educ experi help busi improv financi perform graduat lower interest rate longer term loan,Lead generation platform,Term loans,50.68493150684932
95,lendingpoint.com,consum lend financi servic home improv lend person financ consum lend financi servic home improv lend person financ lendingpoint lead onlin direct loan provid lendingpoint lead onlin direct loan provid commit redefin abl access money fair rate empow consum build financi momentum lendingpoint??? award-win leadership team hold intellectu patent uniqu model data credit score commit customer-cent excel compani better busi bureau accredit compani,Personal loans,Personal loans,50.68493150684932
326,loancircle.in,financi servic lend financi servic lend loancircl provid peopl quick access loan best possibl rate suit person loancircl aspir disrupt redefin way lend done india onlin platform empow peopl want better speedier altern exist financ channel far underserv channel go beyond convent credit score consid person 's educ work experi expect career growth 1000 data point evalu loan applic data driven underwrit model let us identifi high qualiti borrow help lender platform make good return invest,Personal loans,Personal loans,50.68493150684932
181,joinmosaic.com,clean energi crowdfund financ solar clean energi crowdfund financ solar mosaic nation 's lead residenti solar lend platform enabl thousand peopl profit benefit clean energi mosaic solar financ compani provid financ residenti solar system mosaic 's vision 100 clean energi embodi desir creat share prosper clean energi help million peopl invest home futur planet,Others,Others,50.68493150684932
196,chinarapidfinance.com,"artifici intellig big data fintech internet marketplac predict analyt artifici intellig big data fintech internet marketplac predict analyt china rapid financ china??? largest onlin consum lend marketplac serv onlin user china??? emerg middl class china rapid financ china??? largest onlin consum lend marketplac serv onlin user china??? emerg middl class compani provid consum credit access world??? largest untap market expect grow rmb 5.4 trillion us 870 billion 2020 technolog enabl social inclus financ creditworthi individu serv potenti 500 million consum econom activ never access bank credit china rapid financ recogn technolog innov transform china??? consum credit landscap introduct advanc omni-channel borrow acquisit system proprietari big data analyt technolog platform featur end-to-end autom credit decis system proven track record credit risk manag transpar cultur focus innov 5,000 employe 80 data verif center across china china rapid financ found 2001 mr. zane wang phd one china??? lead expert consum credit market innov lend marketplac technolog prior found china rapid financ dr. wang receiv phd statist univers illinoi chicago start career unit state serv head analyt sear credit ?? ? world??? largest retail credit card portfolio subsequ acquir citibank upon return china dr. wang advis people??? bank china creation china??? nation credit bureau first function credit bureau shanghai launch china rapid financ dr. wang also council committe member china associ microfin marketplac lend industri secretari shanghai financi inform profession committe branch shanghai govern trade associ china rapid financ 's home page www.chinarapidfinance.com",Personal loans,Others,50.68493150684932
86,dripcapital.com,financi servic fintech financi servic fintech drip capit offer uniqu trade financ product target toward smes develop market drip capit offer uniqu trade financ product target toward smes develop market comprehens autom risk assess model allow rapid grow smes quick easi access financ focus technolog drip aim elimin hassl paperwork bureaucraci creat seamless borrow experi client drip consist team high qualifi financi consult engin analyst wharton stanford iit year experi standard charter black rock yahoo back lead silicon valley investor combin startx alway eager connect sharp mind grow quest becom futur global trade financ,Working Capital ,Others,50.68493150684932
191,affirm.com,consum lend financi servic fintech payment consum lend financi servic fintech payment affirm financi technolog servic compani offer instal loan consum point sale base san francisco california affirm financi servic compani offer instal loan consum point sale aim improv bank industri account access consum found 2012 affirm let shopper pay purchas across multipl month transpar fairly-pr fee built everi payment increas convers basket size e-tail less cost credit card,Purchase Financing ,Purchase Financing ,50.68493150684932
300,capitalfloat.com,financi servic fintech small medium busi financi servic fintech small medium busi capit float onlin platform provid work capit financ smes india capit float onlin platform provid work capit financ smes india offer flexibl short-term loan use purchas inventori servic new order optim cash cycl borrow appli onlin minut select desir repay term receiv fund bank account 7 day minim hassl,Working Capital ,Working Capital ,50.68493150684932
5,rategenius.com,financ onlin portal servic industri financ onlin portal servic industri rategenius multi-st web-bas auto loan refin brokerag compani base austin texa rategenius multi-st web-bas auto loan refinance/brokerag compani host virtual marketplac rategenius bring togeth qualifi borrow competit lender creat best possibl financ opportun custom,Others,Others,50.68493150684932
19,pearfunds.com,crowdfund lend marketplac crowdfund lend marketplac experienc team proven platform address need crowdfund marketplac south america experienc team proven platform address need crowdfund marketplac south america megatrend opportun team bet,Personal loans,Term loans,50.68493150684932
362,bfscapital.com,ynera financi servic financi servic compani provid busi loan financ etc,Working Capital ,Lead generation platform,50.68493150684932
175,finovafinancial.com,"financi servic financi servic fast afford onlin loan base equiti car finova financi social respons lender provid fast afford loan base equiti car 70 million financi underserv american spend 138 billion fee interest annual finova??? car equiti line credit c-loc cost 70 less current nation averag provid instant access capit 12-month pathway back financi health onlin mobil anywher 24/7 finova client benefit abil complet loan process onlin instant approv decis day cash fund finova client portal provid person access financi dashboard allow real time manag financi health payment made conveni comput mobil devic 32,000 us retail locat success payment histori provid declin rate opportun establish build credit along access addit fund demand finova provid immedi solut clients??? credit need abil monitor progress real time coupl finova??? ongo financi educ provid pathway improv econom health finova c-loc first mani digit financi servic product launch address unfulfil need financi underserv american finova busi relationship transact client tell us finova first posit relationship financi servic provid passion drive us forward",Personal loans,Personal loans,50.68493150684932
315,enova.com,financ financi servic financ financi servic enova provid reliabl real-tim financi option peopl face immedi cash demand enova provid reliabl real-tim financi option everyday hardwork peopl face immedi cash demand global financi resourc under-serv consum oper portfolio busi offer varieti onlin credit product servic one million custom unit state unit kingdom australia canada,Personal loans,Personal loans,50.68493150684932
4,affordit.com,e-commerc onlin portal shop e-commerc onlin portal shop affordit.com site enabl custom purchas product week payment basi affordit site allow custom purchas product financ week payment custom purchas product sing debit credit card account payment deduct consecut week payment also deduct,Purchase Financing ,Purchase Financing ,50.68493150684932
304,ascentiumcapital.com,financi servic financi servic ascentium capit independ equip financ compani ascentium capit llc special provid broad rang financ leas work capit loan compani 's offer benefit equip manufactur distributor well direct busi nationwid,Term loans,Working Capital ,50.68493150684932
14,enduranceln.com,"crowdfund financ fintech crowdfund financ fintech endur lend network web-bas lender small medium busi unit state endur lend network web-bas lender focus small medium busi unit state provid loan 25,000 500,000 high-qual entrepreneur look expans capit equip purchas general need",Term loans,Working Capital ,50.68493150684932
214,indifi.com,busi intellig fintech transact process busi intellig fintech transact process lend product integr busi cash flow transact linkag segment lend product integr busi cash flow transact linkag segment,Working Capital ,Term loans,50.68493150684932
44,openbookben.com,financ publish ventur capit financ publish ventur capit open book ben altern tradit busi credit bureau open book ben altern tradit busi credit bureau build on-lin communiti small medium-s busi `` '' smbs '' '' collabor share creditworthi busi intellig system beta sever financi institut compani use feedback ben democrat access creditworthi type import busi data smbs struggl near everi aspect busi credit exist credit bureaus often fail score smbs accur small firm even show databas sinc afford solut busi credit data smbs suffer huge write off 64 billion last year ben solut problem discuss platform attract altern credit bureaus ben also offer power market lead gen tool also offer greatly-need smb suppli chain tool `` '' vendor worth '' '' score help smbs assess qualiti b2b vendor,Others,Working Capital ,50.68493150684932
177,loandepot.com,"financ financi servic real estat financ financi servic real estat loandepot independ retail mortgag lender provid residenti loan resid u.s. loandepot third largest privat independ retail mortgag lender u.s. provid residenti loan loandepot??? current busi channel includ direct lend affin branch retail servic innov onlin consum direct lend platform oper loandepot brand compani also leader distribut branch purchas platform imortgag brand loandepot current 2,200 employe 700 licens loan offic serv 50 state licens 50 state loandepot approv seller/servic fanni mae freddi mac ginni mae servic major loan origin product lineup includ fha harp va jumbo loan compani open door busi 2010 follow u.s. financi meltdown found principl fair ethic lend customer-centr strategi deliv great servic competit rate loandepot??? ceo chairman industri veteran anthoni hsieh innov mortgag lend industri loandepot leadership team compris season execut help lead largest success mortgag compani financi institut u.",Others,Others,50.68493150684932
192,finrise.com,financi servic health care servic industri financi servic health care servic industri finris provid financ option treatment servic cover insur direct doctor 's offic finris mission increas access qualiti healthcar suit transpar financi product start patient dental vision audiolog veterinari servic patient deserv better we???r commit put patient empower custom servic forefront healthcar lend everi day patient receiv instant transpar term loan right doctor 's offic onto phone expand reach finris look beyond simpl fico score creat 30 year ago era smartphon internet access finris empow doctor treat without limit afford combin care coverag chang we???r build solut doctor prefer patient,Personal loans,Personal loans,50.68493150684932
118,credibly.com,financ financi servic fintech lend financ financi servic fintech lend credibl emerg fintech platform credibl former known retailcapit credibl emerg fintech platform leverag data scienc technolog manic focus custom experi creat uniqu lend capit platform order serv small medium busi trust commit partner,Term loans,Others,50.68493150684932
267,gopaysense.com,financi servic fintech inform technolog financi servic fintech inform technolog paysens fintech startup focus bring innov financi servic indian consum paysens fintech startup focus bring innov financi servic indian consum,Personal loans,Term loans,50.68493150684932
303,acecashexpress.com,ace cash express provid payday loan prepaid debit card cash kind payrol check,Personal loans,Personal loans,50.68493150684932
322,instakash.in,financi servic lend financi servic lend instakash 's aim empow small busi let grow use new method lend instakash aim empow small busi let grow use new method lend want transform experi borrow make simpler effici current offer loan line credit small busi applic process complet minut strive make applic process approv hassl free possibl,Term loans,Lead generation platform,50.68493150684932
334,oneparkfinancial.com,nation??? lead financi servic firm connect merchant divers experienc privat busi lender,Term loans,Term loans,50.68493150684932
201,itouzi.com,financ fintech financ fintech itouzi offer websit enabl individu busi find invest inform financi product itouzi.com ????????? p2p financ servic websit base mortgag guarante itouzi attach invest financ beij network technolog co. ltd. built elit team work financi internet industri mani year internet financi websit itouzi.com provid individu safe transpar conveni high-return invest financ project compani loan project undergon strict offlin audit,Working Capital ,Others,50.68493150684932
354,swiftmoney.com,financ financ compani special gimmick hidden cost short term loan swift money?? provid quick conveni effeci short term loan ??1000 appli payday loan swift money?? today receiv instant decis averag accept rate 97.5 loan also bad credit friend carri credit check,Personal loans,Term loans,50.68493150684932
280,pearlcapital.com,financ financi servic fintech financ financi servic fintech pearl capit provid innov altern financi solut underbank unbank busi sector one fastest grow provid altern small busi financ america 2015 acquir capit z partner lead specialti financ privat equiti group invest 3 billion dollar last 25 year vision provid best financ underbank provid iso origin channel best servic effici support integr,Lead generation platform,Working Capital ,50.68493150684932
135,switchme.in,financi servic financi servic switchm consum servic make easi consum switch one servic anoth switchm consum servic make easi consum switch one servic anoth thus switchm make consum choic real easi switchm india 's first onlin switch servic design make select cheapest servic provid easier never make consum choic easi comparison engin technolog ground staff legwork requir switch current cutom switch electricti provid mobil network provid home loan lender servic open custom mumbai region time,Lead generation platform,Purchase Financing ,50.68493150684932
