,domain_name,Test_document,Expected_result,decision_model_6,decision_model_6_accuracy
14,enduranceln.com,"crowdfund financ fintech crowdfund financ fintech endur lend network web-bas lender small medium busi unit state endur lend network web-bas lender focus small medium busi unit state provid loan 25,000 500,000 high-qual entrepreneur look expans capit equip purchas general need",Term loans,Term loans,34.24657534246575
338,paydayone.com,consult financ person financ consult financ person financ payday one provid instal loan credit servic internet payday one lead provid payday loan internet sinc 2002 compani found one goal ???????? consumer-friend lender industri custom mean guarante price fast conveni loan process friend custom servic payday one subsidiari thinkcash inc. offic delawar nevada texa learn thinkcash visit corpor web site www.thinkcashfinancial.com,Personal loans,Others,34.24657534246575
290,juvo.com,fintech micro lend person financ fintech micro lend person financ juvo establish financi ident billion peopl worldwid creditworthi yet financi exclud juvo found overarch vision establish financi ident billion peopl worldwid creditworthi yet financi exclud partnership mobil network oper juvo??? proprietari ident score technolog use data scienc machin learn game mechan creat identity-bas relationship anonym prepaid user open access otherwis unattain mobil financi servic juvo privat held compani back global busi leader luminari world tech mobil financ execut team compris accomplish industri leader across data scienc consum internet financi servic mobil telecom field specialti fintech mobil telecom consum internet data scienc,Others,Working Capital ,34.24657534246575
270,zibby.com,"big data e-commerc financ big data e-commerc financ zibbi cognic compani nonprim payment option onlin shopper zibbi help retail captur price sensit custom zibbi consum leas platform onlin brick mortar omnichannel retail custom appli 30 second in-stor via zibbi button retailer??? websit approv 300 3,500 zibbi increas retail sale provid fast easi leas payment option nonprim consum seek acquir furnitur applianc electron consum durabl zibbi found cornel univers base new york citi",Purchase Financing ,Purchase Financing ,34.24657534246575
43,sfscapital.com,financ financi servic fintech financ financi servic fintech strateg fund sourc financ futur small busi technolog insight strateg fund sourc financ futur small busi technolog insight provid financ wide rang busi includ retail restaur hotel medic profession manufactur wholesal automot dealer supplier found 2006 strateg fund sourc market leader offer financ option small midsiz busi recogn one reliabl respect name industri strateg fund sourc known flexibl tailor financ option comprehens technolog platform except custom servic headquart new york citi network affili offic sale repres compani provid capit throughout u.s. australia,Term loans,Term loans,34.24657534246575
132,figtreefinancing.com,energi effici financi servic fintech renew energi energi effici financi servic fintech renew energi figtre ondemandpac program provid pace figtre financ provid client program facilit capit environment friend product servic san diego california-bas clean energi financ compani also offer pace financ support commerci properti owner improv properti lower util bill energi effici renew energi water conserv upgrad found 2010 mahesh shah figtre financ special smart invest energi save emiss reduct properti owner focus small commerci market struggl keep pace linear growth residenti solar,Purchase Financing ,Others,34.24657534246575
73,acquirerealestate.com,commerci real estat crowdfund real estat commerci real estat crowdfund real estat acquir real estat crowdfund platform accredit investor pre-fund co-invest sole institutional-qu deal acquir real estat lead real estat crowdfund platform one platform pre-fund deal acquir focus cash-flow institutional-qu real estat deal co-invest everi properti right alongsid member learn www.acquirerealestate.com,Term loans,Others,34.24657534246575
65,trustingsocial.com,analyt big data ident manag social media analyt big data ident manag social media trust social build next generat credit score base social data make lend faster cheaper friendlier trust social provid consum credit score base social web mobil data solut enabl lender emerg market lend billion ???financi invisible??? consum cover credit bureaus test proven accur faster cheaper exist solut,Others,Others,34.24657534246575
49,kickpay.com,internet softwar internet softwar data driven inventori financ hardwar compani kickpay transform hardwar compani financ inventori leverag client 's data kickpay enabl access financ previous unavail allow grow faster,Working Capital ,Others,34.24657534246575
319,guaranteedrate.com,financ financi servic person financ financ financi servic person financ guarante rate provid mortgag lend servic home loan home mortgag refinanc servic,Others,Lead generation platform,34.24657534246575
241,renovateamerica.com,energi effici financi servic fintech water energi effici financi servic fintech water renov america lead way make home communiti energi water effici renov america provid financ solut home communiti area energi water unit state aim lead way make home communiti energi water effici compani offer hero program financ solut made possibl properti assess clean energi legisl partner citi counti implement low-risk scalabl program deliv multipl benefit includ energi save lower util bill reduc emiss new job local econom stimulus in-hous develop team creat custom tool support user product properti owner contractor municip leader,Others,Others,34.24657534246575
37,privlo.com,bank financ financi servic bank financ financi servic privlo onlin lender well-qualifi borrow fallen crack inher tradit agenc privlo onlin lender well-qualifi borrow fallen crack inher tradit agenc qualifi mortgag qm process heart commonsens approach proprietari decision-mak process valu individu 's uniqu financi pictur privlo offer incred custom experi speed certainti close,Others,Term loans,34.24657534246575
352,sofi.com,sofi pmv,Others,Others,34.24657534246575
