,domain_name,Test_document,Expected_result,multinomial_model_7,multinomial_model_7_accuracy
102,lenda.com,financ real estat financ real estat lenda onlin platform enabl individu refin home loan onlin lenda former gorefi onlin platform enabl individu refin home loan onlin user get real time quot submit applic verifi upload document close loan lenda found jason van den brand elijah murray 2011,Others,Others,53.42465753424658
314,directlending.com.my,fintech fintech onlin person lend platform onlin person lend platform strive provid faster simpler safer borrow experi consum,Personal loans,Personal loans,53.42465753424658
96,skills.fund,consum lend educ financ consum lend educ financ skill fund student financ qualiti assur platform outcomes-bas skill train program goal simpl want build best financ tool best bootcamp student put togeth team leader student lend higher educ consum protect see great potenti bootcamp bring learn communiti student benefit great approach school,Others,Others,53.42465753424658
347,skiptonbusinessfinance.co.uk,enterpris softwar enterpris softwar skipton busi financ provid financi solut uk busi skipton busi financ provid financi solut uk busi core financi product invoic factor invoic discount,Working Capital ,Others,53.42465753424658
120,slicepay.in,fintech fintech slicepay secur payment platform let colleg student shop onlin offlin store without pay everyth upfront buddi indian fintech startup offer digit credit vault student bangalor abl buy borrow credit pay back time use concept credit card student abl choos checkout pay back later end month also allow user buy product easi fix month instal,Purchase Financing ,Personal loans,53.42465753424658
164,neogrowth.in,busi develop financ fintech market research busi develop financ fintech market research neogrowth credit pvt ltd non-deposit take nbfc regist rbi provid short term busi loan indian merchant neogrowth oper non-bank financi compani india focus meet financi need small busi sell good servic consum offer busi financ servic small- medium-s retail compani sell apparel consum durabl electron item footwear accessori handicraft gift food groceri item optic good well restaur beauti salon hotel gymnasium health diagnost center neogrowth began commerci oper 2013,Working Capital ,Others,53.42465753424658
239,creditmantri.com,financi servic fintech financi servic fintech help take charg credit health get free credit score onlin get free credit health analysi cibil equifax report creditmantri india focuss digit credit facilit intent leverag power technolog digit medium empow borrow lender make effici credit decis consum servic creditmantri help user understand status credit health build credit profil user 's credit profil creat data user 's credit histori score bureau enhanc data altern data sourc base individu 's credit profil consum 's guid toward solut best match profil discoveri loan credit card credit improv servic lender servic creditmantri offer rang lender specif servic includ 1 marketplac list credit product 2 solut help lender offer product new credit user enabl instant credit decis use altern data 3 verif servic creditmantri work 30 lender make avail close 50 credit product servic,Others,Others,53.42465753424658
63,lantouzi.com,bank financi servic secur bank financi servic secur lantouzi.com offer secur invest bank platform internet compani financi institut lantouzi.com onlin invest bank platform help small- medium-s enterpris fulfil busi financ need launch 2014 base beij china,Term loans,Term loans,53.42465753424658
27,kiva.org,financ financi servic fintech micro lend non profit social entrepreneurship financ financi servic fintech micro lend non profit social entrepreneurship kiva zip communiti provid access 0 interest loan communiti passion help entrepreneur unit state base san francisco kiva intern non-profit organ enabl famili make small loan entrepreneur develop countri crowdfund 705 million u.s. dollar microloan one million entrepreneur 86 countri found 2005 kiva cover cost primarili option donat well support grant sponsor,Others,Others,53.42465753424658
145,ssinoconnect.com.sg,automot financ peer peer automot financ peer peer ssinoconnect peer-to-p car financ platform connect potenti car buyer indonesia retail investor ssinoconnect oper peer-to-p car financ platform offer potenti car buyer smaller payment lower financ rate compani analyz credit risk recoveri provid credit model collater track fraud manag servic offer high recoveri invest potenti retail investor low payment custom look buy car ssinoconnect found darrel lee han yue lai heng koh henri lim ajinkya sadavart 2016 compani base singapor,Personal loans,Personal loans,53.42465753424658
170,commonbond.co,educ financ financi servic internet educ financ financi servic internet commonbond onlin lend platform connect borrow investor make educ financ better commonbond found lower cost higher educ innov model make possibl student save money student loan allow investor earn competit financi return,Others,Others,53.42465753424658
252,collegeavestudentloans.com,credit financ financi servic fintech credit financ financi servic fintech colleg ave student loan product made firstrust bank member fdic colleg ave student loan offer privat student loan undergradu student graduat student parent student enter colleg special student loan abl provid custom attent deserv deliv loan person individu compani also facilit competit rate repay option customer-friend experi applic repay colleg ave student loan also offer borrow choic defer interest flat payment full princip interest payment,Others,Others,53.42465753424658
161,troo.ly,fintech machin learn risk manag saa share economi fintech machin learn risk manag saa share economi trooli deliv instant trust??? servic verifi screen predict trustworthi relationship interact fintech p2p trooli deliv instant trust??? servic verifi screen predict trustworthi relationship interact work world??? largest financi institut peer-to-p marketplac market employ instant trust rate servic design fill ???trust gap??? caus speed modern commerc communiti requir instant evalu potenti reward risk ?? ? without trust-build interact histori feedback loop peopl use evalu relationship offlin machin learn technolog synthes digit footprint real time provid rich insight ?? ? well beyond old-school background check credit score risk manag tool instant trust rate requir minim custom data input cost less 1 per queri rate support evid return rough 30 second trooly??? predict power demonstr least twice effect background check credit check databas profil determin trustworthi individu busi trooli oper consum report agenc use public permiss inform onlin offlin sourc respect compli applic privaci data protect law includ fair credit report act unit state also dedic balanc transpar respect individu privaci,Others,Others,53.42465753424658
71,argoncredit.com,analyt consum lend financ financi servic fintech innov manag machin learn person financ analyt consum lend financ financi servic fintech innov manag machin learn person financ argon credit onlin person loan startup current grow u.s. plan expand u.k. europ australia base chicago illinoi argon credit decis engine-bas lend platform prime near-prim borrow seek immedi access onlin person loan platform leverag proprietari algorithm data analyt comb vast array prospective-borrow attribut real time approv disapprov loan applic argon credit found decemb 2013,Personal loans,Others,53.42465753424658
114,loanhero.com,"consum financi servic point sale retail consum financi servic point sale retail loanhero provid financ import thing life empow merchant extend instant financ point sale loanhero provid financ import thing life whether it??? medic procedur cover insur new roof we???r cover expens 1,000 innov financ platform empow merchant extend instant financ point sale multipl lender simpl applic consum receiv best loan product regardless credit loanhero fastest grow player retail financ platform partner credit union creat better lend option consum hero join forc loanhero",Lead generation platform,Others,53.42465753424658
61,gradschoolloans.com,"educ financ financi servic educ financ financi servic platform refin medic school student loan help borrow reduc burden student loan debt fintech marketplac lender provid platform refin medic school student loan help borrow reduc burden student loan debt simpli put acquir lead convert loan sell loan investor communiti bank struggl generat organ loan volum partner lead student loan origin servic compani provid back-end platform support also contract feder chart bank act lender record allow us lend 50 state product save borrow averag 22,000 allow defer loan payment train program also simplifi live consolid mani loan one new loan",Others,Others,53.42465753424658
257,nav.com,financi servic fintech financi servic fintech nav bridg gap smb financi institut bring transpar certainti effici b2b credit financ nav.com help busi owner get fund lower cost save time creat busi dream app give free access credit report score specif small busi owner includ busi person credit report also provid cash-flow analysi tool help build busi credit marketplac 100 financ product includ credit card nav 's marketplac use lender-neutr algorithm help busi owner find best financ option need appli compani offic silicon valley salt lake citi,Lead generation platform,Others,53.42465753424658
318,fundingwizards.com,financ financi servic lend financ financi servic lend fund wizard marketplac connect busi owner vast network local nation lender investor,Term loans,Term loans,53.42465753424658
69,patchofland.com,crowdfund financ fintech internet lend real estat crowdfund financ fintech internet lend real estat pofland crowdfund solut real estat financ bring togeth borrow lender simpl onlin interfac patch land real estat marketplac lender use proprietari technolog data provid transpar scalabl effici lend solut patch land offer borrow access reliabl capit residenti commerci real estat project provid investor easi diversif real estat low minimum best-in-class secur loan structur,Term loans,Term loans,53.42465753424658
112,duanrong.com,financ fintech wealth manag financ fintech wealth manag net short financi wealth belong long-billion beij invest,Others,Others,53.42465753424658
296,vyze.com,consum lend custom servic financ financi servic fintech retail technolog ventur capit consum lend custom servic financ financi servic fintech retail technolog ventur capit vyze offer solut enabl retail offer payment option custom vyze financi technolog leader consum financ solut ncl help merchant launch implement innov lend program provid consum financ option want need ncl???s simpl solut deliv increas sale better consum financ experi give retail manufactur greater control lend option,Purchase Financing ,Others,53.42465753424658
315,enova.com,financ financi servic financ financi servic enova provid reliabl real-tim financi option peopl face immedi cash demand enova provid reliabl real-tim financi option everyday hardwork peopl face immedi cash demand global financi resourc under-serv consum oper portfolio busi offer varieti onlin credit product servic one million custom unit state unit kingdom australia canada,Personal loans,Personal loans,53.42465753424658
33,quarterspot.com,financ fintech financ fintech quarterspot onlin lend platform offer small busi work capit quarterspot onlin lend platform offer credit-starv small busi work capit attract rate term acceler access capit use advanc technolog enabl instant underwrit approv same-day close repay investor littl 24 hour contact info quarterspot.com inform,Term loans,Personal loans,53.42465753424658
304,ascentiumcapital.com,financi servic financi servic ascentium capit independ equip financ compani ascentium capit llc special provid broad rang financ leas work capit loan compani 's offer benefit equip manufactur distributor well direct busi nationwid,Term loans,Others,53.42465753424658
26,wbl.com,financ financi servic small medium busi financ financi servic small medium busi world busi lender provid capit small busi credit card check cash payment world busi lender llc provid capit small busi compani offer loan product busi accept limit form payment well loan design busi accept credit card check cash payment client includ retail busi regular deposit cash revenu busi oper two year franchise coffe shop dri cleaner doctor dentist world busi lender llc incorpor 2011 base new york new york,Term loans,Term loans,53.42465753424658
47,eloancn.com,agricultur lend onlin portal agricultur lend onlin portal eloancn china-bas onlin lend platform offer solut borrow lend money among user eloancn wenzhou-bas onlin lend platform member borrow lend money among better interest rate bank typic offer eloancn differenti peer special focus agricultur farm rural area main busi come farmers??? person loan main use agricultur reproduct breed,Term loans,Personal loans,53.42465753424658
242,rupie.co,rupi urban microfin offer loan entir mobil,Personal loans,Others,53.42465753424658
192,finrise.com,financi servic health care servic industri financi servic health care servic industri finris provid financ option treatment servic cover insur direct doctor 's offic finris mission increas access qualiti healthcar suit transpar financi product start patient dental vision audiolog veterinari servic patient deserv better we???r commit put patient empower custom servic forefront healthcar lend everi day patient receiv instant transpar term loan right doctor 's offic onto phone expand reach finris look beyond simpl fico score creat 30 year ago era smartphon internet access finris empow doctor treat without limit afford combin care coverag chang we???r build solut doctor prefer patient,Personal loans,Personal loans,53.42465753424658
25,vittana.org,educ financ lend educ financ lend p2p educ microfin lender vittana make possibl young peopl around world get student loan direct lender like vittana envis world student anywher get student loan attend communiti colleg vocat school colleg 1 thing famili around world want one common univers desir peopl throughout world give children better chanc life make loan vittana re realli two thing yes re enabl student get degre get job immedi giant step toward better life re also someth even bigger re prove world educ matter student loan work one student one loan one job time vittana work background facilit loan make direct student also work forefront global movement bring student loan young peopl throughout world,Others,Others,53.42465753424658
113,earnest.com,bank consum lend credit financi servic fintech bank consum lend credit financi servic fintech re build modern bank next generat base san francisco earnest technology-en lend compani use data scienc design softwar autom rebuild financi servic solut enabl custom renegoti loan repay amount interest rate exist loan compani evalu financially-respons people??? full educ employ financi profil base credit score reward better rate person loan student loan refinanc addit offer onlin dashboard give client tool need easili control custom loan payment compani establish 2013,Others,Others,53.42465753424658
0,livecapital.com,financ onlin auction small medium busi financ onlin auction small medium busi livecapit provid onlin small busi financ livecapit offer onlin busi financ servic offer user servic decisionexpress product creat econom benefit autom credit leas decis process integr workflow technolog consult solut enabl enterpris make credit decis improv product achiev sale provid credit custom livecapit u.s.-bas compani found 1996 compani acquir dun bradstreet credibl corpor juli 27 2005,Term loans,Others,53.42465753424658
360,welcomeinvestment.com,welcom invest crowd-fund platform,Term loans,Others,53.42465753424658
196,chinarapidfinance.com,"artifici intellig big data fintech internet marketplac predict analyt artifici intellig big data fintech internet marketplac predict analyt china rapid financ china??? largest onlin consum lend marketplac serv onlin user china??? emerg middl class china rapid financ china??? largest onlin consum lend marketplac serv onlin user china??? emerg middl class compani provid consum credit access world??? largest untap market expect grow rmb 5.4 trillion us 870 billion 2020 technolog enabl social inclus financ creditworthi individu serv potenti 500 million consum econom activ never access bank credit china rapid financ recogn technolog innov transform china??? consum credit landscap introduct advanc omni-channel borrow acquisit system proprietari big data analyt technolog platform featur end-to-end autom credit decis system proven track record credit risk manag transpar cultur focus innov 5,000 employe 80 data verif center across china china rapid financ found 2001 mr. zane wang phd one china??? lead expert consum credit market innov lend marketplac technolog prior found china rapid financ dr. wang receiv phd statist univers illinoi chicago start career unit state serv head analyt sear credit ?? ? world??? largest retail credit card portfolio subsequ acquir citibank upon return china dr. wang advis people??? bank china creation china??? nation credit bureau first function credit bureau shanghai launch china rapid financ dr. wang also council committe member china associ microfin marketplac lend industri secretari shanghai financi inform profession committe branch shanghai govern trade associ china rapid financ 's home page www.chinarapidfinance.com",Personal loans,Others,53.42465753424658
326,loancircle.in,financi servic lend financi servic lend loancircl provid peopl quick access loan best possibl rate suit person loancircl aspir disrupt redefin way lend done india onlin platform empow peopl want better speedier altern exist financ channel far underserv channel go beyond convent credit score consid person 's educ work experi expect career growth 1000 data point evalu loan applic data driven underwrit model let us identifi high qualiti borrow help lender platform make good return invest,Personal loans,Others,53.42465753424658
208,faircent.com,bank financi servic lend bank financi servic lend faircent.com websit borrow lender connect direct faircent help elimin high margin intermediari like bank financi institut make transact bank massiv overhead thousand employe pay hundr branch maintain bank must take larg margin money pass wherea faircent.com peopl spare money lend direct peopl want borrow bank middl huge overhead,Personal loans,Personal loans,53.42465753424658
301,autofi.com,automot financi servic point sale automot financi servic point sale autofi point sale solut financ vehicl onlin autofi onlin point sale financ solut allow consum purchas financ vehicl entir onlin seamless user experi autom applic approv process,Others,Others,53.42465753424658
36,earlyshares.com,crowdfund financ fintech crowdfund financ fintech earlyshar real estat crowdfund platform connect return-driven commerci real estat invest earlyshar crowdfund platform connect individu investor curat select vet return-driven real estat invest offer compliant platform investor gain direct access opportun growth compani real estat project invest fund investor either invest passiv owner equiti opportun brought forward sponsor loan origin institut lender earlyshar launch 2011 base miami florida,Term loans,Term loans,53.42465753424658
18,communitysourcedcapital.com,crowdfund fintech crowdfund fintech communiti sourc capit build innov financi system communiti start communiti sourc capit year research call sustain financ focus singl question financi system design strengthen communiti compani grown idea robust communiti lend system ve expand outsid pacif northwest attract investor want help busi grow recruit talent team member divers background they???r energet passion group do-it-al person background small busi manag socially-respons invest web technolog grassroot market fundrais week basi you???ll find us engag direct small busi owner hang innov bank partner scout new communiti might one day lucki enough work,Term loans,Term loans,53.42465753424658
293,kabbage.com,credit financ fintech lend credit financ fintech lend kabbag financi technolog compani fulli autom technolog data platform power lend direct partner kabbag inc. financi technolog data compani pioneer new autom way lend money small busi consum compani simplifi manual applic process one 100 onlin autom busi consum use data submit applic onlin receiv immedi decis access fund spot kabbag leverag data generat revenu account data busi transact ship data social media sourc understand business??? overal health calcul credit line throughout custom lifecycl compani began make first loan onlin merchant 2011 extend lend small busi ?? ? onlin brick-and-mortar ?? ? februari 2014 novemb 2013 kabbag expand busi mobil io android app enabl user appli access fund smartphon kabbag 's first expans technolog data platform launch karrot person loan 2014 karrot fulli autom person loan product verifi 100 person??? incom karrot also provid immedi answer access fund soon next day kabbag expand applic platform march 2015 licens data technolog platform power lend organ compani name one forb magazine??? promis compani list second year row kabbag extend lend reach may 2015 announc new kabbag card give busi abil pay item point sale purchas card tie kabbag account kabbag also collabor mastercard may 2015 make kabbage??? data technolog platform avail mastercard??? network acquir august 2015 kabbag name 36th fastest-grow privat compani america inc. 500 list octob 2015 kabbag complet seri e fund round 135 million led rever capit partner holland???s? ing spain???s? santander? via innoventur santand 's ventur capit arm canada???s? scotiabank? also particip round kabbag also announc strateg partnership ing? deliv instant capit small busi throughout spain june 2016 kabbag name cnbc 's annual disruptor 50 list forward-think ambiti compani revolution industri market worldwid two month later kabbag name inc. 500 list countri 's fastest-grow privat compani second year row august 2016 kroll bond rate agenc kbra upgrad affirm rate class a2-2 certif issu kabbag fund 2014-1 resecur trust certif upgrad bbb+ sf a- sf base structur improv transaction??? concentr requir exist histor data relat kabbage??? collater kbra also affirm rate class b2a certif bb- sf class b2b certif bb- sf class b2c certif b+ sf initi rate novemb 2015,Working Capital ,Others,53.42465753424658
3,bfscapital.com,financ financi servic ventur capit financ financi servic ventur capit bfs capit expert work capit need small busi deliv fund solut reason re busi they???r expert work capit need small busi headquart south florida technology-en financ platform provid 2 million small busi loan merchant cash advanc busi 50 state canada affili boost capit unit kingdom they???v deliv 1 billion total financ small- mid-siz busi across 400 industri help entrepreneur like access work capit busi need direct fund sourc industri leader sinc 2002 year experi firm financi back institut bank partner help solidifi posit prefer fund sourc small busi re proud track record success support dream thousand custom ?? ? 80 repeat busi result better busi bureau a+ rate,Working Capital ,Term loans,53.42465753424658
316,eflglobal.com,entrepreneuri financ lab help lender safe approv peopl entrepreneuri financ lab efl innov financial-technolog compani employ psychometr nontradit applic data creat credit score measur risk potenti among consum small busi efl??? altern score technolog enabl lender measur risk among applic information-scarc environ efl product earli harvard research recogn g-20 one innov approach sme financ global efl??? partner includ thirti retail mfi sme financi institut across dozen countri africa latin america south asia southeast asia inform pleas visit www.eflglobal.com,Others,Others,53.42465753424658
336,optacredit.com,artifici intellig credit lend artifici intellig credit lend optacredit artifici intelligence-pow data-driven onlin lender optacredit artifici intellig power data-driven onlin lender employe work organis partner us driven abil use data underwrit provid short term unsecur loan employe everi elig applic right get access time credit belief base truli understand applic assimil data various sourc ?? ? public privat rather profil within meaningless categori believ applic ratio number uniqu credit servic platform allow firm two prong advantag one provid firm partner us abil unleash true potenti make optimum use work capit two employe welfar scheme avail firm zero cost,Working Capital ,Others,53.42465753424658
228,tempoe.com,financi servic financi servic tempo found 2009 one man employe spent countless hour creat new way peopl take merchandis tempo found 2009 one man employe spent countless hour creat new way peopl take merchandis home simpl approv process credit requir tempo grown home basement oper multi-offic nation provid credit requir shop sever payment option,Purchase Financing ,Others,53.42465753424658
249,wecash.net,big data financi servic fintech big data financi servic fintech wecash china-bas big data credit assess platform provid solut technolog compani wecash china-bas big data credit assess platform provid solut technolog compani use machine-learn algorithm provid credit assess less 15 minut mine public mobil data rough 600 million mobil internet user wecash abl quick provid extens credit assess build predict model customers??? credit risk,Others,Others,53.42465753424658
290,juvo.com,fintech micro lend person financ fintech micro lend person financ juvo establish financi ident billion peopl worldwid creditworthi yet financi exclud juvo found overarch vision establish financi ident billion peopl worldwid creditworthi yet financi exclud partnership mobil network oper juvo??? proprietari ident score technolog use data scienc machin learn game mechan creat identity-bas relationship anonym prepaid user open access otherwis unattain mobil financi servic juvo privat held compani back global busi leader luminari world tech mobil financ execut team compris accomplish industri leader across data scienc consum internet financi servic mobil telecom field specialti fintech mobil telecom consum internet data scienc,Others,Others,53.42465753424658
76,loanbase.com,bitcoin consum lend financi servic fintech bitcoin consum lend financi servic fintech leverag blockchain technolog order provid small busi loan emerg market loanbas biggest global lend marketplac use blockchain technolog platform provid small busi emerg market access capit afford rate lender across globe small busi disproportion limit access capit yet re fundament driver economi loanbas leverag blockchain technolog order bring financi innov small busi emerg market,Term loans,Others,53.42465753424658
116,jiedaibao.com,app mobil app app mobil app jiedaibao develop mobli applic financi lend applic jiedaibao internet financ acquaint lend platform,Personal loans,Personal loans,53.42465753424658
151,weidai.com.cn,financi servic lend payment financi servic lend payment china-bas p2p lend platform weidai earli stage person credit system base china peer-to-p lend servic use vehicl collater weidai plan expand use properti collater provid person loan well,Personal loans,Personal loans,53.42465753424658
272,octanelending.com,financi servic fintech insur point sale financi servic fintech insur point sale octan lend offer point sale financ insur platform nich consum market octan lend point sale financ platform focus nich consum lend market,Lead generation platform,Others,53.42465753424658
182,selfscore.com,analyt big data credit credit card financ internet machin learn analyt big data credit credit card financ internet machin learn selfscor analytics-bas lend compani provid access financi product deserv underserv popul selfscor develop strong market nich around provid access financi product credit card student loan etc deserv underserv popul intern student 1m+ strong grow 31 billion untap annual spend intern student routin grant access us educ system advantag offer howev clear path exist gain access credit market current credit polici handicap leav unabl get credit card student loan car leas without pay exorbit costs/fe want provid financi on-ramp put path toward financi success america given lack credit histori credit score ???thin file file??? evalu student use altern data scienc machin learn method selfscor measur creditworthi use proprietari data scienc framework/algorithm determin students??? abil repay use predict attribut education/major cost educ sourc initi fund futur employ object measur e.g place time graph use framework also determin propens stay/leav countri use attribut complianc framework take consider various feder regulatori constraint concern kyc/cip fair lend cdr ecoa fcra seiz 1m intern student market set foundat futur product market expans thin file popul,Personal loans,Others,53.42465753424658
194,kredx.com,fintech internet marketplac peer peer fintech internet marketplac peer peer kredx india 's first onlin invoic discount platform kredx indian invoic discount platform provid short-term invest opportun small- medium-s enterpris india onlin platform develop proprietari credit risk assess model borrow technolog platform financi provid complet trade servic sourc curat invoic conduct due dilig use proprietari credit underwrit algorithm launch manish kumar anurag jain puneet agarw 2015 kredx partner bank account firm law firm ensur aspect servic compliant regul ensur consum protect time,Working Capital ,Personal loans,53.42465753424658
