,domain_name,Test_document,Expected_result,decision_model_4,decision_model_4_accuracy
55,creditshop.com,consum lend financ financi servic consum lend financ financi servic creditshop offer afford onlin loan simpl payment plan mani borrow find unsecur person loan reason interest rate extrem difficult often borrow forc consid lender charg high interest rate hefti fee request valuabl item collater creditshop consum qualifi interest rate rang 18 30 creditshop custom make month payment time never pay ongo transact fee late fee annual fee prepay fee reason creditshop loan might smart choic cost less mani consum,Personal loans,Personal loans,45.20547945205479
363,zestcash.com,financ financ zestcash provid instal loan servic enabl custom take time need pay loan zestcash provid instal loan servic enabl custom take time need pay loan base palatin illinoi,Personal loans,Personal loans,45.20547945205479
242,rupie.co,rupi urban microfin offer loan entir mobil,Personal loans,Term loans,45.20547945205479
5,rategenius.com,financ onlin portal servic industri financ onlin portal servic industri rategenius multi-st web-bas auto loan refin brokerag compani base austin texa rategenius multi-st web-bas auto loan refinance/brokerag compani host virtual marketplac rategenius bring togeth qualifi borrow competit lender creat best possibl financ opportun custom,Others,Lead generation platform,45.20547945205479
300,capitalfloat.com,financi servic fintech small medium busi financi servic fintech small medium busi capit float onlin platform provid work capit financ smes india capit float onlin platform provid work capit financ smes india offer flexibl short-term loan use purchas inventori servic new order optim cash cycl borrow appli onlin minut select desir repay term receiv fund bank account 7 day minim hassl,Working Capital ,Working Capital ,45.20547945205479
263,money360.com,commerci real estat marketplac real estat commerci real estat marketplac real estat money360 revolutionari onlin marketplac commerci real estat loan money360 revolutionari onlin marketplac commerci real estat loan money360 enabl borrow direct access afford commerci real estat loan innov onlin lend platform elimin overhead process cost associ tradit bank model loan fund bank insur compani pension fund accredit investor revolutionari onlin marketplac enabl borrow obtain competit rate flexibl term effici servic enabl investor receiv better return offer tradit invest vehicl,Term loans,Term loans,45.20547945205479
72,splitit.com,credit financ financi servic credit financ financi servic splitit credit-bas payment system enabl merchant offer interest free month instal payment custom splitit??? patent technolog revolution retail world enabl seamless instal payment busi size type solut promot growth ecommerc well in-stor retail includ e-wallet capabl,Purchase Financing ,Term loans,45.20547945205479
33,quarterspot.com,financ fintech financ fintech quarterspot onlin lend platform offer small busi work capit quarterspot onlin lend platform offer credit-starv small busi work capit attract rate term acceler access capit use advanc technolog enabl instant underwrit approv same-day close repay investor littl 24 hour contact info quarterspot.com inform,Term loans,Term loans,45.20547945205479
64,ibankers.com,bank financi servic wealth manag bank financi servic wealth manag onlin access curat invest opportun growth-stag compani i-bank direct oper onlin equiti debt fund platform www.ibankers.com allow individu investor institut access proprietari invest opportun curat select privat public emerging-growth compani,Term loans,Working Capital ,45.20547945205479
250,upgrade.com,"credit financi servic lend onlin portal credit financi servic lend onlin portal upgrad lend compani offer credit monitor platform free upgrad onlin lend platform combin person loan free credit monitor help secur afford credit long run learn http //upgrade.com/ upgrad offer loan 50,000 low fix rate afford month payment prepay fee one-pag onlin applic quick easi you???ll get decis second negat impact credit score repay plan either 36 60 month get choos loan fit budget timelin approv loan fund next day use fund pay credit card major purchas home improv we???r help build financi futur set success choos custom due date sign automat payment circl date calendar debt free come month we???ll also launch new tool help better manag monitor credit score two member found team renaud laplanch soul htite co-found lend club pioneer marketplac lend facilit 24 billion loan made credit afford near 2 million american famili last decad soul also found dianrong one largest marketplac lend platform china founder design new credit platform attempt creat even valu custom help peopl",Personal loans,Others,45.20547945205479
339,plumlending.com,"fintech fintech plum transform cre ownership experi unparallel access loan option tech tool exclus network plum lend non-bank commerci real estat lender special loan 1,000,000 15,000,000 nationwid combin power innov technolog team real estat financ profession deliv expedit execut improv transact visibl unparallel client experi allow acquisit refin properti nationwid includ multifamili offic industri retail hotel manufactur hous self-storag plum lend u.s.-bas compani found 2014 bill fisher",Term loans,Working Capital ,45.20547945205479
358,wanglibao.com,financi servic fintech risk manag financi servic fintech risk manag wanglibao focus accumul industri data enterpris inform wanglibao chines peer-to-p lend platform sell person financi product wealth manag product trust product mutual fund research develop team wanglibao 's financi product cover 20 citi across countri focus accumul industri data enterpris inform found 2014 compani receiv fund shenzhen-list hong opto-electron idg capit partner,Working Capital ,Others,45.20547945205479
343,reversevision.com,revers vision softwar develop revers mortgag industri,Others,Term loans,45.20547945205479
243,upstart.com,credit financ financi servic fintech internet lend person financ credit financ financi servic fintech internet lend person financ upstart fund platform mentor network match student backer believ potenti upstart goe beyond fico score offer person loan compani 's proprietari underwrit model identifi high-qual borrow despit limit credit employ histori use variabl includ school attend area studi academ perform work experi upstart offer 3-year 5-year fix interest loan primarili use pay credit card consolid debt elimin student debt start busi pay person develop bootcamp,Personal loans,Personal loans,45.20547945205479
100,modernlend.com,consum lend credit card financ financi servic fintech lend consum lend credit card financ financi servic fintech lend onlin lender use altern data metric lend creditworthi intern citizen modernlend provid credit card intern student worker u.s. understand educ employ financi background determin creditworthi without requir ssn fico credit score launch first credit card tailor intern citizen summer 2016 found wharton busi school bring 10+ year experi goldman sach well fargo seed stage fund portfolio compani entrepreneur roundtabl acceler bbva bank??? global fintech competit 650 startup learn www.modernlend.com,Personal loans,Personal loans,45.20547945205479
146,yieldstreet.com,financi servic fintech real estat invest wealth manag financi servic fintech real estat invest wealth manag yieldstreet innov crowdfund platform connect investor asset-bas altern invest yieldstreet provid access asset base invest histor unavail investor mission prosper yieldstreet allow investor effortless particip curat invest low market correl high yield across litig financ real estat altern asset class believ technolog platform creat uniqu experi investor everi level provid valuabl diversif strength portfolio join movement pleas visit yieldstreet.com explor invest opportun learn,Personal loans,Term loans,45.20547945205479
333,networkcapital.net,financ financi servic residenti financ financi servic residenti inc 500 magazin recogn financi servic firm special residenti mortgag refin purchas strive provid best custom experi search home loan whether still process shop alreadi start loan process us work hard earn busi believ busi earn loan close complet satisfi network capit recent name one best place work orang counti fourth annual program creat orang counti busi journal best compani group actual rank publish orang counti busi journal??? special report best place work octob 29 2012 issu orang counti busi journal* proud say employe work hard like support technolog partner oracl redhat microsoft cisco abl provid best class home loan deliveri platform servic client system match best home loan situat alway think way make thing easi even close sign close document electron anywher countri airport live room it??? simpl although invest technolog understand client peopl network capit home loan specialist alway avail answer question home loan specialist among best industri averag eight year mortgag bank experi overal 98 custom satisfact rate dedic home loan specialist deliv promis high qualiti servic pick phone give us call let us prove made best choic lender,Others,Term loans,45.20547945205479
20,smartbizloans.com,e-commerc financi servic lend e-commerc financi servic lend smartbiz loan www.smartbizloans.com uniqu combin onlin sba loan marketplac bank enabl technolog platform smartbiz loan 1 onlin sba loan marketplac small busi loan intellig technolog platform make appli sba loan fast easi increas likelihood approv small busi match borrow sba prefer lend bank like fund particular busi 90 95 loan smartbiz refer bank partner get fund bank partner use smartbiz platform origin underwrit sba loan compliant manner also process loan 70 90 effici base financi district san francisco smartbiz loan privat held compani found 2009 team experienc financi servic entrepreneur back lead ventur capit firm includ investor growth capit venrock first round capit baselin ventur softtech vc,Term loans,Others,45.20547945205479
41,lendlayer.com,big data financi servic fintech big data financi servic fintech financ futur educ financ student attend top acceler learn program,Others,Others,45.20547945205479
165,creditkey.com,e-commerc financi servic payment e-commerc financi servic payment credit key patent pay-over-tim financ solut e-commerc merchant credit key patent pay-over-tim financ solut e-commerc merchant,Purchase Financing ,Purchase Financing ,45.20547945205479
122,figloans.com,credit financ financi servic credit financ financi servic fig help financi emerg build credit toward better futur fig partner famili houston offer loan 80 cheaper design get debt fig help financi emerg build credit toward better futur,Personal loans,Others,45.20547945205479
70,rongzi.com,financ financi servic small medium busi financ financi servic small medium busi rongzi enabl offlin financi institut provid loan found 2010 shanghai-headquart rongzi enabl offlin financi institut provid loan small medium-s enterpris,Term loans,Term loans,45.20547945205479
24,mylendpro.com,consum financ saa consum financ saa lendpro cloud-bas saa platform enabl consum to? appli retail financ program lendpro llc leverag founder 's year experi big-ticket retail consum financ offer excit new program big-ticket merchant lender consum open-to-buy consum financ applic process cloud-bas software-as-a-servic saa platform enabl consum appli retail financ program offer one lendpro 's mani lender partner anywher use one lendpro 's big-ticket merchant partner,Purchase Financing ,Purchase Financing ,45.20547945205479
25,vittana.org,educ financ lend educ financ lend p2p educ microfin lender vittana make possibl young peopl around world get student loan direct lender like vittana envis world student anywher get student loan attend communiti colleg vocat school colleg 1 thing famili around world want one common univers desir peopl throughout world give children better chanc life make loan vittana re realli two thing yes re enabl student get degre get job immedi giant step toward better life re also someth even bigger re prove world educ matter student loan work one student one loan one job time vittana work background facilit loan make direct student also work forefront global movement bring student loan young peopl throughout world,Others,Others,45.20547945205479
80,realtymogul.com,"fintech marketplac real estat real estat invest fintech marketplac real estat real estat invest re onlin marketplac real estat invest connect borrow sponsor individu institut investor realtymogul.com onlin marketplac real estat invest connect borrow sponsor capit accredit institut investor onlin platform realtymogul.com give borrow access debt capit sponsor access equiti capit investor tool brows invest due dilig invest onlin realtymogul.com offer bridg perman loan joint ventur equiti 80,000 regist investor call realtymogul.com member devot communiti invest 200 million 350 properti valu 800 million effort receiv million distribut accredit institut investor look diversifi portfolio realtymogul.com offer fast easi frictionless platform serv 21st centuri bridg connect previous inaccess invest opportun real estat invest sponsor look rais joint ventur equiti borrow look flexibl debt realtymogul.com provid access equiti debt would like take sever month secur tradit mean ???traditional??? mean ???slow??? ???restrictive??? whether accredit institut investor want diversifi portfolio across real estat asset class borrow search flexibl loan real estat invest sponsor look rais joint ventur equiti join realti mogul today take real estat invest 21st centuri",Term loans,Term loans,45.20547945205479
131,creditseva.com,analyt bank fintech softwar analyt bank fintech softwar consum credit analyt manag tool onlin creditseva.com onlin consum credit analyt manag tool help individu build healthi credit profil enabl user track report error instant communic bank credit bureaus get custom option build credit score also allow user settl old account rectifi error protect ident fraud set remind various financi transact creditseva.com launch 2011 base hyderabad india,Others,Others,45.20547945205479
8,lendinero.com,financ fintech financ fintech lendinero compani provid short term alternative-fund small medium size exist busi lendinero ventur capit firm provid short-term fund solut smes ancillari servic assist client view manag account cloud addit firm offer rang financi solut smes includ lendireno loan merchant cash advanc loan sba loan addit firm also carri advisori servic assist client obtain financ lendinero found 2011 gil zapata base florida,Term loans,Purchase Financing ,45.20547945205479
1,apnapaisa.com,credit financ internet marketplac credit financ internet marketplac apnaloan onlin marketplac provid home loan person loan credit card custom india apnaloan onlin marketplac home loan person loan credit card india idea apnaloan bank compet loan turn mean get better rate compani say apnaloan `` largest onlin marketplac loan credit card '' http //www.dialabank.com/emi-calculator.cfm,Lead generation platform,Personal loans,45.20547945205479
211,applepiecapital.com,financ financi servic marketplac financ financi servic marketplac altern financ platform franchis busi applepi capit marketplac lender provid fresh new approach franchis financ firm??? franchis loan marketplac enabl entrepreneur effici obtain financ start expand franchis busi applepi capit enabl investor earn attract fixed-incom return establish franchis brand know trust,Term loans,Term loans,45.20547945205479
16,alltuition.com,financ financ alltuit onlin search engin enabl collag student find sourc financi aid alltuit onlin search engin enabl collag student find sourc financi aid track hundr student loan provid help student find best loan elig understand real cost borrow,Lead generation platform,Personal loans,45.20547945205479
94,forafinancial.com,financ fintech financ fintech fora financi provid financi servic busi includ merchant fund small busi loan fora financi provid flexibl work capit solut small busi need financ sustain grow enterpris mean marketplac forum latin fora aim foster communiti act extens clients??? partners??? busi provid financi solut industri insight ensur growth success found 2008 built upon trust transpar compani support small busi communiti histor underserv lender fora financi sinc grown competit financ leader offer one extens offer servic industri manag partner mani employe come small busi background fuel passion spur short- long-term growth segment possess in-depth knowledg mani vertic industri food beverag healthcar technolog retail fora financi pride abil support small busi owner relat financi partner goal make financ process transpar effici fora financi util time-proven tool solut provid custom industri partner innov fund solut compani oper consult approach listen customers??? need provid custom solut best meet need ever-chang financi market,Working Capital ,Working Capital ,45.20547945205479
46,loanz.com,financ financi servic financ financi servic loanz privat credit platform marketplac lend upon loanz marketplac lend platform deliv ???loan service??? borrow investor rapid emerg disrupt lend financi servic industri internet platform connect borrow investor direct,Personal loans,Term loans,45.20547945205479
294,renewfinancial.com,clean energi financ fintech renew energi clean energi financ fintech renew energi renew financi found 2008 cisco devri origin idea properti assess clean energi pace financ model renew financi provid financ solut help effici renew energi contractor grow busi promot energi independ aim develop advanc financ design transform america??? economi clean energi company??? financ product includ pace financ model warehous energi effici loan open residenti energi effici financ market larg institut investor found 2008 cisco devri renew financi partnership solarc target small- medium-s busi util pace,Others,Others,45.20547945205479
302,blend.com,enterpris financi servic fintech home servic enterpris financi servic fintech home servic blend 's technolog empow top mortgag lender effici compliant borrower-friend blend silicon valley technolog compani transform consum lend ecosystem blend 's technolog deliv speed effici lender serv modern borrow safe navig industri 's chang rule regul found may 2012 blend back greylock partner emerg capit 8vc founder fund andreessen horowitz lightspe nyca max levchin lead ventur investor learn visit blend.com/,Others,Others,45.20547945205479
347,skiptonbusinessfinance.co.uk,enterpris softwar enterpris softwar skipton busi financ provid financi solut uk busi skipton busi financ provid financi solut uk busi core financi product invoic factor invoic discount,Working Capital ,Purchase Financing ,45.20547945205479
77,puddle.com,advertis e-commerc social media manag advertis e-commerc social media manag puddl social peer-to-p lend marketplac puddl let anyon creat line credit on-the-fli friend puddl first tool credit us anyon use ?? ? base credit score base peopl trust,Personal loans,Purchase Financing ,45.20547945205479
341,quiklo.com,"lend softwar lend softwar quiklo micro-lend platform student enabl electron purchas emi quiklo build proprietari next generat credit risk engin use 1,000+ data point includ deriv data build robust underwrit manag strategi data point deriv multipl non-tradit altern data sourc cater segment credit histori cibil score believ segment equal aspir credit worthi one cibil score core technolog determin credit worthi borrow among young milleni",Purchase Financing ,Others,45.20547945205479
276,lendingkart.com,financi servic internet ventur capit financi servic internet ventur capit lendingkart onlin financ compani lendingkart onlin financ compani dedic help entrepreneur small busi work capit loan use analyt big data score evalu customer??? busi small motiv team banker data scientist techi tri make differ world small busi financ,Working Capital ,Term loans,45.20547945205479
241,renovateamerica.com,energi effici financi servic fintech water energi effici financi servic fintech water renov america lead way make home communiti energi water effici renov america provid financ solut home communiti area energi water unit state aim lead way make home communiti energi water effici compani offer hero program financ solut made possibl properti assess clean energi legisl partner citi counti implement low-risk scalabl program deliv multipl benefit includ energi save lower util bill reduc emiss new job local econom stimulus in-hous develop team creat custom tool support user product properti owner contractor municip leader,Others,Others,45.20547945205479
