,Test_document,Expected_result,multinomial_model_9,multinomial_model_9_accuracy
298,credit financ fintech lend credit financ fintech lend kabbag financi technolog compani fulli autom technolog data platform power lend direct partner kabbag inc. financi technolog data compani pioneer new autom way lend money small busi consum compani simplifi manual applic process one 100 onlin autom busi consum use data submit applic onlin receiv immedi decis access fund spot kabbag leverag data generat revenu account data busi transact ship data social media sourc understand business??? overal health calcul credit line throughout custom lifecycl compani began make first loan onlin merchant 2011 extend lend small busi ?? ? onlin brick-and-mortar ?? ? februari 2014 novemb 2013 kabbag expand busi mobil io android app enabl user appli access fund smartphon kabbag 's first expans technolog data platform launch karrot person loan 2014 karrot fulli autom person loan product verifi 100 person??? incom karrot also provid immedi answer access fund soon next day kabbag expand applic platform march 2015 licens data technolog platform power lend organ compani name one forb magazine??? promis compani list second year row kabbag extend lend reach may 2015 announc new kabbag card give busi abil pay item point sale purchas card tie kabbag account kabbag also collabor mastercard may 2015 make kabbage??? data technolog platform avail mastercard??? network acquir august 2015 kabbag name 36th fastest-grow privat compani america inc. 500 list octob 2015 kabbag complet seri e fund round 135 million led rever capit partner holland???s? ing spain???s? santander? via innoventur santand 's ventur capit arm canada???s? scotiabank? also particip round kabbag also announc strateg partnership ing? deliv instant capit small busi throughout spain june 2016 kabbag name cnbc 's annual disruptor 50 list forward-think ambiti compani revolution industri market worldwid two month later kabbag name inc. 500 list countri 's fastest-grow privat compani second year row august 2016 kroll bond rate agenc kbra upgrad affirm rate class a2-2 certif issu kabbag fund 2014-1 resecur trust certif upgrad bbb+ sf a- sf base structur improv transaction??? concentr requir exist histor data relat kabbage??? collater kbra also affirm rate class b2a certif bb- sf class b2b certif bb- sf class b2c certif b+ sf initi rate novemb 2015,Working Capital ,Others,50.70422535211267
297,credit financ fintech internet credit financ fintech internet onlin marketplac lend compani that??? use technolog transform way china financ help enrich people??? live dianrong offer individu small medium-s enterpris comprehens one-stop financi platform support industry-lead technolog complianc transpar company??? sophist flexibl infrastructur enabl design custom lend borrow product servic base industry-specif data insight support onlin risk-manag oper tool,Working Capital ,Others,50.70422535211267
341,artifici intellig credit lend artifici intellig credit lend optacredit artifici intelligence-pow data-driven onlin lender optacredit artifici intellig power data-driven onlin lender employe work organis partner us driven abil use data underwrit provid short term unsecur loan employe everi elig applic right get access time credit belief base truli understand applic assimil data various sourc ?? ? public privat rather profil within meaningless categori believ applic ratio number uniqu credit servic platform allow firm two prong advantag one provid firm partner us abil unleash true potenti make optimum use work capit two employe welfar scheme avail firm zero cost,Working Capital ,Personal loans,50.70422535211267
107,financi servic fintech lend small medium busi financi servic fintech lend small medium busi quick provid work capit small busi exclus partnership saas/po platform quick provid capital-as-a-servic offer saa ecommerc marketplac payment platform therebi make easi seamless merchant platform appli receiv cash advanc quick quick 's intuit widget enabl small busi owner appli receiv work capit `` quick '',Working Capital ,Term loans,50.70422535211267
270,marketplac onlin portal trade platform marketplac onlin portal trade platform qupit digit trade marketplac buyer seller corpor receiv qupit digit trade marketplac buyer seller corpor receiv,Working Capital ,Personal loans,50.70422535211267
242,financ fintech small medium busi financ fintech small medium busi bluevin allow small busi get paid immedi outstand invoic bluevin allow small busi get paid immedi outstand invoic bluevin compani free cash pay expens grow busi compani back lead ventur capit firm base redwood citi ca,Working Capital ,Working Capital ,50.70422535211267
352,enterpris softwar enterpris softwar skipton busi financ provid financi solut uk busi skipton busi financ provid financi solut uk busi core financi product invoic factor invoic discount,Working Capital ,Working Capital ,50.70422535211267
164,financi servic inform technolog mobil app financi servic inform technolog mobil app consult compani system need custom opensourc erp execut implement spiderg platform busi electron transact communic vendors/suppli custom get action inform busi suppli chain,Working Capital ,Others,50.70422535211267
300,financi servic lend financi servic lend popul invoic trade financ platform built use latest blockchain technolog popul invoic trade financ platform built use latest blockchain technolog popul use xbrl z score formula smart contract stabl token creat uniqu trade environ investor invoic seller around world read popul believ creat next generat fnancial marketplac,Working Capital ,Others,50.70422535211267
38,bank financ financi servic bank financ financi servic privlo onlin lender well-qualifi borrow fallen crack inher tradit agenc privlo onlin lender well-qualifi borrow fallen crack inher tradit agenc qualifi mortgag qm process heart commonsens approach proprietari decision-mak process valu individu 's uniqu financi pictur privlo offer incred custom experi speed certainti close,Others,Others,50.70422535211267
27,financ financi servic fintech micro lend non profit social entrepreneurship financ financi servic fintech micro lend non profit social entrepreneurship kiva zip communiti provid access 0 interest loan communiti passion help entrepreneur unit state base san francisco kiva intern non-profit organ enabl famili make small loan entrepreneur develop countri crowdfund 705 million u.s. dollar microloan one million entrepreneur 86 countri found 2005 kiva cover cost primarili option donat well support grant sponsor,Others,Others,50.70422535211267
137,databas data integr wireless databas data integr wireless bring togeth public proprietari dataset use cut edg data scienc predict credit worthi lot peopl get loan u.s. n't credit score pay high interest rate want money thing like rental deposit tuition downpay car etc mission end hassl base experi know difficult get loan bank sole look credit score credit histori individu stilt acknowledg potenti provid loan individu without credit score limit credit histori loan approv process long hectic come huge interest rate stilt help reduc burden individu provid loan lower interest rate,Others,Others,50.70422535211267
172,educ lend educ lend fund u prefer no-cosign fafsa non-fico base student lender hardwork career focus colleg student fund univers fund univers privat student lender serv hardwork career driven undergradu parent lender depend fico score cosign fund univers assess student??? credit worthi base career track amp post-colleg earn potenti fund u take applic waitlist next school year fund expand avail lend student nationwid learn visit? www.funding-university.com visit funding-university.com,Others,Others,50.70422535211267
124,fintech person financ fintech person financ offer student loan employ benefit student loan genius help compani reach next level recruit retent student loan genius work improv financi outlook employe student loan empow compani help employe reduc student loan debt company??? fix pay match approach simplifi complex problem associ student loan debt reconnect employ employe help busi grow employe retent recruit offer person advic help employe design custom plan meet goal handl payment payrol implement strategi pay loan provid match contribut toward employees??? student loan student loan genius establish 2013,Others,Others,50.70422535211267
174,educ financ financi servic internet educ financ financi servic internet commonbond onlin lend platform connect borrow investor make educ financ better commonbond found lower cost higher educ innov model make possibl student save money student loan allow investor earn competit financi return,Others,Others,50.70422535211267
136,app financi servic app financi servic branch new way access credit smartphon emerg market branch elimin challeng get loan use data phone creat credit score encrypt data choos share us protect privaci share inform third parti,Others,Others,50.70422535211267
307,enterpris financi servic fintech home servic enterpris financi servic fintech home servic blend 's technolog empow top mortgag lender effici compliant borrower-friend blend silicon valley technolog compani transform consum lend ecosystem blend 's technolog deliv speed effici lender serv modern borrow safe navig industri 's chang rule regul found may 2012 blend back greylock partner emerg capit 8vc founder fund andreessen horowitz lightspe nyca max levchin lead ventur investor learn visit blend.com/,Others,Others,50.70422535211267
357,sofi pmv,Others,Others,50.70422535211267
245,energi effici financi servic fintech water energi effici financi servic fintech water renov america lead way make home communiti energi water effici renov america provid financ solut home communiti area energi water unit state aim lead way make home communiti energi water effici compani offer hero program financ solut made possibl properti assess clean energi legisl partner citi counti implement low-risk scalabl program deliv multipl benefit includ energi save lower util bill reduc emiss new job local econom stimulus in-hous develop team creat custom tool support user product properti owner contractor municip leader,Others,Others,50.70422535211267
240,educ financ financi servic fintech person financ wealth manag educ financ financi servic fintech person financ wealth manag sofi modern financ compani take unpreced approach lend wealth manag social financ sofi financ compani offer rang lend wealth manag servic compani primarili cater early-stag profession offer variabl fix rate parent person mba loan mortgag refinanc base san francisco california compani found april 2011,Others,Others,50.70422535211267
252,"financi servic fintech person financ financi servic fintech person financ perfio softwar solut pvt ltd. offer end user track monitor manag person financ littl manual intervent perfio person financ one stop ?? ? www.perfios.com newag fintech compani provid innov solut person financ relat area b2c person financ manag pfm solut provid perfio offer 360 degre view one??? person financ autom way let end user track monitor manag financ littl manual intervent alreadi 5,00,000 regist user deploy 6 year perfio leverag core technolog autom key aspect certain common busi process financi institut perfio insight b2b solut use various bank nbfcs corpor autom entir process financi check verif extract kyc detail current manual done perfio insight help dramat improv turn-around time process applic loan credit card insur etc whether origin offlin onlin channel thus delight prospect client result entir oper process improv result lower cost higher accuraci superior user experi result increas user acquisit process involv financi verif underwrit benefit use perfio solut perfio support 1000+ differ type e-stat 250+ financi institut automat fetch platform b2c b2b solut use various bank nbfcs corpor well end user b2c solut",Others,Personal loans,50.70422535211267
207,analyt big data credit analyt big data credit ximu credit util big data understand consum credit worthi ximu credit util big data understand consum credit worthi help make loan decis base risk analysi price model,Others,Others,50.70422535211267
347,financ financi servic non profit financ financi servic non profit rang de invest communiti allow peopl invest project choos rang de bangalor base non-profit oper onlin platform enabl lend rs.100 rural entrepreneur choic rang de essenti kiva india mission make poverti histori india compani overview rang de social initi began mission make microcredit afford peopl onlin portal www.rangde.org enabl individu call social investor lend small sum money entrepreneur low incom household,Others,Others,50.70422535211267
337,consum point sale softwar consum point sale softwar mortgagebot h provid financi institut softwar facilit mortgag applic process mortgagebot llc industry-lead inc. 500 compani provid uniqu award-win mortgagebot powersite?? regist famili integr point-of-sal ipo solut take mortgag applic everi mortgag channel consumer-direct via internet branch call center profession loan offic mortgagebot blend extens mortgag experi leading-edg ?????? ? software-as-a-service??????? saa technolog creat scaleabl afford web site 900 mortgag lender nationwid,Others,Others,50.70422535211267
203,crowdfund fintech real estat real estat invest crowdfund fintech real estat real estat invest peerstreet crowdfund platform give investor easi access high-yield loan collater real estat peerstreet lead platform invest real estat debt back andreessen horowitz found real estat attorney brew johnson former googl execut brett crosbi peerstreet allow investor easili invest high-yield real estat loan histor difficult access peerstreet secur intuit easy-to-us interfac particip deal simpl buy stock fund account select invest welcom peerstreet better deal everyon,Others,Term loans,50.70422535211267
306,automot financi servic point sale automot financi servic point sale autofi point sale solut financ vehicl onlin autofi onlin point sale financ solut allow consum purchas financ vehicl entir onlin seamless user experi autom applic approv process,Others,Personal loans,50.70422535211267
330,softwar softwar lender process servic provid integr technolog outsourc servic mortgag lend industri u.s. lender process servic inc. provid integr technolog outsourc servic mortgag lend industri unit state oper two segment technolog data analyt loan transact servic technolog data analyt segment offer softwar system inform solut facilit autom various busi process across life cycl mortgag applic servic technolog includ mortgag servic platform loan setup ongo process custom servic account report feder regulatori report desktop web-bas workflow inform system various softwar applic servic facilit origin mortgag loan segment also provid data analyt servic includ enhanc properti data inform altern valuat servic altern valuat servic loan transact servic segment offer custom outsourc busi process inform solut provid various settlement servic central titl agenc close servic financi institut client properti apprais servic lender real estat tax inform feder flood zone certif monitor servic outsourc tax escrow servic segment also offer default manag servic includ foreclosur servic properti inspect preserv servic well asset manag default titl settlement servic lender process servic inc. provid servic primarili bank well various financi institut mortgag lender mortgag loan servic provid real estat profession compani headquart jacksonvill florida,Others,Others,50.70422535211267
95,bank credit financ bank credit financ balanc credit built thing don???t go accord plan balanc credit onlin lender provid famili individu person instal loan credit servic offer clear rate term toll-fre custom support abil pay earli penalti time balanc credit licens regul u.s. state oper found 2013 base irv texa,Personal loans,Personal loans,50.70422535211267
254,"credit financi servic lend onlin portal credit financi servic lend onlin portal upgrad lend compani offer credit monitor platform free upgrad onlin lend platform combin person loan free credit monitor help secur afford credit long run learn http //upgrade.com/ upgrad offer loan 50,000 low fix rate afford month payment prepay fee one-pag onlin applic quick easi you???ll get decis second negat impact credit score repay plan either 36 60 month get choos loan fit budget timelin approv loan fund next day use fund pay credit card major purchas home improv we???r help build financi futur set success choos custom due date sign automat payment circl date calendar debt free come month we???ll also launch new tool help better manag monitor credit score two member found team renaud laplanch soul htite co-found lend club pioneer marketplac lend facilit 24 billion loan made credit afford near 2 million american famili last decad soul also found dianrong one largest marketplac lend platform china founder design new credit platform attempt creat even valu custom help peopl",Personal loans,Personal loans,50.70422535211267
247,credit financ financi servic fintech internet lend person financ credit financ financi servic fintech internet lend person financ upstart fund platform mentor network match student backer believ potenti upstart goe beyond fico score offer person loan compani 's proprietari underwrit model identifi high-qual borrow despit limit credit employ histori use variabl includ school attend area studi academ perform work experi upstart offer 3-year 5-year fix interest loan primarili use pay credit card consolid debt elimin student debt start busi pay person develop bootcamp,Personal loans,Personal loans,50.70422535211267
79,advertis e-commerc social media manag advertis e-commerc social media manag puddl social peer-to-p lend marketplac puddl let anyon creat line credit on-the-fli friend puddl first tool credit us anyon use ?? ? base credit score base peopl trust,Personal loans,Others,50.70422535211267
102,consum lend credit card financ financi servic fintech lend consum lend credit card financ financi servic fintech lend onlin lender use altern data metric lend creditworthi intern citizen modernlend provid credit card intern student worker u.s. understand educ employ financi background determin creditworthi without requir ssn fico credit score launch first credit card tailor intern citizen summer 2016 found wharton busi school bring 10+ year experi goldman sach well fargo seed stage fund portfolio compani entrepreneur roundtabl acceler bbva bank??? global fintech competit 650 startup learn www.modernlend.com,Personal loans,Others,50.70422535211267
80,manufactur medic sport good manufactur medic sport good tremus sport technic medic protect wear athlet tremus inc d/b/a selfscor provid intern student credit card financi product intern student studi unit state selfscor measur creditworthi use altern data method via proprietari framework algorithm,Personal loans,Others,50.70422535211267
350,financ financ new type internet fintech compani reli power fintech abil provid user inclus financ option samoy financi servic shenzhen samoy internet financi servic ltd. co new type internet fintech compani reli power fintech abil provid user inclus financ option samoy cut consum financ market mean first product `` sheng bei.??? sheng bei provid internet financi servic user credit card manag preferenti card-us guid lower interest rate compens balanc,Personal loans,Personal loans,50.70422535211267
226,financi servic fintech mobil payment financi servic fintech mobil payment activehour develop smartphone-bas applic enabl hour worker get paid earli need activehour develop smartphone-bas applic enabl hour worker get paid earli need work android io smartphon recommend hour employe electron timecard system work direct deposit found ram palaniappan 2012 activehour help user avoid overdraft fee high-interest payday loan company??? financi backer includ ribbit capit felici ventur,Personal loans,Personal loans,50.70422535211267
233,financi servic financi servic tech-en consum lend platform organ around provid superior valu experi borrow name say provid person loan give custom lowest rate possibl perk end spend less give *borrowersfirst borrowersfirst.com borrowersfirst logo connectedcredit trademark borrowersfirst inc. delawar corpor,Personal loans,Personal loans,50.70422535211267
187,financ fintech lend person financ financ fintech lend person financ welab analyz unstructur mobil big data within second make credit decis individu borrow found 2013 hong kong welab reinvent tradit financi servic creat seamless mobil lend experi proprietari risk manag technolog welab effect analyz unstructur mobil big data within second make credit decis individu borrow welab oper wolaidai ?? ? ?????? one china??? lead mobil lend platform welend hong kong??? lead onlin lend platform compani also partner tradit financi institut util welab??? technolog offer fintech-en solut custom welab??? investor includ ck hutchison??? tom group khazanah nasion berhad ing silicon valley-bas ventur capit fund sequoia capit tom group??? ule.com guangdong technolog financi group accord kpmg cb insight fundrais fourth largest fintech deal first quarter 2016 global,Personal loans,Others,50.70422535211267
10,payment payment lendfriend offer softwar product provid support user loan??? creation propos approv repay lendfriend fintech startup focus undeserv lend market team built 3 product onlin p2p lend platform target friend famili grew 3mm+ loan multipl underwrit model util proprietari data tradit brick mortar high-interest lender identifi custom profil target larger loan lower interest rate loan repay disproport credit score onlin platform match high-risk borrow aggreg network onlin lender place loan prepaid card product 's purpos bank underbank lendfriend part ** angelpad http //angelpad.org 3** 2011,Personal loans,Personal loans,50.70422535211267
47,financ financi servic financ financi servic loanz privat credit platform marketplac lend upon loanz marketplac lend platform deliv ???loan service??? borrow investor rapid emerg disrupt lend financi servic industri internet platform connect borrow investor direct,Personal loans,Personal loans,50.70422535211267
105,bank financi servic bank financi servic kountmoney websit user appli loan varieti reason kountmoney onlin platform connect creditworthi borrow across india institut lender borrow salari employe look unsecur loan lower interest rate quick disburs,Personal loans,Personal loans,50.70422535211267
360,financi servic financi servic trustio newdelhi-bas peer-to-p lend compani trustio person financi secur net trustio tri creat close alumni communiti member rais money alumni time need varieti reason invest money peer help well make decent return invest,Personal loans,Personal loans,50.70422535211267
60,fintech person financ ventur capit fintech person financ ventur capit 321lend inc. form earli 2014 san francisco ca three experienc profession financ technolog manag 321lend inc. form earli 2014 san francisco ca three experienc profession financ technolog manag consult founder graduat uc berkeley work hedg fund start-up technolog consult firm goal 321lend build onlin financi communiti connect creditworthi borrow savvi investor order facilit better lend rate lower loan default rate continu innov web applic busi strategi compani made signific progress build platform lay foundat launch busi compani current near complet fund abl oper peer peer lend platform though peer-to-p lend industri one fastest grow industri us estim 5b cagr 100 still cover 1 total credit card market 669b sinc 321lend found march 2014 compani achiev follow complet front end websit attract potenti borrow lender near complet back end platform autom transact built proprietari interest rate model prepar complianc document fcra fdca tila ecoa other secur relationship bank partner origin loan final discuss credit rate agenc front end websit launch http //www.321lend.com receiv numer inquir lender borrow,Personal loans,Personal loans,50.70422535211267
262,lend marketplac peer peer lend marketplac peer peer i-lend india 's first social lend initi bring togeth borrow lender facilit financi transact onlin marketplac bring togeth creditworthi borrow individu lender person loan transact without intervent tradit financi institut like bank borrow appli small loan rs.25k rs.1l 6 month 12 month period interest rate vari 18 24 much lower financi institut lender higher return compar save account fds,Personal loans,Personal loans,50.70422535211267
186,analyt big data credit credit card financ internet machin learn analyt big data credit credit card financ internet machin learn selfscor analytics-bas lend compani provid access financi product deserv underserv popul selfscor develop strong market nich around provid access financi product credit card student loan etc deserv underserv popul intern student 1m+ strong grow 31 billion untap annual spend intern student routin grant access us educ system advantag offer howev clear path exist gain access credit market current credit polici handicap leav unabl get credit card student loan car leas without pay exorbit costs/fe want provid financi on-ramp put path toward financi success america given lack credit histori credit score ???thin file file??? evalu student use altern data scienc machin learn method selfscor measur creditworthi use proprietari data scienc framework/algorithm determin students??? abil repay use predict attribut education/major cost educ sourc initi fund futur employ object measur e.g place time graph use framework also determin propens stay/leav countri use attribut complianc framework take consider various feder regulatori constraint concern kyc/cip fair lend cdr ecoa fcra seiz 1m intern student market set foundat futur product market expans thin file popul,Personal loans,Others,50.70422535211267
34,financi servic financi servic edai compani found 2006 exist onlin brick-and-mortar offic china edai financi servic compani china focus p2p lend well tradit loan free loan consult,0,Personal loans,50.70422535211267
