,domain_name,Test_document,Expected_result,decision_model_9,decision_model_9_accuracy
334,oneparkfinancial.com,nation??? lead financi servic firm connect merchant divers experienc privat busi lender,Term loans,Working Capital ,43.83561643835616
204,quantgroup.cn,big data databas financi servic big data databas financi servic quantgroup financi big data compani,Others,Personal loans,43.83561643835616
117,creditnation.in,e-commerc e-commerc platform marketplac e-commerc e-commerc platform marketplac credit nation india 's lead onlin marketplac provid easi comparison best interest rate loan credit nation india 's lead onlin marketplac provid easi comparison best interest rate loan great custom servic,Lead generation platform,Personal loans,43.83561643835616
206,moneylion.com,credit financi servic fintech credit financi servic fintech moneylion use big data revolution consum lend help peopl achiev financi well moneylion lead mobil person financ consum lend platform empow consum take control financi live free spend save credit track tool smarter credit product found 2013 team lead technologist financi moneylion use superior analyt machin learning-bas risk technolog gain 360-degre view users??? person financ enabl better underwrit develop tailor financi product offer built-in system referr point reward moneylion endors good financi behavior moneylion headquart new york offic san francisco kuala lumpur malaysia inform visit www.moneylion.com download app https //bnc.lt/e1yh/dnjaqcawrd,Personal loans,Working Capital ,43.83561643835616
9,bilbus.com,financ financ bilbus work capit platform help small busi invoic collect connect commerci lender via singl dashboard bilbus unlock commerci lend smbs give busi visibl work need cash simplifi meet fund gap bilbus work capit platform enabl small busi invoic collect connect commerci lender via singl dashboard,Working Capital ,Working Capital ,43.83561643835616
249,wecash.net,big data financi servic fintech big data financi servic fintech wecash china-bas big data credit assess platform provid solut technolog compani wecash china-bas big data credit assess platform provid solut technolog compani use machine-learn algorithm provid credit assess less 15 minut mine public mobil data rough 600 million mobil internet user wecash abl quick provid extens credit assess build predict model customers??? credit risk,Others,Others,43.83561643835616
217,lendenclub.com,internet lend peer peer internet lend peer peer lenden club lead peer peer lend platform india connect wealthi investor creditworthi borrow lenden club peer peer lend marketplac person loan current era mobil endeavour take tradit lend process onlin make benefici easi hassle-fre financ technolog team zeal innov blend experi resolv real world challeng face lender borrow platform lenden club ensur elimin high cost intermediari institut bring monetari benefit lender borrow earn charg transpar fee borrow and/or lender,Personal loans,Personal loans,43.83561643835616
243,upstart.com,credit financ financi servic fintech internet lend person financ credit financ financi servic fintech internet lend person financ upstart fund platform mentor network match student backer believ potenti upstart goe beyond fico score offer person loan compani 's proprietari underwrit model identifi high-qual borrow despit limit credit employ histori use variabl includ school attend area studi academ perform work experi upstart offer 3-year 5-year fix interest loan primarili use pay credit card consolid debt elimin student debt start busi pay person develop bootcamp,Personal loans,Term loans,43.83561643835616
309,cgtz.com,risk manag risk manag cgtz,Working Capital ,Others,43.83561643835616
15,l2c.com,analyt predict analyt servic industri analyt predict analyt servic industri l2c nation 's lead provid advanc consum score analyt solut l2c nation 's lead provid advanc consum score analyt solut l2c leverag altern payment asset data creat new predict credit collect market score 260 million american l2c????????s client includ lead institut financi servic retail healthcar automot telecommun media entertain industri,Others,Purchase Financing ,43.83561643835616
169,zestfinance.com,analyt big data fintech machin learn analyt big data fintech machin learn zestfinance??? credit-decis platform help lender predict credit risk increas revenu reduc risk ensur complianc zestfin found world??? best data scientist mission use machin learn algorithm revolution credit decis made provid fair transpar credit everyon zest autom machin learn zaml??? platform zest 's uniqu credit-decis platform enabl lender analyz vast amount non-tradit credit data increas approv rate reduc risk credit decis particular thin-fil no-fil borrow like millenni platform also provid abil explain data model result measur busi impact compli regulatori requir,Others,Others,43.83561643835616
21,ipawn.com,e-commerc financ small medium busi e-commerc financ small medium busi ipawn e-commerc compani enabl consum obtain short-term asset-bas loan ipawn transform nation credit market offer short-term afford loan competit rate less risk bank payday lender brick mortar pawn shop onlin servic headquart tyler texa ipawn hold pawn licens issu offic consum credit commission inform pleas visit www.ipawn.com,Term loans,Term loans,43.83561643835616
137,vestedfinance.com,financ financi servic fintech financ financi servic fintech vest financ becom vemo educ http //vemo.com/ schoold app http //schoold.co/,Others,Others,43.83561643835616
264,moni.com.ar,"person financ person financ help receiv cash advanc immedi without formal paperwork 100 onlin hello 'm moni fanpag ask advanc 4,000 's simpl complet onlin form immedi confirm approv ll transfer within day bank account devolv?? like also easi day debitar?? agre bank account arriv end meet tight left trip friend unexpect want go mega concert help short term loan solv situat join www.moni.com.ar ll see easi",Personal loans,Lead generation platform,43.83561643835616
193,creditmate.in,financi servic financi servic creditm fintech focus use vehicl financ india pos onlin credit distribut creditm fintech focus 8bn cagr 25 use motorcycl market india india world largest two wheeler market 40m new use bike sold day go market via network dealer enabl technolog allow dealer assess process loan insur point sale also oper direct consum websit enabl consum consum transact technolog credit engin mean abl process lend fast current lend 50 new credit 50 self employ borrow lend secur asset addit tech enabl optim collect success built full loan manag system allow lend partner quick effici integr grow team 30 peopl base mumbai india,Others,Term loans,43.83561643835616
213,commloan.com,commerci real estat financi servic fintech commerci real estat financi servic fintech commloan??? passion technolog guarante alway match best possibl loan commloantm understand right loan critic bottom line commerci real estat project need loan option need fast hundr differ lender choos commloan bring one-stop shop unpreced access capit market,Term loans,Term loans,43.83561643835616
254,icekredit.com,big data fintech machin learn big data fintech machin learn innov appli machin learn algorithm big data make all-round credit evalu individu smes icekredit inc. fintech compani regist shanghai free trade zone headquart locat lujiazui financi district branch nanj beij guangzhou changzhou chengdu los angel u.s.a. dedic innov appli machin learn algorithm big data relat technolog make all-round credit evalu individu smes icekredit found begin 2015 upon incept compani fund ten million yuan led intern renown ventur capit free capit yunqi partner wei lie capit decemb 2015 icekredit reciev angel fund octob 2016 icekredit obtain round fund present icekredit obtain total invest 160 million yuan product includ smes credit evalu system individu credit assess system consist anti-fraud engin person credit portrait miss custom contact inform restor compani establish busi relationship hundr domest oversea fin-tech tradit financi compani includ unionpay shenma financ neteas small loan taizhou bank fullerton credit subsidiari singapore-bas temasek hold icekredit??? founder- dr.gu lingyun expert appli big data technolog credit evalu individu smes founder head zestfin model team icekredit??? core member high competit background graduat univers chicago purdu univers georgia institut technolog georg washington univers new york univers carnegi mellon univers steven institut technolog etc return china held key posit benchmark fintech tradit financi compani kabbag zestfin lend club capit one discov ge capit barclay icekredit establish busi relationship hundr famous domest oversea fintech tradit financi compani cooper unionpay jieyu unit shenma financ taizhou bank neteas small loan fullerton credit wecash mani compani icekredit becom lead compani appli big data technolog individu sme credit evalu,Others,Working Capital ,43.83561643835616
121,studentloangenius.com,fintech person financ fintech person financ offer student loan employ benefit student loan genius help compani reach next level recruit retent student loan genius work improv financi outlook employe student loan empow compani help employe reduc student loan debt company??? fix pay match approach simplifi complex problem associ student loan debt reconnect employ employe help busi grow employe retent recruit offer person advic help employe design custom plan meet goal handl payment payrol implement strategi pay loan provid match contribut toward employees??? student loan student loan genius establish 2013,Others,Term loans,43.83561643835616
1,apnapaisa.com,credit financ internet marketplac credit financ internet marketplac apnaloan onlin marketplac provid home loan person loan credit card custom india apnaloan onlin marketplac home loan person loan credit card india idea apnaloan bank compet loan turn mean get better rate compani say apnaloan `` largest onlin marketplac loan credit card '' http //www.dialabank.com/emi-calculator.cfm,Lead generation platform,Personal loans,43.83561643835616
148,propellr.com,financi servic fintech real estat financi servic fintech real estat propellr provid institut famili offic individu w/direct access altern invest typic avail select propellr llc provid small institut famili offic accredit investor direct access altern invest opportun typic avail institut investor power user-friend interfac propellr curat high qualiti issuer suppli innov technolog market opportun direct investor launch 2013 todd lippiatt respect pillar new york real estat financ communiti wall street veteran propellr seek disrupt redefin antiqu construct industri grow team impass mind propellr process roll multipl innov altern asset class,Term loans,Term loans,43.83561643835616
124,cashbus.com,financi servic financi servic cashbus microfin compani cashbus microfin compani establish 2014 headquart shanghai offer small short-term micro instal loan underbank china,Personal loans,Personal loans,43.83561643835616
312,creditsudhaar.com,financi servic financi servic credit sudhaar credit health manag compani review credit score individu help improv credit sudhaar onlin platform provid client credit advisori servic also offer financi product custom match users??? credit profil credit sudhaar provid client various credit financi tool free credit score credit score simul wide rang analyt assess help in-depth understand current credit status headquart mumbai maharashtra credit sudhaar offic bangalor kolkata found gaurav wadhwani arun ramamurthi 2010,Others,Others,43.83561643835616
105,quick.me,financi servic fintech lend small medium busi financi servic fintech lend small medium busi quick provid work capit small busi exclus partnership saas/po platform quick provid capital-as-a-servic offer saa ecommerc marketplac payment platform therebi make easi seamless merchant platform appli receiv cash advanc quick quick 's intuit widget enabl small busi owner appli receiv work capit `` quick '',Working Capital ,Working Capital ,43.83561643835616
292,dianrong.com,credit financ fintech internet credit financ fintech internet onlin marketplac lend compani that??? use technolog transform way china financ help enrich people??? live dianrong offer individu small medium-s enterpris comprehens one-stop financi platform support industry-lead technolog complianc transpar company??? sophist flexibl infrastructur enabl design custom lend borrow product servic base industry-specif data insight support onlin risk-manag oper tool,Others,Personal loans,43.83561643835616
62,evenfinancial.com,financi servic financi servic even financi suppli side platform ssp marketplac lend base new york citi even financi suppli side platform fast grow marketplac lend p2p market initi mission bring better qualiti borrow marketplac lend ecosystem believ strong loan product everyon marketplac lend grow better data help lender see borrow credit score,Lead generation platform,Personal loans,43.83561643835616
240,redcarpetup.com,consum lend credit fintech mobil payment consum lend credit fintech mobil payment data driven onlin lend product purchas financ instal machin learn base credit score redcarpetup lend custom india bank see india credit financ compani abl servic less 10 custom base data widespread credit bureaus profil score custom redcarpet access much data includ data mobil phone use data servic custom never access credit today custom segment young future-prim student colleg use redcarpetup find credit fund onlin purchas ecommerc travel etc tomorrow hope unlock credit india,Purchase Financing ,Working Capital ,43.83561643835616
226,krazybee.com,e-commerc financi servic fintech e-commerc financi servic fintech krazybe india-bas e-commerc web app enabl user order product onlin retail differ pay scheme conveni connect bridg colleg go youth india wonder dream aspir,Purchase Financing ,Working Capital ,43.83561643835616
167,gyandhan.com,consum applic educ consum applic educ gyandhan educ loan marketplac gyandhan we???r mission ensur financi obstacl never stand way someone??? educ dream combin data scienc financi innov provid afford educ loan option indian student pursu higher studi,Others,Others,43.83561643835616
166,payjoy.com,financi servic fintech mobil financi servic fintech mobil payjoy provid smartphone-en consum financ solut payjoy provid smartphone-en consum financ solut enabl custom purchas pay electron item time chang upfront purchas pay-as-you-go month instal company??? technolog lock devic unless month payment made improv custom payment rate offer financ solut smartphon wash machin tvs air condition bring middle-class lifestyl peopl around world compani found 2015 base saratoga california unit state,Purchase Financing ,Working Capital ,43.83561643835616
256,ledge.me,consum lend financi servic consum lend financi servic digit financ platform optim custom experi digit distribut channel manag financi servic provid power venmo ledg simplest way borrow money friend family- automat pay back term choose.you re chariti case re good sometim larg expens come requir littl help ledg make sure never miss beat need littl extra cash,Personal loans,Personal loans,43.83561643835616
244,caminofinancial.com,commerci lend credit financi servic small medium busi commerci lend credit financi servic small medium busi camino financi community-bas lender latino-own busi unmet credit demand 6.8 billion u.s. camino financi community-bas lender latino-own busi unmet credit demand 6.8 billion u. compani built loan product educ experi help busi improv financi perform graduat lower interest rate longer term loan,Lead generation platform,Working Capital ,43.83561643835616
19,pearfunds.com,crowdfund lend marketplac crowdfund lend marketplac experienc team proven platform address need crowdfund marketplac south america experienc team proven platform address need crowdfund marketplac south america megatrend opportun team bet,Personal loans,Others,43.83561643835616
282,loantap.in,financi servic financi servic loantap fintech compani dna constitu loantap onlin platform commit deliv flexibl loan product salari profession innov otherwis dull loan segment deliv smart product millenni idea use technolog build flexibl product without ad cost,Others,Purchase Financing ,43.83561643835616
34,kashable.com,financi servic financi servic kashabl loan better borrow retir plan credit card mani lender take kashabl loan easi painless trip local bank branch storefront fill form mail stay hold repres phone complet entir process onlin within matter minut fund deposit electron bank account,Personal loans,Personal loans,43.83561643835616
155,ascendloan.com,consum research credit financi servic consum research credit financi servic proprietari process call adapt risk price ascend empow consum prove real-tim creditworthi proprietari process call adapt risk price ascend empow consum prove real-tim creditworthi,Personal loans,Others,43.83561643835616
82,marlettefunding.com,financi servic fintech lend financi servic fintech lend marlett fund financi tech compani task empow custom marlett fund reinvent outdat slow confus financi product servic custom partner could n't happier,Personal loans,Personal loans,43.83561643835616
233,hellofloat.com,credit financi servic machin learn credit financi servic machin learn float mobile-first credit experi offer small dollar credit line built bank altern data float mobile-first financi servic help young consum access manag proactiv build credit offer thin-fil consum instant access afford line credit direct smartphon fico requir,Personal loans,Personal loans,43.83561643835616
313,crowdfundingalliantie.nl,internet internet larg number onlin crowdfund platform go want compani take advantag crowdfund larg number onlin crowdfund platform go want compani take advantag crowdfund cours arrang everyth good campaign much easier get market around crowdfund hand specialist lot knowledg experi,Term loans,Working Capital ,43.83561643835616
84,investnextdoor.com,crowdfund small medium busi crowdfund small medium busi mission lead communiti capit transform mission lead communiti capit transform investnextdoor creat first community-engag capit marketplac marketplac creat new sourc reason price capit small busi better return main street investor longev community-bas bank credit union focus communiti first amplifi econom effect consum invest small busi keep benefit borrow lifecycl within given communiti educ access transpar fair core valu start investnextdoor believ us borrow invest model broken ve hit reset button start fresh go back basic ve made better ve made social fun impact re brand new kind financi servic compani ve alreadi made thing better,Term loans,Term loans,43.83561643835616
323,ioufinancial.com,iou financi focus provid small busi invest loan advisori servic fund 200 million small busi loan iou financi experi help busi get need offic world knowledg flexibl get busi capit need seiz growth opportun help realiz potenti,Working Capital ,Working Capital ,43.83561643835616
269,blispay.com,credit card financi servic mobil credit card financi servic mobil blispay financi technolog compani pioneer next generat point-of-sal financ blispay creat cost-effect streamlin in-stor financ experi market blispay visa card mobil centric credit card industri allow merchant size provid financ without technic integr financi oblig custom get enjoy instant issuanc 6 month special financ 2 cash back first product everyday credit financ solut custom deserv merchant need found team consist experienc industri veteran compani includ bill later paypal bank america mbna microsoft zynga we???r proud first product excit bring innov transpar fair bank product market futur appli today www.blispay.com join team email job blispay.com follow us twitter facebook stay date latest news,Purchase Financing ,Personal loans,43.83561643835616
324,kountable.com,fintech fintech kountable??? mobil financ platform facilit global trade leverag busi social connect kountable??? mobil financ platform facilit global trade leverag busi social connect use app identifi empow qualiti entrepreneur small medium enterpris smes valid qualifi purchas order synchron overse logist provid trade financ mobil app disrupt complex global trade barrier bring account oversight entrepreneur servic govern univers hospit hotel manufactur ngos larg enterpris kountabl entrepreneur deliv fortun 1000 product develop nation emerg economi supplier histor burden logist financi local system constraint well gap global financi infrastructur kountable??? app creat kscore??? base user 's social media busi digit footprint kscore??? addit kyc protocol repres verifi busi transact inform custom communic pattern geograph locat deal valid kountable??? use data provid trade financ entrepreneur effect turn social capit financi capit,Working Capital ,Term loans,43.83561643835616
276,lendingkart.com,financi servic internet ventur capit financi servic internet ventur capit lendingkart onlin financ compani lendingkart onlin financ compani dedic help entrepreneur small busi work capit loan use analyt big data score evalu customer??? busi small motiv team banker data scientist techi tri make differ world small busi financ,Working Capital ,Term loans,43.83561643835616
340,principiscapital.com,financ financ principi capit provid work capit small busi need help grant base credit score principi capit provid merchant cash advanc deal single-employe servic provid small medium-s busi base new york serv wide rang industri throughout entir unit state canada,Working Capital ,Working Capital ,43.83561643835616
113,earnest.com,bank consum lend credit financi servic fintech bank consum lend credit financi servic fintech re build modern bank next generat base san francisco earnest technology-en lend compani use data scienc design softwar autom rebuild financi servic solut enabl custom renegoti loan repay amount interest rate exist loan compani evalu financially-respons people??? full educ employ financi profil base credit score reward better rate person loan student loan refinanc addit offer onlin dashboard give client tool need easili control custom loan payment compani establish 2013,Others,Personal loans,43.83561643835616
75,primahealthcredit.com,cloud manag financ fintech health care payment cloud manag financ fintech health care payment primahealth credit reinvent patient financ cloud-bas payment manag financ platform primahealth credit reinvent patient pay out-of-pocket healthcar expens empow healthcar provid cloud-bas payment manag financ platform enabl offer payment solut point-of-car today healthcar provid lack modern intuit point-of-sal payment financ solut patient seek transpar financi product help pay out-of-pocket healthcar expens primahealth credit offer smarter simpler transpar payment solut patient love doctor valu,Personal loans,Personal loans,43.83561643835616
263,money360.com,commerci real estat marketplac real estat commerci real estat marketplac real estat money360 revolutionari onlin marketplac commerci real estat loan money360 revolutionari onlin marketplac commerci real estat loan money360 enabl borrow direct access afford commerci real estat loan innov onlin lend platform elimin overhead process cost associ tradit bank model loan fund bank insur compani pension fund accredit investor revolutionari onlin marketplac enabl borrow obtain competit rate flexibl term effici servic enabl investor receiv better return offer tradit invest vehicl,Term loans,Term loans,43.83561643835616
279,westcreekfin.com,financ financi servic fintech financ financi servic fintech west creek financi found help consum obtain financ purchas good west creek financi found help consum obtain financ purchas good servic want time help merchant servic supplier increas sale provid financ today??? tough econom time mani credit-worthi consum find increas hard get approv financ tradit bank financ compani tighten credit requir west creek??? founder deep lend expertis previous made signific credit risk improv largest us financi institut passion ensur custom store enabl get merchandis want,Purchase Financing ,Others,43.83561643835616
91,avant.com,consum lend financ financi servic fintech lend consum lend financ financi servic fintech lend chang way borrow safer faster better financi product avant oper onlin marketplac provid user access person loan consolid debt pay unexpect medic expens famili vacat use big data machine-learn algorithm compani offer custom approach streamlin credit option compani cater consum unit state unit kingdom headquart chicago illinoi avant found novemb 2012,Personal loans,Personal loans,43.83561643835616
302,blend.com,enterpris financi servic fintech home servic enterpris financi servic fintech home servic blend 's technolog empow top mortgag lender effici compliant borrower-friend blend silicon valley technolog compani transform consum lend ecosystem blend 's technolog deliv speed effici lender serv modern borrow safe navig industri 's chang rule regul found may 2012 blend back greylock partner emerg capit 8vc founder fund andreessen horowitz lightspe nyca max levchin lead ventur investor learn visit blend.com/,Others,Personal loans,43.83561643835616
295,populous.co,financi servic lend financi servic lend popul invoic trade financ platform built use latest blockchain technolog popul invoic trade financ platform built use latest blockchain technolog popul use xbrl z score formula smart contract stabl token creat uniqu trade environ investor invoic seller around world read popul believ creat next generat fnancial marketplac,Working Capital ,Purchase Financing ,43.83561643835616
140,pave.com,"financ financi servic fintech impact invest person financ financ financi servic fintech impact invest person financ pave provid millenni access fund need achiev person financi goal pave lend platform millenni want access fund fair rate peopl want see succeed help find fund need achiev person financi goal pave loan base potenti success rather credit histori fico score offer two-to-three-year consum loan educ refinanc exist debt consolid start busi cover live expens borrow abl receiv loan 25,000 person rate start 6 pave fund communiti care provid next generat tool need go ahead life",Personal loans,Personal loans,43.83561643835616
168,funding-university.com,educ lend educ lend fund u prefer no-cosign fafsa non-fico base student lender hardwork career focus colleg student fund univers fund univers privat student lender serv hardwork career driven undergradu parent lender depend fico score cosign fund univers assess student??? credit worthi base career track amp post-colleg earn potenti fund u take applic waitlist next school year fund expand avail lend student nationwid learn visit? www.funding-university.com visit funding-university.com,Others,Personal loans,43.83561643835616
27,kiva.org,financ financi servic fintech micro lend non profit social entrepreneurship financ financi servic fintech micro lend non profit social entrepreneurship kiva zip communiti provid access 0 interest loan communiti passion help entrepreneur unit state base san francisco kiva intern non-profit organ enabl famili make small loan entrepreneur develop countri crowdfund 705 million u.s. dollar microloan one million entrepreneur 86 countri found 2005 kiva cover cost primarili option donat well support grant sponsor,Others,Others,43.83561643835616
261,ibanonline.com,e-commerc fintech share economi e-commerc fintech share economi iban crowdlend financi compani aim deliv better deal saver borrow iban first global fintech guarante fund lend us allow support social project financi secur iban verg lead huge improv global crowdlend model aim deliv better deal saver borrow care money,Others,Others,43.83561643835616
327,loquidity.com,real estat real estat loquid offer accredit intern investor curat local sourc real estat invest opportun loquid membership-bas platform offer accredit intern investor curat local sourc real estat invest opportun midwest marketplac crowd-sourc real estat invest take middlemen help sponsor fund project loquid member view pre-vet deal learn specif invest track progress onlin investor dashboard receiv email updat deal access q forum deal includ inform estim annual return project length invest properti locat inform market analysi profil primari parti involv invest loquid launch 2014 oper base michigan unit state,Term loans,Term loans,43.83561643835616
43,sfscapital.com,financ financi servic fintech financ financi servic fintech strateg fund sourc financ futur small busi technolog insight strateg fund sourc financ futur small busi technolog insight provid financ wide rang busi includ retail restaur hotel medic profession manufactur wholesal automot dealer supplier found 2006 strateg fund sourc market leader offer financ option small midsiz busi recogn one reliabl respect name industri strateg fund sourc known flexibl tailor financ option comprehens technolog platform except custom servic headquart new york citi network affili offic sale repres compani provid capit throughout u.s. australia,Term loans,Term loans,43.83561643835616
352,sofi.com,sofi pmv,Others,Others,43.83561643835616
68,assetavenue.com,e-commerc marketplac real estat e-commerc marketplac real estat assetavenu onlin lender real estat invest properti assetavenu los angeles-bas onlin lender use technolog improv way peopl borrow money real estat invest properti innov onlin platform proprietari data model enabl us deliv new benchmark speed transpar flexibl tradit bank ca n't compet fund loan institut capit matter day assetavenu back world 's lead vc firm includ dcm ventur matrix partner neteas capit name one top 10 lend start-up watch 2014 featur numer public includ wall street journal entrepreneur inc forb,Term loans,Term loans,43.83561643835616
265,neighborly.com,financ fintech govtech impact invest softwar financ fintech govtech impact invest softwar neighbor modern access public financ 1 billion dollar per day market fund vital public project like school park neighbor modern access public financ multi-trillion dollar market fund vital public project like school park librari road next-gener public project neighborhood microgrid investor neighbor deliv direct access high-qual world-posit invest opportun issuer neighbor provid platform borrow 's need 's need public project,Term loans,Others,43.83561643835616
141,licaifan.com,develop platform e-commerc financ fintech develop platform e-commerc financ fintech licaifan chines onlin financ platform licaifan chines onlin financ platform offer p2b invest loan financi servic small- medium-s enterpris launch march 2014 compani headquart beij china,Term loans,Others,43.83561643835616
232,better.com,"financ financi servic lend financ financi servic lend re make mortgag fast simpl total better better re make get mortgag fast simpl total better offic nyc re revolution 13 trillion industri american pay hous almost els combin ?? ? 33 person consumpt expenditur yet somehow mortgag process still take near 50 day cost 5,000 administr fee requir 225 page paper endless phone call commiss loan broker think insan ?? ? we???r fix team combin lead technologist compani like spotifi googl mortgag bank three generat experi togeth we???r use data scienc machin learn ux design make mortgag experi ?? ? enjoy excit part biggest transact americans??? live",Others,Lead generation platform,43.83561643835616
188,firstp2p.com,financi servic onlin auction peer peer financi servic onlin auction peer peer firstp2p chines onlin peer-to-p p2p financ site first p2p limit onlin financ marketplac match borrow investor compani base china,Term loans,Personal loans,43.83561643835616
