,domain_name,Test_document,Expected_result,multinomial_model_1,multinomial_model_1_accuracy
185,gofastpay.com,digit media financ fintech digit media financ fintech fastpay definit financi platform digit media found 2009 offic los angel new york london fastpay provid liquid financi workflow solut global media industri sinc incept fastpay origin 1 billion loan publish network exchang dsps ssps agenc app develop,Working Capital ,Personal loans,52.054794520547944
194,kredx.com,fintech internet marketplac peer peer fintech internet marketplac peer peer kredx india 's first onlin invoic discount platform kredx indian invoic discount platform provid short-term invest opportun small- medium-s enterpris india onlin platform develop proprietari credit risk assess model borrow technolog platform financi provid complet trade servic sourc curat invoic conduct due dilig use proprietari credit underwrit algorithm launch manish kumar anurag jain puneet agarw 2015 kredx partner bank account firm law firm ensur aspect servic compliant regul ensur consum protect time,Working Capital ,Personal loans,52.054794520547944
322,instakash.in,financi servic lend financi servic lend instakash 's aim empow small busi let grow use new method lend instakash aim empow small busi let grow use new method lend want transform experi borrow make simpler effici current offer loan line credit small busi applic process complet minut strive make applic process approv hassl free possibl,Term loans,Personal loans,52.054794520547944
321,incred.com,incr,Others,Others,52.054794520547944
211,applepiecapital.com,financ financi servic marketplac financ financi servic marketplac altern financ platform franchis busi applepi capit marketplac lender provid fresh new approach franchis financ firm??? franchis loan marketplac enabl entrepreneur effici obtain financ start expand franchis busi applepi capit enabl investor earn attract fixed-incom return establish franchis brand know trust,Term loans,Term loans,52.054794520547944
65,trustingsocial.com,analyt big data ident manag social media analyt big data ident manag social media trust social build next generat credit score base social data make lend faster cheaper friendlier trust social provid consum credit score base social web mobil data solut enabl lender emerg market lend billion ???financi invisible??? consum cover credit bureaus test proven accur faster cheaper exist solut,Others,Others,52.054794520547944
288,lendkey.com,consum lend financ fintech consum lend financ fintech lendkey technolog develop cloud-bas platform connect lender borrow facilit onlin lend loan lendkey financi technolog compani creat white-label lend solut transform financi institut profit digit lend busi compani manag entir lend process includ demand generat onlin decis loan origin custom servic balanc sheet manag base new york cincinnati compani found 2009,Others,Others,52.054794520547944
158,fenqile.com,e-commerc servic industri shop e-commerc servic industri shop fenqil web-bas onlin shop mall offer wide rang product fenqil web-bas onlin shop mall offer wide rang product mobil phone person comput camera beauti product base shenzhen guangdong china,Purchase Financing ,Personal loans,52.054794520547944
342,rangde.org,financ financi servic non profit financ financi servic non profit rang de invest communiti allow peopl invest project choos rang de bangalor base non-profit oper onlin platform enabl lend rs.100 rural entrepreneur choic rang de essenti kiva india mission make poverti histori india compani overview rang de social initi began mission make microcredit afford peopl onlin portal www.rangde.org enabl individu call social investor lend small sum money entrepreneur low incom household,Others,Others,52.054794520547944
154,epaylater.in,custom servic onlin portal payment custom servic onlin portal payment buy pay later solut india epaylat found decemb 2015 aurko bhattacharya prasannaa murlidharan uday somayajula shanmunathan thiagaraja saxena compani give custom option ???buy pay later??? onlin portal one click custom get 14 day make payment within period make mani transact via single-click checkout bunch togeth make singl payment end period,Purchase Financing ,Personal loans,52.054794520547944
103,kountmoney.com,bank financi servic bank financi servic kountmoney websit user appli loan varieti reason kountmoney onlin platform connect creditworthi borrow across india institut lender borrow salari employe look unsecur loan lower interest rate quick disburs,Personal loans,Personal loans,52.054794520547944
170,commonbond.co,educ financ financi servic internet educ financ financi servic internet commonbond onlin lend platform connect borrow investor make educ financ better commonbond found lower cost higher educ innov model make possibl student save money student loan allow investor earn competit financi return,Others,Others,52.054794520547944
219,ygreneworks.com,clean energi energi energi effici clean energi energi energi effici provid turnkey properti assess clean energi pace program citi counti commerci ygrene energi fund nation??? lead multi-st provid residenti commerci properti assess clean energi financ award-win privat fund ygrenework program provid immedi access financ upfront cost energi effici renew water conserv certain area hurrican protect electr vehicl charg station seismic upgrad ygrene commit make easi famili invest futur healthier environ next five year ygrenework project creat ten thousand local job invest hundr million local economi,Others,Others,52.054794520547944
309,cgtz.com,risk manag risk manag cgtz,Working Capital ,Others,52.054794520547944
348,smartbizloans.com,smartbiz made employe commit entrepreneur,Term loans,Others,52.054794520547944
346,shubhloans.com,financi servic inform technolog lend financi servic inform technolog lend shubhloan help financi servic provid access serv new underserv market segment datasign disrupt technolog compani forg idea use tradit non-tradit data comput peopl 's credit score aim democrat credit million borrow part formal credit system help financi servic provid access serv new underserv market segment deliv risk- as- -servic raa mobil platform shubh loan,Others,Others,52.054794520547944
221,nongfenqi.com,"agricultur farm financi servic agricultur farm financi servic nongfenqi rural internet financ servic platform nongfenqi rural internet financ servic platform.run nanj nongfenqi e-commerc co. ltd. provid instal payment servic larg farm group collabor commune agricultur equip purchas compani provid servic 20,000 client far report ad",Purchase Financing ,Personal loans,52.054794520547944
19,pearfunds.com,crowdfund lend marketplac crowdfund lend marketplac experienc team proven platform address need crowdfund marketplac south america experienc team proven platform address need crowdfund marketplac south america megatrend opportun team bet,Personal loans,Term loans,52.054794520547944
165,creditkey.com,e-commerc financi servic payment e-commerc financi servic payment credit key patent pay-over-tim financ solut e-commerc merchant credit key patent pay-over-tim financ solut e-commerc merchant,Purchase Financing ,Personal loans,52.054794520547944
223,payfully.co,e-commerc inform technolog payment e-commerc inform technolog payment financi servic p2p rental market pay fintech startup base brooklyn ny.w offer airbnb host possibl receiv money book whenev need it.when guest book futur stay airbnb host get paid first night mean host wait day week even month receiv money,Working Capital ,Personal loans,52.054794520547944
32,covefinancial.com,financ financi servic home renov financ financi servic home renov cove financi group offer mortgag altern program would-b home buyer qualifi mortag cove financi group inc. creat mortgag altern program would-b home buyer payment qualifi today mortgag,Others,Others,52.054794520547944
244,caminofinancial.com,commerci lend credit financi servic small medium busi commerci lend credit financi servic small medium busi camino financi community-bas lender latino-own busi unmet credit demand 6.8 billion u.s. camino financi community-bas lender latino-own busi unmet credit demand 6.8 billion u. compani built loan product educ experi help busi improv financi perform graduat lower interest rate longer term loan,Lead generation platform,Others,52.054794520547944
247,cashe.co.in,financi servic financi servic time emi payment squar month bill make major purchas desir cash fin-tech product tslc pte ltd. uniqu young profession serv smart digit world cash offer millenni quick easi person loan process transpar innov tune time cash util sophist algorithm machin learn capabl deliv amaz improv lend experi custom therebi help young profession achiev financi goal effortless app offer instant transfer fund approv applic,Personal loans,Personal loans,52.054794520547944
257,nav.com,financi servic fintech financi servic fintech nav bridg gap smb financi institut bring transpar certainti effici b2b credit financ nav.com help busi owner get fund lower cost save time creat busi dream app give free access credit report score specif small busi owner includ busi person credit report also provid cash-flow analysi tool help build busi credit marketplac 100 financ product includ credit card nav 's marketplac use lender-neutr algorithm help busi owner find best financ option need appli compani offic silicon valley salt lake citi,Lead generation platform,Others,52.054794520547944
298,insikt.com,bank financi servic fintech softwar bank financi servic fintech softwar insikt reinvent world fintech revolutionari platform enabl brand lend custom lend servic insikt sprung realize brand bank lender tomorrow tradit bank littl interest make small person loan n't kept fast-pac world technolog unequip har power data evolv world financ insikt 's uniqu data driven technolog combin notabl stride fintech reinvent world lend bring credit opportun mass social media technolog creat new relationship consum tomorrow??? lender media giant retail everyday brand offer custom path financi mainstream believ remark platform handl score servic technolog capit futur lend ???lend servic '' describ process put power provid fair price credit-build person loan direct hand brand seek deepen bond custom stay tune re get start,Others,Others,52.054794520547944
160,spiderg.com,financi servic inform technolog mobil app financi servic inform technolog mobil app consult compani system need custom opensourc erp execut implement spiderg platform busi electron transact communic vendors/suppli custom get action inform busi suppli chain,Working Capital ,Others,52.054794520547944
3,bfscapital.com,financ financi servic ventur capit financ financi servic ventur capit bfs capit expert work capit need small busi deliv fund solut reason re busi they???r expert work capit need small busi headquart south florida technology-en financ platform provid 2 million small busi loan merchant cash advanc busi 50 state canada affili boost capit unit kingdom they???v deliv 1 billion total financ small- mid-siz busi across 400 industri help entrepreneur like access work capit busi need direct fund sourc industri leader sinc 2002 year experi firm financi back institut bank partner help solidifi posit prefer fund sourc small busi re proud track record success support dream thousand custom ?? ? 80 repeat busi result better busi bureau a+ rate,Working Capital ,Term loans,52.054794520547944
354,swiftmoney.com,financ financ compani special gimmick hidden cost short term loan swift money?? provid quick conveni effeci short term loan ??1000 appli payday loan swift money?? today receiv instant decis averag accept rate 97.5 loan also bad credit friend carri credit check,Personal loans,Personal loans,52.054794520547944
63,lantouzi.com,bank financi servic secur bank financi servic secur lantouzi.com offer secur invest bank platform internet compani financi institut lantouzi.com onlin invest bank platform help small- medium-s enterpris fulfil busi financ need launch 2014 base beij china,Term loans,Term loans,52.054794520547944
4,affordit.com,e-commerc onlin portal shop e-commerc onlin portal shop affordit.com site enabl custom purchas product week payment basi affordit site allow custom purchas product financ week payment custom purchas product sing debit credit card account payment deduct consecut week payment also deduct,Purchase Financing ,Personal loans,52.054794520547944
196,chinarapidfinance.com,"artifici intellig big data fintech internet marketplac predict analyt artifici intellig big data fintech internet marketplac predict analyt china rapid financ china??? largest onlin consum lend marketplac serv onlin user china??? emerg middl class china rapid financ china??? largest onlin consum lend marketplac serv onlin user china??? emerg middl class compani provid consum credit access world??? largest untap market expect grow rmb 5.4 trillion us 870 billion 2020 technolog enabl social inclus financ creditworthi individu serv potenti 500 million consum econom activ never access bank credit china rapid financ recogn technolog innov transform china??? consum credit landscap introduct advanc omni-channel borrow acquisit system proprietari big data analyt technolog platform featur end-to-end autom credit decis system proven track record credit risk manag transpar cultur focus innov 5,000 employe 80 data verif center across china china rapid financ found 2001 mr. zane wang phd one china??? lead expert consum credit market innov lend marketplac technolog prior found china rapid financ dr. wang receiv phd statist univers illinoi chicago start career unit state serv head analyt sear credit ?? ? world??? largest retail credit card portfolio subsequ acquir citibank upon return china dr. wang advis people??? bank china creation china??? nation credit bureau first function credit bureau shanghai launch china rapid financ dr. wang also council committe member china associ microfin marketplac lend industri secretari shanghai financi inform profession committe branch shanghai govern trade associ china rapid financ 's home page www.chinarapidfinance.com",Personal loans,Others,52.054794520547944
35,yooli.com,bank credit financi servic bank credit financi servic yooli network secur compani aim provid protect investor safeguard financi profession yooli cooper 23 offlin micro-credit compani offer investor access loan origin mani smaller p2p platform order build trust confid yooli partner third parti assess credit qualiti individu loan,Term loans,Others,52.054794520547944
325,lpsvcs.com,softwar softwar lender process servic provid integr technolog outsourc servic mortgag lend industri u.s. lender process servic inc. provid integr technolog outsourc servic mortgag lend industri unit state oper two segment technolog data analyt loan transact servic technolog data analyt segment offer softwar system inform solut facilit autom various busi process across life cycl mortgag applic servic technolog includ mortgag servic platform loan setup ongo process custom servic account report feder regulatori report desktop web-bas workflow inform system various softwar applic servic facilit origin mortgag loan segment also provid data analyt servic includ enhanc properti data inform altern valuat servic altern valuat servic loan transact servic segment offer custom outsourc busi process inform solut provid various settlement servic central titl agenc close servic financi institut client properti apprais servic lender real estat tax inform feder flood zone certif monitor servic outsourc tax escrow servic segment also offer default manag servic includ foreclosur servic properti inspect preserv servic well asset manag default titl settlement servic lender process servic inc. provid servic primarili bank well various financi institut mortgag lender mortgag loan servic provid real estat profession compani headquart jacksonvill florida,Others,Others,52.054794520547944
60,visiolending.com,financ lend marketplac real estat real estat invest financ lend marketplac real estat real estat invest nation mortgag lender focus need experienc local expert residenti investor simpli put thrive real estat togeth parent compani econohom we???v bought sold financ 240 million home nationwid unlik lender know like skin game understand uniqu need residenti investor draw year experi distress properti field craft loan product four word mind fast simpl flexibl depend know real estat invest take certain amount initi spirit risk-tak it??? everyon we???r passion help peopl like achiev short-term long-term invest goal it??? reason start vfs four year ago oper 36 state continu grow success success,Others,Term loans,52.054794520547944
306,boefly.com,"consum lend fintech lend marketplac consum lend fintech lend marketplac connect busi borrow lender base new york unit state boefli onlin marketplac leverag proprietari technolog transform way commerci transact conduct act onlin exchang connect parti involv transact therebi simplifi loan origin secondari market loan sale borrow build complet decision-readi loan request onlin use ???smartform??? technolog complet provid inform 3,600 lender nationwid match technolog identifi compat lender borrow complet control lender instant access loan request compani found 2008",Term loans,Others,52.054794520547944
36,earlyshares.com,crowdfund financ fintech crowdfund financ fintech earlyshar real estat crowdfund platform connect return-driven commerci real estat invest earlyshar crowdfund platform connect individu investor curat select vet return-driven real estat invest offer compliant platform investor gain direct access opportun growth compani real estat project invest fund investor either invest passiv owner equiti opportun brought forward sponsor loan origin institut lender earlyshar launch 2011 base miami florida,Term loans,Term loans,52.054794520547944
174,elevate.com,credit financi servic credit financi servic innov onlin credit solut provid immedi relief custom today help build brighter financi futur elev 's onlin credit solut provid immedi relief custom today help build brighter financi futur commit reward borrowers??? good financi behavior featur like lower interest rate free financi train free credit monitor,Personal loans,Personal loans,52.054794520547944
332,mortgagebot.com,consum point sale softwar consum point sale softwar mortgagebot h provid financi institut softwar facilit mortgag applic process mortgagebot llc industry-lead inc. 500 compani provid uniqu award-win mortgagebot powersite?? regist famili integr point-of-sal ipo solut take mortgag applic everi mortgag channel consumer-direct via internet branch call center profession loan offic mortgagebot blend extens mortgag experi leading-edg ?????? ? software-as-a-service??????? saa technolog creat scaleabl afford web site 900 mortgag lender nationwid,Others,Others,52.054794520547944
50,monexo.co,financi servic fintech marketplac peer peer financi servic fintech marketplac peer peer monexo onlin marketplac peer-to-p lend bring togeth lender borrow creat win-win monexo oper onlin peer-to-p lend marketplac small busi employe platform origin borrow lender onlin offlin sale market channel use proprietari screen system review borrow various financi non-financi paramet provid loan offer borrow agre loan offer list marketplac lender view fund allow borrow receiv 48 month futur rental incom subsequ assign rental incom lender launch 2014 monexo oper hong kong china,Personal loans,Personal loans,52.054794520547944
278,cignifi.com,financ fintech financ fintech cignifi data monet startup develop analyt platform deliv credit market score use mobil behavior data cignifi revolution way financi servic compani meet need 2.7 billion peopl worldwid mobil phone access formal financi servic compani develop first proven analyt platform deliv credit market score consum use mobil phone behavior data,Others,Others,52.054794520547944
320,mortgagehippo.com,mortgagehippo design bring simplic transpar effici otherwis complic home loan process,Term loans,Others,52.054794520547944
147,fundthatflip.com,crowdfund fintech real estat real estat invest residenti crowdfund fintech real estat real estat invest residenti access real estat invest fund flip u.s.-bas technolog platform facilit financ residenti redevelop project provid basic screen due dilig redevelop project made avail platform accredit investor fund flip??? invest product borrow depend note allow platform pool investors??? capit togeth keep transact straightforward redevelop investor found 2014 fund flip use invest develop technolog expand platform help real estat develop provid new hous modern distress home,Term loans,Term loans,52.054794520547944
265,neighborly.com,financ fintech govtech impact invest softwar financ fintech govtech impact invest softwar neighbor modern access public financ 1 billion dollar per day market fund vital public project like school park neighbor modern access public financ multi-trillion dollar market fund vital public project like school park librari road next-gener public project neighborhood microgrid investor neighbor deliv direct access high-qual world-posit invest opportun issuer neighbor provid platform borrow 's need 's need public project,Term loans,Others,52.054794520547944
297,digilend.in,financi servic financi servic digilend analyt technolog marketplac enabl individu like avail unsecur person loan digilend marketplac enabl individu like avail unsecur person loan differ need like educ travel holiday wed home improv debt consolid emerg need etc need cash loan bank loan look provid onlin instant quick loan competit interest rate digilend??? endeavour make get loan easier onlin instant credit evalu connect right lender provid everyon easi conveni access credit,Personal loans,Others,52.054794520547944
343,reversevision.com,revers vision softwar develop revers mortgag industri,Others,Others,52.054794520547944
239,creditmantri.com,financi servic fintech financi servic fintech help take charg credit health get free credit score onlin get free credit health analysi cibil equifax report creditmantri india focuss digit credit facilit intent leverag power technolog digit medium empow borrow lender make effici credit decis consum servic creditmantri help user understand status credit health build credit profil user 's credit profil creat data user 's credit histori score bureau enhanc data altern data sourc base individu 's credit profil consum 's guid toward solut best match profil discoveri loan credit card credit improv servic lender servic creditmantri offer rang lender specif servic includ 1 marketplac list credit product 2 solut help lender offer product new credit user enabl instant credit decis use altern data 3 verif servic creditmantri work 30 lender make avail close 50 credit product servic,Others,Others,52.054794520547944
167,gyandhan.com,consum applic educ consum applic educ gyandhan educ loan marketplac gyandhan we???r mission ensur financi obstacl never stand way someone??? educ dream combin data scienc financi innov provid afford educ loan option indian student pursu higher studi,Others,Others,52.054794520547944
44,openbookben.com,financ publish ventur capit financ publish ventur capit open book ben altern tradit busi credit bureau open book ben altern tradit busi credit bureau build on-lin communiti small medium-s busi `` '' smbs '' '' collabor share creditworthi busi intellig system beta sever financi institut compani use feedback ben democrat access creditworthi type import busi data smbs struggl near everi aspect busi credit exist credit bureaus often fail score smbs accur small firm even show databas sinc afford solut busi credit data smbs suffer huge write off 64 billion last year ben solut problem discuss platform attract altern credit bureaus ben also offer power market lead gen tool also offer greatly-need smb suppli chain tool `` '' vendor worth '' '' score help smbs assess qualiti b2b vendor,Others,Others,52.054794520547944
284,rubique.com,financi servic financi servic onlin marketplac lend platform fintech compani rubiqu demystifi complex financ process empow individu smes provid easi smooth access financ wide rang credit card loan product therebi make financ simpl built proprietari matchmak algorithm rubiqu 's marketplac lend platform offer breakthrough featur like real time process onlin approv direct integr financi institutions??? system reduc process time signific data analyt perform hundr data point rubiqu 's platform assess creditworthi custom loan origin qualif bring predict give elig offer choos rubiqu offer best world ?? ? marketplac custom get choic elig end end fulfil support like lender found oct 2014 fintech compani rubiqu aim becom largest marketplac financi product individu smes septemb 2015 rubiqu rais seri fund led kalaari capit yournest angel fund globevestor dexter angel circl,Lead generation platform,Others,52.054794520547944
9,bilbus.com,financ financ bilbus work capit platform help small busi invoic collect connect commerci lender via singl dashboard bilbus unlock commerci lend smbs give busi visibl work need cash simplifi meet fund gap bilbus work capit platform enabl small busi invoic collect connect commerci lender via singl dashboard,Working Capital ,Term loans,52.054794520547944
335,openenergygroup.com,energi renew energi energi renew energi open energi provid 0.5m 10m non-recours debt financ solar project open energi provid 0.5m 10m non-recours debt financ solar project standard document fix transact cost streamlin financ process open energi rapid process loan applic allow quick tap potenti solar power compar tradit lender open energy??? solut reduc total transact fee approxim 70 percent,Term loans,Others,52.054794520547944
79,lsq.com,"financ financi servic financ financi servic lsq lead invoic financ platform u.s. access 5,000 50 million work capit click button lsq lead invoic financ platform u.s. give entrepreneur power access 5,000 50 million afford work capit click button platform busi upload unpaid invoic get money instant without wait 30 60 90 day get paid custom free cash trap open invoic busi owner get financ need grow keep move forward without take loan found 1996 we???v deliv 10 billion fund thousand busi across nation we???r profit expand rapid orlando hq new york san francisco offic recent rais 110 million ventur capit",Working Capital ,Others,52.054794520547944
62,evenfinancial.com,financi servic financi servic even financi suppli side platform ssp marketplac lend base new york citi even financi suppli side platform fast grow marketplac lend p2p market initi mission bring better qualiti borrow marketplac lend ecosystem believ strong loan product everyon marketplac lend grow better data help lender see borrow credit score,Lead generation platform,Personal loans,52.054794520547944
189,medmonk.com,health care health care help pharmacist obtain fund patient afford out-of-pocket pharmaceut expens medmonk base premis 's everyon 's best interest medic use regardless price patient get care medic need insur protect larger claim pharmaceut compani pharmaci get maximum use medic co-found somaira punjwani hiv specialti pharmacist invent process altern turn away patient struggl co-pay manual three year overwhelm posit feedback grate patient could afford medic,Personal loans,Personal loans,52.054794520547944
225,loanframe.com,lend small medium busi lend small medium busi loan frame aim revolutionis small busi lend subcontin cut edg technolog autom loan frame fintech compani ambit meet abil build largest sme lend marketplac sub-contin back lead global privat equiti ventur capit investor help build icon compani world re-imagin small busi lend merg world-class process lead global bank deep indian sme credit experi data scienc cut edg proprietari technolog laser focus help small busi grow,Working Capital ,Others,52.054794520547944
175,finovafinancial.com,"financi servic financi servic fast afford onlin loan base equiti car finova financi social respons lender provid fast afford loan base equiti car 70 million financi underserv american spend 138 billion fee interest annual finova??? car equiti line credit c-loc cost 70 less current nation averag provid instant access capit 12-month pathway back financi health onlin mobil anywher 24/7 finova client benefit abil complet loan process onlin instant approv decis day cash fund finova client portal provid person access financi dashboard allow real time manag financi health payment made conveni comput mobil devic 32,000 us retail locat success payment histori provid declin rate opportun establish build credit along access addit fund demand finova provid immedi solut clients??? credit need abil monitor progress real time coupl finova??? ongo financi educ provid pathway improv econom health finova c-loc first mani digit financi servic product launch address unfulfil need financi underserv american finova busi relationship transact client tell us finova first posit relationship financi servic provid passion drive us forward",Personal loans,Personal loans,52.054794520547944
359,wefinance.co,crowdfund financ financi servic crowdfund financ financi servic crowdfund loan back peopl believ wefin let borrow creat loan list describ borrow need word help market list potenti lender save includ regular peopl network pledg take minut handl transact direct addit work rememb repay borrow save money lender get good return low risk side feel great help peopl network save money,Personal loans,Personal loans,52.054794520547944
120,slicepay.in,fintech fintech slicepay secur payment platform let colleg student shop onlin offlin store without pay everyth upfront buddi indian fintech startup offer digit credit vault student bangalor abl buy borrow credit pay back time use concept credit card student abl choos checkout pay back later end month also allow user buy product easi fix month instal,Purchase Financing ,Others,52.054794520547944
181,joinmosaic.com,clean energi crowdfund financ solar clean energi crowdfund financ solar mosaic nation 's lead residenti solar lend platform enabl thousand peopl profit benefit clean energi mosaic solar financ compani provid financ residenti solar system mosaic 's vision 100 clean energi embodi desir creat share prosper clean energi help million peopl invest home futur planet,Others,Others,52.054794520547944
