,Test_document,Expected_result,knn_model_8,knn_model_8_accuracy
148,crowdfund energi financ solar crowdfund energi financ solar sunfund crowdfund platform connect investor high-impact solar project off-grid communiti around world sunfund new crowdfund platform anyon invest high-impact solar project unlock access clean afford energi around world sunfund solv biggest problem face solar busi work deploy afford solar technolog off-grid market access financ sunfund unlock big new sourc capit solar individu investor abl profit invest high qualiti vet project facilit low-cost financ solar busi fund project,Term loans,Others,62.16216216216216
188,consum lend credit financi servic consum lend credit financi servic greenski offer fast paperless solut financi servic busi size easi way offer financ everyon anywher easi busi size offer credit custom fast paperless solut,Purchase Financing ,Purchase Financing ,62.16216216216216
125,credit financ financi servic credit financ financi servic fig help financi emerg build credit toward better futur fig partner famili houston offer loan 80 cheaper design get debt fig help financi emerg build credit toward better futur,Personal loans,Personal loans,62.16216216216216
138,financi servic financi servic switchm consum servic make easi consum switch one servic anoth switchm consum servic make easi consum switch one servic anoth thus switchm make consum choic real easi switchm india 's first onlin switch servic design make select cheapest servic provid easier never make consum choic easi comparison engin technolog ground staff legwork requir switch current cutom switch electricti provid mobil network provid home loan lender servic open custom mumbai region time,Lead generation platform,Purchase Financing ,62.16216216216216
204,financi servic financi servic numberz realis run busi sure commend task numberz realis run busi sure commend task mani time understand manag one critic resourc cash flow becom daunt excercis 's numberz endevour help number liter continu pursu dream,Working Capital ,Personal loans,62.16216216216216
134,analyt bank fintech softwar analyt bank fintech softwar consum credit analyt manag tool onlin creditseva.com onlin consum credit analyt manag tool help individu build healthi credit profil enabl user track report error instant communic bank credit bureaus get custom option build credit score also allow user settl old account rectifi error protect ident fraud set remind various financi transact creditseva.com launch 2011 base hyderabad india,Others,Others,62.16216216216216
332,real estat real estat loquid offer accredit intern investor curat local sourc real estat invest opportun loquid membership-bas platform offer accredit intern investor curat local sourc real estat invest opportun midwest marketplac crowd-sourc real estat invest take middlemen help sponsor fund project loquid member view pre-vet deal learn specif invest track progress onlin investor dashboard receiv email updat deal access q forum deal includ inform estim annual return project length invest properti locat inform market analysi profil primari parti involv invest loquid launch 2014 oper base michigan unit state,Term loans,Term loans,62.16216216216216
344,"fintech fintech plum transform cre ownership experi unparallel access loan option tech tool exclus network plum lend non-bank commerci real estat lender special loan 1,000,000 15,000,000 nationwid combin power innov technolog team real estat financ profession deliv expedit execut improv transact visibl unparallel client experi allow acquisit refin properti nationwid includ multifamili offic industri retail hotel manufactur hous self-storag plum lend u.s.-bas compani found 2014 bill fisher",Term loans,Term loans,62.16216216216216
17,credit financ credit financ contigo financi facilit web-bas platform provid employe financi product short-term loan contigo disrupt subprim lend industri offer innov financi product least access partner employ provid socially-respons short-term low-cost loan offer benefit employe lack strong credit histori credit extend employe robust web-bas platform proprietari underwrit model contigo graduat jumpstart foundri acceler program winner vanderbilt univers 's sohr grant startup,Personal loans,Personal loans,62.16216216216216
234,financi servic financi servic currenc capit equip financ lend technolog invest compani heel great recess busi around countri found left behind commerci bank weren???t lend delay applic fund far long group financi expert along tech wizard decid take action engin technolog streamlin approv fund get complet financi pictur begin applic process result currenc sinc we???v help support busi 500 million loan,Term loans,Working Capital ,62.16216216216216
13,financ financ yatto social fund platform enabl user organ social fund circl use facebook account yatto new social fund platform base trust reput social inner circl yatto let organ social fund circl a.k.a yatto use facebook account invit trust friend famili peer dear one everi particip yatto receiv social fund group differ date make his/her dream come true fulfil person caus famili urgenc educ cost healthcar travel comput kid endeavor worldwid caus etc,Personal loans,Others,62.16216216216216
247,credit financ financi servic fintech internet lend person financ credit financ financi servic fintech internet lend person financ upstart fund platform mentor network match student backer believ potenti upstart goe beyond fico score offer person loan compani 's proprietari underwrit model identifi high-qual borrow despit limit credit employ histori use variabl includ school attend area studi academ perform work experi upstart offer 3-year 5-year fix interest loan primarili use pay credit card consolid debt elimin student debt start busi pay person develop bootcamp,Personal loans,Personal loans,62.16216216216216
16,financ financ alltuit onlin search engin enabl collag student find sourc financi aid alltuit onlin search engin enabl collag student find sourc financi aid track hundr student loan provid help student find best loan elig understand real cost borrow,Lead generation platform,Others,62.16216216216216
243,financi servic fintech financi servic fintech help take charg credit health get free credit score onlin get free credit health analysi cibil equifax report creditmantri india focuss digit credit facilit intent leverag power technolog digit medium empow borrow lender make effici credit decis consum servic creditmantri help user understand status credit health build credit profil user 's credit profil creat data user 's credit histori score bureau enhanc data altern data sourc base individu 's credit profil consum 's guid toward solut best match profil discoveri loan credit card credit improv servic lender servic creditmantri offer rang lender specif servic includ 1 marketplac list credit product 2 solut help lender offer product new credit user enabl instant credit decis use altern data 3 verif servic creditmantri work 30 lender make avail close 50 credit product servic,Others,Others,62.16216216216216
58,"fintech small medium busi fintech small medium busi bolstr marketplac emerg consum retail manufactur busi rais fund expans real investor bolstr marketplac emerg consum retail manufactur busi rais fund expans real investor use uniqu revenu share invest structur design help busi rais growth fund investor maintain equiti make month payment proport gross sale volum mean busi never get squeez season sale cycl work exchang fund investor entitl receiv fix percentag busi revenu month paid back predetermin multipl invest exampl let 's say busi rais 100,000 agre share 3 revenu investor earn 1.2x invest back scenario investor would receiv 3 busi revenu paid month paid back 120,000 100,000 x 1.2x bolstr news visit bolstr.com/press latest bolstr news video vault bolstr believ often emerg busi overlook overlook capit overlook guidanc overlook success creat vault impart action advic experi lesson learn real expert built scale consum retail manufactur busi vault first public establish busi owner refus accept status quo strive take oper new level group innov game changer vault provid access wealth valuabl insight growth expert matter visit vault bolstr.com/the-vault",Working Capital ,Working Capital ,62.16216216216216
252,"financi servic fintech person financ financi servic fintech person financ perfio softwar solut pvt ltd. offer end user track monitor manag person financ littl manual intervent perfio person financ one stop ?? ? www.perfios.com newag fintech compani provid innov solut person financ relat area b2c person financ manag pfm solut provid perfio offer 360 degre view one??? person financ autom way let end user track monitor manag financ littl manual intervent alreadi 5,00,000 regist user deploy 6 year perfio leverag core technolog autom key aspect certain common busi process financi institut perfio insight b2b solut use various bank nbfcs corpor autom entir process financi check verif extract kyc detail current manual done perfio insight help dramat improv turn-around time process applic loan credit card insur etc whether origin offlin onlin channel thus delight prospect client result entir oper process improv result lower cost higher accuraci superior user experi result increas user acquisit process involv financi verif underwrit benefit use perfio solut perfio support 1000+ differ type e-stat 250+ financi institut automat fetch platform b2c b2b solut use various bank nbfcs corpor well end user b2c solut",Others,Others,62.16216216216216
223,clean energi energi energi effici clean energi energi energi effici provid turnkey properti assess clean energi pace program citi counti commerci ygrene energi fund nation??? lead multi-st provid residenti commerci properti assess clean energi financ award-win privat fund ygrenework program provid immedi access financ upfront cost energi effici renew water conserv certain area hurrican protect electr vehicl charg station seismic upgrad ygrene commit make easi famili invest futur healthier environ next five year ygrenework project creat ten thousand local job invest hundr million local economi,Others,Others,62.16216216216216
37,crowdfund financ fintech crowdfund financ fintech earlyshar real estat crowdfund platform connect return-driven commerci real estat invest earlyshar crowdfund platform connect individu investor curat select vet return-driven real estat invest offer compliant platform investor gain direct access opportun growth compani real estat project invest fund investor either invest passiv owner equiti opportun brought forward sponsor loan origin institut lender earlyshar launch 2011 base miami florida,Term loans,Term loans,62.16216216216216
330,softwar softwar lender process servic provid integr technolog outsourc servic mortgag lend industri u.s. lender process servic inc. provid integr technolog outsourc servic mortgag lend industri unit state oper two segment technolog data analyt loan transact servic technolog data analyt segment offer softwar system inform solut facilit autom various busi process across life cycl mortgag applic servic technolog includ mortgag servic platform loan setup ongo process custom servic account report feder regulatori report desktop web-bas workflow inform system various softwar applic servic facilit origin mortgag loan segment also provid data analyt servic includ enhanc properti data inform altern valuat servic altern valuat servic loan transact servic segment offer custom outsourc busi process inform solut provid various settlement servic central titl agenc close servic financi institut client properti apprais servic lender real estat tax inform feder flood zone certif monitor servic outsourc tax escrow servic segment also offer default manag servic includ foreclosur servic properti inspect preserv servic well asset manag default titl settlement servic lender process servic inc. provid servic primarili bank well various financi institut mortgag lender mortgag loan servic provid real estat profession compani headquart jacksonvill florida,Others,Others,62.16216216216216
169,e-commerc financi servic payment e-commerc financi servic payment credit key patent pay-over-tim financ solut e-commerc merchant credit key patent pay-over-tim financ solut e-commerc merchant,Purchase Financing ,Purchase Financing ,62.16216216216216
53,crowdfund real estat crowdfund real estat real estat crowdfund brand hotel asset equityroot engag real estat crowdfund specif franchis hotel asset marriott hilton ihg starwood hyatt brand passiv investor find reward invest opportun asset class equityroots.com,Term loans,Term loans,62.16216216216216
303,bank financi servic fintech softwar bank financi servic fintech softwar insikt reinvent world fintech revolutionari platform enabl brand lend custom lend servic insikt sprung realize brand bank lender tomorrow tradit bank littl interest make small person loan n't kept fast-pac world technolog unequip har power data evolv world financ insikt 's uniqu data driven technolog combin notabl stride fintech reinvent world lend bring credit opportun mass social media technolog creat new relationship consum tomorrow??? lender media giant retail everyday brand offer custom path financi mainstream believ remark platform handl score servic technolog capit futur lend ???lend servic '' describ process put power provid fair price credit-build person loan direct hand brand seek deepen bond custom stay tune re get start,Others,Others,62.16216216216216
220,bank content syndic financ bank content syndic financ loanstreet marketplac enabl effici syndic loan loan pool loanstreet new marketplac enabl effici syndic size loan loanstreet autom standard syndic origin matur enabl lender investor buy sell manag loan direct websit,Lead generation platform,Term loans,62.16216216216216
123,fintech fintech slicepay secur payment platform let colleg student shop onlin offlin store without pay everyth upfront buddi indian fintech startup offer digit credit vault student bangalor abl buy borrow credit pay back time use concept credit card student abl choos checkout pay back later end month also allow user buy product easi fix month instal,Purchase Financing ,Others,62.16216216216216
278,credit financ financi servic credit financ financi servic adf purpose-built optim link underestim underbank consum capit market adf purpose-built optim link underestim underbank consum capit market,Others,Others,62.16216216216216
246,rupi urban microfin offer loan entir mobil,Personal loans,Others,62.16216216216216
320,financ financi servic financ financi servic enova provid reliabl real-tim financi option peopl face immedi cash demand enova provid reliabl real-tim financi option everyday hardwork peopl face immedi cash demand global financi resourc under-serv consum oper portfolio busi offer varieti onlin credit product servic one million custom unit state unit kingdom australia canada,Personal loans,Lead generation platform,62.16216216216216
118,"e-commerc energi power grid e-commerc energi power grid found 2001 purchas power offer becom one countri 's premier purchas program employe found 2001 purchas power offer becom one countri 's premier purchas program employe atlanta-bas compani tap `` fastest-grow '' list sever lead busi public includ entrepreneur inc. magazin date purchas power servic 400,000 order employe lead compani organ across u.s. fortun 500 govern agenc",Purchase Financing ,Term loans,62.16216216216216
288,financ fintech lend financ fintech lend lendup social respons lender 56 american shut mainstream bank due low credit volatil incom lendup??? mission provid anyon path better financi health build technolog credit product educ experi 56 us popul shut mainstream bank poor credit volatil incom technolog built in-hous current offer sever type credit product includ loan credit card emb educ product avail credit build opportun help borrow improv long-term financi health break vicious debt cycl found two step-broth ceo sasha orloff cto jake rosenberg sasha put ???fin??? fintech work citi world bank grameen bank jake put ???tech??? fintech platform cto zynga 29 began work yahoo age 16 employe 80,Personal loans,Others,62.16216216216216
356,sofi entrepreneur program brilliant busi idea opportun grow someth special,Others,Working Capital ,62.16216216216216
119,app mobil app app mobil app jiedaibao develop mobli applic financi lend applic jiedaibao internet financ acquaint lend platform,Personal loans,Purchase Financing ,62.16216216216216
59,consum lend debit card financi servic fintech consum lend debit card financi servic fintech oportun provid afford loan help peopl littl credit histori establish credit build better futur oportun use advanc data analyt technolog provid respons afford person loan peopl littl credit histori ?? ? peopl other consid ???unscoreable.??? sinc found 2005 oportun help million custom disburs 4 billion small dollar loan report account inform credit bureaus custom establish credit histori need compani oper 240+ retail locat deliv custom servic english spanish across channel includ mobil oportun loan current avail arizona california illinoi missouri nevada new mexico texa utah,Personal loans,Personal loans,62.16216216216216
94,consum lend financi servic fintech payment consum lend financi servic fintech payment kaixindai p2p lend platform kaixindai peer-to-p lend platform provid network invest financ servic client found 2012 compani base nanj jiangsu,Working Capital ,Lead generation platform,62.16216216216216
93,consum lend financ financi servic fintech lend consum lend financ financi servic fintech lend chang way borrow safer faster better financi product avant oper onlin marketplac provid user access person loan consolid debt pay unexpect medic expens famili vacat use big data machine-learn algorithm compani offer custom approach streamlin credit option compani cater consum unit state unit kingdom headquart chicago illinoi avant found novemb 2012,Personal loans,Personal loans,62.16216216216216
65,bank financi servic secur bank financi servic secur lantouzi.com offer secur invest bank platform internet compani financi institut lantouzi.com onlin invest bank platform help small- medium-s enterpris fulfil busi financ need launch 2014 base beij china,Term loans,Term loans,62.16216216216216
339,nation??? lead financi servic firm connect merchant divers experienc privat busi lender,Term loans,Working Capital ,62.16216216216216
357,sofi pmv,Others,Personal loans,62.16216216216216
231,consum lend credit financ consum lend credit financ credibl multi-lend marketplac allow borrow receiv competit loan offer vet lender credible??? found principl provid borrow level transpar deserv multi-lend marketplac allow borrow receiv competit loan offer vet lender credibl empow consum take control student loan borrow fill one form receiv compar person offer numer lender choos best serv individu need credibl fierc independ commit deliv fair unbias solut student lend,Others,Others,62.16216216216216
